cnom,cbin,ccon,xbin,ucon1,ybin
2,1,3.7426131,0,79.783913,1
2,0,3.6080139,0,66.066154,1
1,1,2.6650331,0,53.302498,1
1,0,3.6411819,0,62.057587,1
1,1,4.0991049,0,76.201332,1
1,0,3.9729679,0,60.44548,1
1,1,2.9697788,0,72.287102,1
1,0,2.6889648,0,45.039154,0
1,1,4.2133789,0,57.032108,1
1,0,3.720839,1,65.318787,0
0,0,3.018867,0,56.61525,1
1,0,3.1998971,0,67.486015,1
0,1,3.4170015,1,65.320595,1
0,0,2.2819557,0,35.760338,0
1,1,3.6713607,0,61.934509,1
1,0,3.7995393,0,59.538387,1
2,1,3.8897023,0,58.544083,0
1,1,2.7246716,1,71.011055,1
1,0,4.0713205,0,72.515579,1
1,0,3.2471814,1,80.669456,1
2,0,3.2110338,0,63.723507,1
1,1,3.5369694,0,69.355255,1
1,0,2.8761418,0,51.15218,1
1,1,3.1727345,0,64.274582,0
1,1,3.7136111,1,69.389282,1
1,1,3.4101803,0,79.336075,1
1,1,3.6130981,0,69.469704,1
1,0,4.093605,0,53.980663,1
1,1,3.1585751,0,44.843628,1
1,1,2.5557148,0,63.730888,0
1,0,3.4973469,0,56.446735,1
1,0,3.2168558,0,47.222687,1
1,1,4.1802263,1,69.608871,1
0,1,3.3115478,0,69.751259,1
1,0,3.6626754,1,70.215157,1
1,0,3.2243085,0,48.292976,0
1,0,4.2888722,1,64.310684,1
1,1,4.2304249,0,60.574562,0
1,0,4.0477786,0,55.997166,1
1,1,4.2302427,1,54.9491,1
1,0,4.444684,0,64.151825,1
1,1,3.654469,0,69.484665,1
1,1,2.6534095,0,47.783184,0
2,0,3.7725792,1,79.954552,1
1,0,3.5009434,1,55.458515,1
1,1,3.5510828,0,67.768494,1
1,0,3.4431975,0,58.729172,1
0,0,2.3571186,0,56.977715,1
1,1,3.8009272,0,74.264511,1
0,1,3.0612893,0,71.694626,1
1,0,3.2217858,0,57.905437,1
0,0,2.7058156,1,69.335533,1
1,0,2.7805865,0,59.672741,1
1,0,3.6365216,0,60.222931,0
1,0,2.850493,0,59.354664,1
1,1,4.7668352,1,83.985764,1
1,1,3.6743224,0,59.898438,1
2,0,3.3601274,0,60.369366,1
0,1,1.5979244,0,60.441658,1
1,0,3.7187443,0,47.433887,1
2,0,4.240694,1,77.270935,1
1,1,2.6456544,0,55.520844,1
1,0,4.3134265,0,67.475517,1
0,1,1.969898,0,60.971733,1
1,1,3.4921262,1,74.458809,1
1,0,3.9945216,0,76.237671,1
1,1,4.5646696,1,68.767708,1
0,1,1.7386539,0,50.130936,0
1,0,3.1612895,0,63.445751,1
1,0,4.0845485,0,69.236671,1
1,0,3.4720442,0,54.064114,1
1,0,3.6602364,0,60.111732,1
0,0,3.2095001,0,48.513874,1
1,1,3.2549071,1,69.995224,1
1,0,4.3339739,1,71.40947,0
