cnom,cbin,ccon,xbin,ucon1,ybin
1,0,2.6220255,0,70.515007,1
1,1,4.1220441,0,43.221268,1
1,0,3.9293003,0,71.10479,1
1,1,3.2153139,1,64.487137,0
1,0,3.0405819,0,62.479397,1
0,0,3.0094562,0,46.799923,0
1,0,4.2474008,0,76.040916,1
1,1,3.1102393,1,71.080132,1
0,1,2.5003912,0,52.655956,0
1,1,3.8873892,0,72.505219,1
1,0,3.4649055,0,54.950954,1
0,1,2.6155941,1,47.968147,0
1,1,3.4674845,0,79.79335,1
1,0,3.7372792,1,67.187271,1
2,0,3.5640855,0,59.705647,1
1,0,3.7757831,0,70.289909,1
0,0,2.8603489,0,56.698223,1
0,0,3.3597176,1,73.239159,1
1,0,3.0489132,0,65.949516,1
2,1,3.5651698,0,60.862324,1
2,1,2.8302958,0,55.131672,1
1,1,3.1670532,0,48.972439,1
1,0,3.5417154,0,51.627457,1
1,0,3.2197177,0,68.075653,1
1,0,3.9788041,1,55.181549,1
1,1,2.7857802,0,48.486843,0
1,1,3.4657438,0,56.076065,1
1,0,3.5437591,0,46.254234,1
1,0,3.3771887,0,58.34454,1
1,1,3.3896968,1,69.469498,1
1,1,2.8806462,1,49.737286,1
0,1,2.8911879,1,70.473351,1
1,1,3.9693816,0,59.020317,1
2,0,3.6138289,1,53.360817,0
2,0,3.2852898,0,51.978096,1
0,0,3.0889242,0,58.475014,1
1,1,3.6655009,0,58.926434,1
1,1,2.7976606,1,66.174782,0
0,1,2.4929826,0,73.257996,1
1,1,2.9444482,0,42.421375,1
0,1,2.6929214,0,57.840275,1
0,1,3.1942453,0,42.117508,1
1,1,2.9634073,0,63.806183,1
1,0,3.943795,1,66.478928,1
1,0,3.5658998,0,68.767677,1
1,0,3.7817767,0,80.596695,1
2,1,3.4603124,1,61.081654,1
1,1,3.3468859,0,58.384632,1
1,0,2.6221714,1,73.416382,1
1,0,2.9139059,0,51.433064,0
1,1,3.8912003,0,67.968361,1
1,0,3.9283803,1,56.173531,1
0,1,3.6710603,1,71.153282,1
1,1,4.4775348,1,76.535583,1
1,0,3.3511691,0,56.853386,1
0,0,3.2273548,0,65.496765,1
1,1,3.3694794,1,47.278217,1
1,0,3.4831979,0,52.953564,1
1,1,3.4664631,1,87.891563,1
1,0,3.9283671,0,61.341431,1
1,1,3.2418203,1,57.092552,0
1,1,3.5994167,0,58.940643,1
1,0,2.322541,0,61.482292,1
1,0,3.6630158,1,73.271255,1
2,0,2.8748446,1,64.335709,0
1,0,4.0191655,0,55.715534,0
1,1,3.7405939,0,67.542145,1
1,0,3.3869414,1,72.358223,1
1,1,3.3628445,0,54.75444,0
1,1,2.7246344,0,77.638374,1
1,0,3.4600613,0,55.110836,1
1,1,2.8726888,0,54.540791,1
0,0,2.5134351,0,50.195862,1
1,1,3.8559942,0,65.252167,0
1,0,2.6889744,0,48.174484,1
1,0,3.9212964,0,63.83577,1
0,1,2.2427225,0,45.352478,0
1,1,3.5045295,0,73.565613,1
1,1,2.8622885,0,51.839787,1
1,1,3.197726,0,64.337646,1
1,1,2.947022,0,59.752491,1
1,0,3.2467883,0,59.742649,1
0,1,2.8979042,1,72.334053,1
1,0,3.3021693,0,55.864929,1
0,1,2.172992,0,59.887501,1
1,0,3.5759647,0,66.90464,1
1,1,2.935605,0,65.840485,1
1,0,3.438359,0,58.907162,1
1,1,2.8356097,0,58.251472,1
0,0,3.554353,0,58.811588,1
1,1,3.0870409,0,59.359051,0
1,1,2.8668633,0,73.619621,1
1,0,3.6143069,0,73.144669,1
1,1,3.494097,0,45.938438,1
0,0,2.3015118,0,75.313644,0
1,1,3.6249115,0,55.356647,1
0,0,2.9920805,1,54.42231,0
1,1,2.8963542,0,56.65834,0
1,0,3.5025527,1,59.239101,1
1,0,2.7188795,0,54.75172,1
1,0,3.1105206,0,68.377785,1
0,0,3.0336843,0,50.87706,0
1,0,2.9664462,0,81.175018,1
2,1,3.6589444,0,53.676666,1
1,0,3.5464239,1,65.885818,1
1,1,3.3807585,0,52.551868,1
1,0,2.6123748,0,71.765732,1
2,0,3.3404286,1,85.86174,1
1,1,3.6101542,0,58.263531,1
1,0,3.7699442,0,51.794075,1
1,0,4.5536456,1,80.19883,1
1,0,3.2594378,0,54.946968,1
1,0,3.4921951,1,76.889229,1
0,1,2.2627902,0,76.156845,1
1,1,4.3519177,1,66.606682,0
1,0,3.8068557,1,60.655567,1
0,0,2.5710993,0,67.187721,1
1,1,4.0997458,1,71.274101,1
0,0,3.2506747,1,64.290741,1
1,0,3.1349289,0,41.003277,1
1,1,2.9797976,0,47.173248,1
1,0,3.4664338,0,68.507355,1
1,0,3.6344922,0,48.58847,1
1,0,3.5861404,0,42.639908,0
1,1,3.490509,0,65.415451,1
1,0,3.0555809,0,56.156826,0
1,0,4.1677017,0,66.112289,1
1,0,3.4984467,0,67.999504,1
0,1,2.6610358,0,73.902977,0
1,1,3.8419697,1,64.33007,1
1,0,4.2366724,0,74.281845,0
2,1,3.377933,0,45.203945,0
1,1,2.4512935,0,52.526978,1
1,1,4.2909846,0,55.525421,1
1,0,3.1736071,0,54.08522,1
1,0,3.1225116,0,62.051105,1
1,1,3.5649703,1,38.870972,0
1,0,3.8091977,0,63.636482,1
1,0,3.2092423,0,30.412031,0
1,1,3.4475634,0,65.845154,1
2,1,3.4736643,0,49.58992,1
1,1,2.7817481,0,68.695389,0
1,0,2.8562884,0,45.39077,0
1,1,3.6015692,0,49.086491,0
2,1,3.505244,0,59.286289,1
1,0,3.8312697,0,51.567089,1
1,1,3.1948817,1,64.313095,1
1,1,3.4759464,0,58.858204,0
2,1,3.7177923,0,51.988335,0
0,0,3.4839444,0,44.142189,0
2,1,3.5571575,0,55.17205,0
2,1,3.1857803,0,68.349854,1
0,1,2.561836,0,60.18576,1
1,1,3.2090583,0,48.394695,1
2,1,4.1197538,0,81.369301,1
1,0,2.7308488,0,57.337368,1
1,0,3.5950327,0,66.463654,1
1,0,3.1351988,0,56.853119,1
1,1,3.1179328,0,53.013947,1
1,0,4.159184,0,65.732475,0
1,1,2.9151969,0,26.491856,0
0,1,2.4448788,1,59.901424,1
1,0,4.3951573,0,55.56004,1
1,0,3.9071808,0,62.190987,1
1,0,2.823514,0,56.961933,1
1,1,3.2245884,0,65.523407,1
1,0,3.9587092,0,67.742744,1
1,1,2.7320323,0,51.817776,1
0,1,3.625211,1,75.269859,1
0,1,1.8972679,0,57.58984,1
1,0,2.0922966,0,48.705559,1
2,0,3.5325918,0,54.867138,1
1,1,3.3628812,0,76.145226,1
1,0,2.9702027,0,70.133095,1
1,1,3.4817894,0,51.440292,1
0,0,2.4285719,0,62.613945,1
1,1,2.9154828,1,63.997486,1
1,0,3.187557,0,51.131351,1
1,1,2.8639741,0,59.691311,0
1,1,3.4121115,0,63.276485,1
1,1,2.8929985,0,48.208775,0
1,0,3.3676867,0,56.916553,1
0,1,2.6335907,0,69.616028,1
1,0,3.859045,0,72.852776,1
2,1,4.1558547,1,69.166664,1
1,0,2.8015001,0,44.103954,1
0,1,2.5700474,0,52.921783,0
2,0,3.2020762,0,60.038357,1
1,1,3.5975947,1,60.564667,1
0,0,2.541122,0,72.232903,1
1,0,3.9449825,0,73.189903,1
1,0,3.8667915,1,76.066444,1
0,0,3.9706812,0,62.530693,0
1,0,3.3730414,0,55.649342,1
2,1,3.491286,0,56.36113,1
1,0,4.5053539,0,53.837791,1
1,1,2.9822564,0,55.286201,0
2,1,4.021699,1,76.690948,1
1,1,3.6702933,0,66.44101,1
1,0,3.5949886,1,61.061291,1
2,0,3.1061096,0,60.372856,1
1,0,3.4972467,0,47.472301,1
1,1,3.8861592,1,71.991592,1
1,0,2.9093633,1,65.628273,1
1,1,3.5914538,0,73.55616,1
0,1,3.148478,0,74.472862,1
1,0,3.4592531,0,55.099682,1
1,0,3.2709036,0,47.130074,0
1,0,2.836745,0,62.60976,0
1,1,3.9972479,1,65.426842,1
1,1,3.2761946,0,66.945427,0
1,0,3.0440705,0,59.906151,1
1,1,2.9102612,0,54.975815,1
2,0,3.9002373,0,50.426468,0
1,1,4.2417459,0,50.950394,0
1,1,3.3433299,0,46.957165,1
1,1,3.835464,0,63.549789,1
1,1,3.3957636,0,52.096016,1
1,1,3.9399812,0,57.538303,1
1,1,2.988162,1,65.764137,1
1,0,2.7194715,0,54.74305,1
0,0,2.7473156,1,69.998466,0
1,0,3.4953563,1,66.881927,1
1,1,3.6038256,0,54.214973,1
1,0,3.3995967,1,63.916573,1
1,1,2.7745533,1,68.849403,1
2,1,4.1126423,0,73.643066,0
1,1,3.4538476,0,48.428024,0
1,1,3.6850986,0,65.662766,0
1,0,3.8419731,0,71.357124,1
1,0,3.8244727,1,71.304184,1
1,1,3.8961737,0,70.388947,0
1,1,2.8044052,1,71.496651,1
1,0,3.5964134,0,58.095901,1
2,0,3.7134573,0,62.361137,1
1,1,2.9896607,0,57.976883,1
1,0,4.0995541,0,72.730957,1
2,0,3.8428586,0,64.068214,1
1,1,3.8204043,1,80.744942,1
0,1,2.6962328,0,60.360596,1
1,1,4.2257209,0,39.760681,1
1,0,2.6683111,0,49.361153,1
1,0,3.7470636,1,63.172523,1
2,0,3.3419392,0,52.244297,0
1,0,3.9711947,1,93.877197,1
1,0,3.8456948,0,42.66589,1
1,1,3.4368896,0,50.711823,1
1,0,3.7171531,0,71.482605,1
0,1,3.0049605,1,79.09404,1
1,0,3.5205078,0,61.507702,0
1,0,3.5003755,0,66.540062,1
1,1,3.229929,0,57.609951,1
2,0,4.0035305,0,37.940872,1
1,0,3.3267517,0,55.206348,1
1,1,3.3026123,0,48.743671,1
1,1,3.6825023,0,69.96154,1
1,1,2.7627044,0,58.521221,1
1,0,3.0310569,0,58.288216,1
1,0,3.3125837,1,75.638206,1
1,0,3.6657929,0,62.927292,1
0,1,2.7576797,0,59.744381,1
1,1,3.3047769,0,53.932114,1
1,0,3.6287065,0,59.628902,1
1,1,2.7895188,0,82.286911,1
2,0,3.702944,1,79.049362,1
1,0,3.1550066,0,60.240322,1
1,1,3.1416049,0,69.167099,1
1,1,3.4637246,0,57.502316,0
0,0,3.2332144,1,83.292877,1
1,0,3.5485322,0,60.633247,1
1,0,3.6857171,0,66.664703,0
2,0,4.2375979,0,59.391438,1
1,1,3.7911563,1,59.772964,1
1,1,3.1189497,0,51.72382,1
1,1,3.1643903,0,64.84874,1
1,1,3.4340265,0,73.222061,1
1,0,4.0522885,0,73.715485,0
2,1,3.8688955,1,71.260597,1
1,1,3.6886623,1,65.477669,1
1,1,2.7068305,0,51.955437,1
2,1,3.2104359,0,68.279716,0
1,1,3.8526347,0,64.526199,1
0,0,2.7846434,0,70.695114,1
1,0,3.2014914,0,50.149918,1
2,0,3.4588289,0,68.653542,1
0,0,3.2085426,0,68.223946,1
1,0,4.6272802,0,59.792995,1
1,0,3.5923476,0,50.255123,0
1,0,3.7655644,0,62.155468,1
1,0,2.9229419,0,56.371063,1
1,1,3.0991459,1,64.28508,1
2,0,2.8297443,0,57.451138,1
1,1,3.2057397,1,61.182255,1
1,0,3.4387712,0,58.581852,1
2,1,3.0446241,0,49.559086,1
0,1,2.8874683,0,63.632778,1
1,1,3.6715262,0,61.881554,1
1,0,3.8971891,0,52.219517,1
1,0,4.1079445,0,63.355186,1
1,0,3.1822889,0,45.780167,0
2,1,3.8746138,0,52.093204,0
1,1,2.4379296,0,56.538651,0
0,1,2.4258459,0,77.38279,1
0,0,2.6427972,0,82.025436,1
1,0,3.123703,0,48.870243,1
1,0,3.0554695,0,56.975677,1
1,0,3.3314939,0,59.297897,1
2,0,4.4346275,0,70.724075,1
1,1,2.8572745,1,42.28157,0
0,0,2.8490107,0,62.015179,1
2,1,3.5746868,1,77.640144,0
1,1,3.7216024,0,54.156834,1
1,0,3.8044281,0,68.286446,1
1,0,3.2864602,1,49.879879,1
1,0,3.3733907,0,77.031609,1
1,0,3.2650568,0,66.131721,1
1,1,2.7879856,1,54.510876,1
