cnom,cbin,ccon,xbin,ucon1,ybin
2,0,3.5026295,0,61.330795,1
1,0,3.1224504,0,62.780846,1
1,1,3.999022,1,75.452621,1
1,0,2.2232053,0,48.979267,1
1,0,3.7756705,1,75.736206,1
0,1,2.0527172,0,46.741508,0
1,0,4.0334229,0,86.430641,1
1,0,3.3163693,0,44.793079,1
1,0,3.6703768,0,49.001583,1
1,1,3.5156193,1,88.161507,1
1,1,2.694633,0,58.996357,0
1,1,3.0994155,0,61.512638,0
1,1,3.7953281,0,76.315361,1
2,1,3.0858057,0,48.232002,1
1,0,3.9259121,0,49.631222,1
1,1,2.7222638,0,55.296719,1
1,0,3.7162769,1,70.757622,1
1,0,3.3021691,0,71.098511,1
1,1,3.0326724,0,48.309132,0
2,0,2.9718509,0,54.34132,1
0,0,2.7605009,0,46.228313,1
1,0,2.9565437,0,53.783192,1
1,0,3.3133833,0,63.920036,1
2,1,4.562881,1,77.821732,1
1,1,2.9842937,1,61.688965,1
1,0,3.8363147,0,50.72546,0
1,0,3.6487579,1,58.812332,1
1,0,2.9529557,0,62.150288,0
0,0,3.182744,1,59.800579,1
2,0,4.3826203,0,62.785023,1
0,1,2.7297339,0,60.663368,1
1,1,3.4316218,0,65.278381,1
1,1,3.7058408,0,52.91016,0
1,0,3.690356,0,72.892334,1
1,1,3.3921878,0,62.680367,1
2,1,3.2667234,0,64.044395,1
1,0,3.4292681,0,55.583778,1
1,1,4.1199002,1,79.251678,1
1,0,2.6954041,0,52.040024,1
1,0,4.0493889,0,65.179604,1
1,1,2.6678867,0,64.572067,1
1,1,3.2872849,0,70.892273,1
1,1,3.2494113,0,60.210579,0
1,1,2.8951185,0,62.944851,0
1,0,3.6786809,0,68.839767,1
1,0,4.0060377,0,71.906021,1
1,1,2.1483619,0,47.563,0
1,1,2.89294,0,59.59798,1
1,1,2.9002388,0,68.051308,1
2,0,3.258395,0,58.96035,1
1,1,3.3485849,0,61.382702,1
1,0,3.6890261,0,53.83852,1
2,1,3.4750147,0,66.624779,1
1,1,2.9868588,0,73.760147,1
1,0,3.5252557,0,73.689323,1
2,1,3.1758077,0,69.732971,1
1,0,4.4855561,1,66.197853,1
1,0,2.969089,0,48.660973,1
1,0,4.2761841,0,72.678078,1
0,1,2.5220044,0,67.714409,1
1,0,3.6092958,1,61.748177,1
1,1,3.512769,1,55.320461,0
1,0,3.56443,0,56.599461,0
1,0,3.1348379,0,64.277962,1
1,1,3.9849575,1,74.932648,1
1,0,3.4340422,0,57.256908,1
1,1,3.3012004,0,47.913212,0
1,0,3.3446209,0,72.185081,1
1,0,4.1668005,0,44.336769,1
1,0,4.0255456,0,52.31477,1
2,0,2.9431889,0,58.132584,1
1,1,4.152473,1,65.398491,1
1,1,3.0366929,0,52.588753,0
1,1,3.4083126,0,51.857067,0
2,1,3.9029152,0,74.90654,1
1,1,3.8273716,0,64.758842,1
1,1,2.5514479,0,65.947716,0
1,1,4.1584549,0,76.178375,1
1,0,4.0152936,1,54.652969,0
1,1,3.868257,1,72.875504,1
1,0,2.8572094,0,66.865959,1
1,1,2.8337471,0,63.495323,0
1,0,3.2986057,0,69.836105,1
1,0,3.3001597,0,71.393379,1
1,0,3.9501762,0,65.788727,0
1,1,2.4816213,0,78.557648,1
1,1,3.3976808,1,56.661469,1
2,0,4.1087542,1,80.703125,1
1,0,3.4747307,0,47.681759,0
1,0,2.8717618,0,62.265606,1
1,0,3.6149435,0,51.312778,0
1,0,3.2375951,1,75.99865,1
2,1,4.0952482,0,68.512535,1
1,0,3.395025,1,73.100456,1
1,0,3.6082327,1,52.591454,1
1,1,3.3063765,0,61.34623,1
0,1,2.8654861,0,58.586136,0
1,0,3.9811609,0,66.930328,1
1,1,2.5509646,0,61.118488,1
1,1,3.1048861,0,62.457329,0
1,0,2.4822195,0,67.796188,1
1,0,3.6727877,0,60.880207,1
1,0,2.7647398,0,80.289558,1
2,1,3.6046646,0,53.095394,1
1,1,2.3482628,0,64.625488,1
1,0,2.8713584,0,51.342121,1
1,0,3.54005,0,69.246719,1
1,1,3.5064824,0,65.028481,1
1,0,4.2692299,0,60.989193,1
1,0,3.5403259,1,72.66404,0
1,1,4.0115752,1,76.544281,1
1,0,4.1111441,1,92.304306,1
1,0,3.2215869,0,51.542942,0
0,1,3.0410378,1,72.801361,1
1,0,3.3652382,0,65.89138,1
1,1,3.5287986,0,67.834183,0
0,1,2.9889832,0,60.454311,0
2,0,3.3502455,0,49.700569,1
1,1,3.816227,0,55.650711,1
2,0,3.1600618,0,55.782455,1
1,0,3.5780468,1,71.320984,1
1,0,1.9754217,0,62.968483,1
1,1,3.6263413,1,73.08551,1
0,0,2.7285645,1,60.622021,1
1,0,3.9590366,1,85.200806,1
1,0,3.9890199,0,59.492031,1
1,0,2.9903083,1,55.545177,1
1,1,3.666636,0,51.918648,1
2,1,3.779253,1,57.610241,1
1,0,3.2478645,0,64.016068,1
1,1,2.3288226,0,58.689213,1
0,0,2.9998295,0,54.910862,1
1,0,3.9924307,0,55.910534,1
1,1,3.2368488,0,44.47715,1
1,1,2.7068038,0,42.073666,0
1,0,3.1510148,0,55.008183,1
1,1,2.9307599,0,67.067299,0
1,0,3.1588495,0,48.373646,1
0,0,2.867075,0,67.439529,1
