cnom,cbin,ccon,xbin,ucon1,ybin
1,1,3.4003057,0,66.175133,1
1,0,4.0718899,0,63.546398,0
1,1,3.9221728,0,66.312927,1
1,0,3.8501251,0,72.281998,1
0,1,2.5586436,0,60.279362,1
1,0,4.212677,0,51.228046,1
1,0,3.4773526,0,55.914925,1
1,1,2.8866475,0,65.303757,1
1,0,3.4875147,0,60.322392,1
2,0,2.6899037,0,50.703644,1
1,1,3.1337252,0,61.237228,0
1,1,3.5289826,0,68.063164,1
1,0,3.504425,0,68.948631,1
1,1,2.9566741,0,67.85408,1
1,0,3.2218878,0,41.84193,1
0,1,3.0344839,0,59.049545,1
1,1,3.0169539,0,67.894196,1
1,1,3.2152934,0,55.531742,1
1,0,3.8031826,1,86.345543,1
1,0,3.618171,0,62.955421,0
1,1,2.4589043,0,44.882534,1
0,1,2.4914966,0,57.429974,1
1,1,3.0188999,0,67.32901,1
0,0,2.962378,0,56.719448,1
0,1,3.6736941,0,59.312412,0
1,1,3.6044977,0,61.412163,0
1,1,2.9562995,0,53.259266,1
1,0,3.5763197,0,54.789551,1
1,0,3.7713063,0,52.529121,0
1,0,4.1648741,0,67.192474,1
2,0,3.6038365,0,58.851006,1
0,0,3.001034,0,54.181931,1
1,0,3.7395508,0,54.253353,0
1,0,3.3811877,1,56.741428,1
2,1,3.7946813,0,68.816391,1
1,1,3.478292,0,59.509617,1
1,0,3.5934148,0,56.190834,1
0,1,2.3230636,1,53.177673,0
1,0,3.2016382,0,77.120506,1
1,1,3.7511265,0,64.548256,1
0,1,2.5186956,0,76.286278,1
1,0,3.0261397,0,62.527565,1
1,0,3.4255972,1,62.994442,1
1,1,3.6739571,1,91.430878,1
1,0,2.9347813,1,54.135887,1
0,0,2.4012797,0,64.023514,0
0,0,3.246397,0,37.886177,0
1,0,3.4683452,0,66.049469,1
1,0,3.5288858,1,73.579178,1
1,0,3.7020445,0,63.088791,1
1,0,4.0241027,0,61.12706,1
1,1,3.0519626,0,87.244995,1
2,1,3.310981,0,66.654396,1
1,0,4.3108621,1,73.163338,1
1,0,2.7665431,0,67.735214,1
0,1,3.0816431,1,48.511646,1
1,1,3.0976412,0,43.363323,1
0,1,2.8918095,0,66.023918,1
1,0,3.8050311,0,50.32505,1
1,0,3.4149966,0,59.165863,1
0,1,2.6071277,0,60.83828,1
1,1,2.79636,0,60.546627,1
1,0,3.6845584,0,58.005283,1
0,1,3.3758445,1,75.795265,1
1,1,3.8199966,1,66.378891,1
1,1,3.0642102,0,57.801426,1
2,1,3.0310314,0,63.07708,1
1,1,2.7443099,0,50.587616,0
1,0,4.4727516,0,71.874931,1
1,0,4.0818586,0,46.739651,1
1,1,2.8804419,0,70.543182,1
1,1,3.0940382,0,57.59795,0
1,0,3.7980399,0,73.682129,1
2,0,3.155951,0,55.922333,1
1,0,2.9801438,1,41.452332,1
0,1,3.7146766,0,58.198597,0
1,0,3.3835247,0,56.783535,1
1,1,2.8019199,0,66.83474,1
1,0,3.4476984,0,59.039589,1
1,1,2.7919993,0,42.742229,1
1,0,3.594769,0,49.181511,1
1,1,3.6296625,0,62.123734,1
0,0,2.8701453,1,79.194115,1
2,0,3.273643,0,65.642815,1
1,0,3.1980851,0,46.103043,1
0,0,2.463654,0,50.075958,0
2,1,3.4836934,0,47.666157,1
1,1,2.8248219,1,68.652115,1
1,0,3.3782475,0,56.785519,0
0,1,3.3055019,0,79.99836,1
1,0,3.5213237,0,51.05603,1
0,0,2.0711138,0,52.34766,1
1,0,3.5964952,0,69.62001,1
1,1,3.4320204,0,65.740211,1
1,0,3.4082916,0,63.852383,1
0,1,3.1832521,1,76.364319,1
2,0,3.4127595,0,78.046059,1
2,0,3.3946991,0,60.740875,1
0,1,3.0381091,0,60.68491,1
1,1,3.169714,0,68.960205,1
1,0,3.2932823,0,60.800518,1
1,0,3.2465219,0,53.142704,1
1,1,3.2634194,0,44.786201,1
1,1,2.8242946,0,56.030415,1
1,1,4.1078734,0,53.144165,1
1,1,3.5245922,0,68.331299,1
2,1,3.6050544,0,71.89801,1
2,0,3.9162047,0,65.728516,1
1,1,3.3553383,1,64.797394,1
1,1,2.8628726,0,46.239578,0
1,0,3.98335,0,65.880646,0
1,1,4.2210326,0,53.580158,1
1,1,4.2616372,1,75.404182,1
1,0,3.0435081,0,54.957981,1
1,0,3.2435219,0,58.275356,1
1,0,3.7103896,0,56.430119,1
1,0,3.4228914,0,71.611465,1
1,1,3.3522398,0,58.905453,0
1,1,3.2054765,0,47.874542,1
0,1,2.1934376,0,54.011959,0
2,0,3.0877297,0,37.029896,1
1,0,3.4502442,1,60.058937,1
0,1,3.3764083,0,52.913158,1
1,0,4.0129175,0,63.228508,1
1,0,3.5264139,0,68.493423,1
1,1,3.574652,0,81.692291,1
1,1,3.6282251,0,58.819569,1
1,1,3.427794,0,63.130909,1
1,0,3.9638073,0,73.230896,0
1,0,4.0987363,0,66.666397,1
2,1,4.3783536,1,70.289207,1
1,1,3.2986176,0,65.639015,0
1,0,2.8437219,0,61.686745,1
1,1,3.40342,0,57.832008,1
1,0,3.5387387,0,61.840332,1
2,0,3.4783847,0,61.348492,1
1,1,3.3894303,0,60.581963,0
1,0,4.4503136,0,62.657188,1
1,1,3.268513,0,65.461586,1
1,0,3.6727915,0,53.045063,1
1,0,4.502387,0,59.869183,1
1,1,3.9865761,0,82.064224,1
1,0,3.5157096,0,52.920414,1
1,0,2.7824953,0,51.30592,0
0,1,3.845021,0,63.391357,1
1,1,3.6573794,0,53.414661,1
1,0,3.6925838,1,45.268593,1
1,0,4.0046439,0,78.220779,1
2,0,3.4898069,0,74.612709,1
0,1,2.4026258,0,60.79174,1
2,1,3.0524786,1,57.729527,1
1,0,3.049732,0,57.639549,1
1,0,3.4736686,0,41.630848,1
2,1,3.1080308,0,66.442055,1
1,0,4.5114045,0,60.91045,1
1,0,3.1992724,0,63.822487,1
1,1,3.0733991,0,72.187073,1
1,0,4.0504961,1,57.936386,1
2,1,3.7586927,1,65.711319,1
1,0,3.0966213,0,51.634602,1
1,1,3.1891034,0,38.293095,1
2,0,3.8891711,0,85.945374,1
1,1,3.9277995,1,72.970177,1
1,0,3.8306389,1,87.176819,1
2,1,3.3520234,1,64.430817,1
1,0,4.5490565,1,69.139977,1
1,0,3.8315265,0,59.438366,1
2,0,3.2536628,0,50.436958,0
1,0,3.767082,0,71.037422,1
1,1,3.7368057,1,59.800228,1
1,1,3.1627426,0,69.421883,1
1,1,3.3415215,0,59.475407,1
1,0,3.2637265,1,61.696518,1
1,0,4.1646566,0,71.681099,1
1,0,2.7860899,0,43.673149,1
2,1,2.5321062,1,72.579361,1
0,0,2.9422276,0,56.78717,0
1,1,3.7465644,0,71.600128,1
2,0,3.4372821,0,74.255363,1
1,0,3.3863997,0,78.26947,1
1,1,3.2937093,1,48.679176,1
0,1,2.3669958,0,60.851734,1
2,0,3.5726187,0,41.667339,1
1,0,3.1350818,0,44.552471,1
2,0,4.2596393,0,59.896324,1
1,1,3.1874752,0,64.238625,1
1,0,3.886302,0,67.236969,1
0,1,3.1408284,0,47.214771,0
1,1,2.8491044,0,63.373669,1
0,0,2.4139321,1,56.934837,1
1,0,3.3090775,0,53.896641,1
1,1,3.0432277,0,66.159286,1
1,0,3.5619514,1,68.28157,0
1,0,3.6256444,1,66.909111,1
1,0,3.3658803,0,54.417152,1
1,0,4.4509025,0,61.689919,1
1,1,2.9955807,0,52.484531,1
2,0,3.6418095,1,56.773056,1
1,0,4.205718,1,65.729729,1
1,1,4.0421209,0,44.529224,0
0,1,2.8310831,0,67.349159,1
1,0,3.6571746,1,52.115871,1
1,0,3.8214126,1,64.651062,1
1,0,2.8186681,0,41.463551,1
1,1,3.2014074,1,75.996338,1
1,1,3.676141,0,61.610374,1
0,0,3.4061861,0,46.969837,1
2,1,3.6561377,0,62.231201,1
1,1,3.1556318,1,57.075565,1
2,0,4.6733489,1,66.470032,1
0,1,2.946918,1,64.689064,1
0,1,2.4393964,0,82.495361,1
1,0,2.1646702,0,51.146679,1
1,1,3.1503377,0,48.982437,0
2,0,4.3758101,1,84.201477,1
1,1,3.8408346,0,56.771801,1
1,0,3.596029,0,65.932739,1
2,0,4.3896666,0,61.094727,1
1,1,2.9620128,0,57.674755,1
2,1,3.821507,0,53.276798,1
1,0,3.9747186,0,41.992493,1
1,1,3.2978265,0,80.311256,0
2,0,3.1310523,0,69.526703,1
1,1,4.010488,0,58.179413,0
0,1,3.0931077,0,60.340935,1
1,0,3.5942881,0,69.454483,1
0,1,2.0323865,0,58.37122,1
1,1,3.4996173,0,70.807259,1
1,1,2.5807416,0,56.24435,1
1,0,3.6334221,0,61.320061,0
1,0,3.0541441,0,63.176823,1
1,0,4.1903281,0,66.599442,1
1,1,4.1908336,1,43.345127,0
0,1,3.1546984,1,73.614662,1
1,1,3.7239518,1,69.103027,1
2,0,3.7744298,0,47.797459,1
1,0,3.3511424,0,58.130409,1
1,1,3.9967043,0,59.483639,1
1,0,3.0894029,0,53.335388,1
1,1,4.4451027,0,53.960361,1
1,0,3.4906909,1,89.628166,1
1,1,3.3585751,0,44.4188,0
1,0,3.5228422,1,75.642288,1
1,1,3.3019087,0,63.152924,1
0,0,2.5258317,1,76.799332,1
