cnom,cbin,ccon,xbin,ucon1,ybin
1,0,3.1853797,0,64.224243,0
0,1,2.7676411,0,61.961933,1
1,1,3.2686341,0,40.88377,1
1,1,3.5026209,0,59.006409,0
0,0,2.6154573,0,53.94133,0
0,1,1.873368,0,69.232521,0
1,1,2.8651981,0,44.676846,1
1,0,3.3605745,1,61.977795,1
2,0,2.9557509,0,61.540779,1
1,1,4.4480357,1,79.457062,1
1,1,3.5574782,1,69.78141,1
0,0,3.0001118,0,54.530346,1
2,0,3.6799703,0,68.512482,1
1,1,4.4623499,1,73.337784,1
1,1,3.1403334,0,57.886486,1
1,0,3.916867,1,62.215282,1
0,0,2.0516193,0,59.06691,1
1,1,3.7678862,1,72.948738,1
1,0,3.0359447,0,73.057678,1
2,0,3.6289294,0,55.556358,1
0,0,3.8433516,0,51.462921,1
1,0,3.4352164,0,67.396255,1
1,0,3.140336,0,60.169849,1
1,1,3.5081,0,55.316837,1
1,0,4.6516542,1,71.482018,1
1,0,3.1536598,1,94.621132,1
2,0,3.2012682,0,38.295673,0
1,1,3.2803681,0,65.879753,0
2,0,3.6602201,0,58.964832,0
1,1,2.7414522,0,49.33593,0
1,0,3.2327068,0,57.847408,1
1,1,2.7266335,0,49.074501,1
0,0,2.6105895,0,77.070656,1
1,1,3.8552945,0,57.529411,1
1,0,3.36204,1,86.50927,1
1,1,3.1346972,0,43.393536,0
1,1,3.3785369,0,73.111176,1
1,1,4.2853031,0,66.98111,0
1,0,3.6601157,0,67.910156,1
1,0,3.1035802,0,60.073879,1
1,1,3.3728604,1,68.95414,1
1,0,3.8258252,0,64.066582,1
1,0,3.7121258,1,72.170738,1
1,0,3.7643268,0,59.980682,1
1,1,3.4352291,1,75.295494,1
1,0,2.4742179,0,60.665279,0
1,0,2.6165669,0,50.358723,1
0,1,2.9255924,1,66.212227,1
1,1,3.244097,0,53.732307,1
1,1,3.5463042,0,51.090755,1
0,1,2.9829462,0,58.95919,1
1,0,3.2815275,0,58.599545,1
1,1,3.4520581,0,50.417042,1
2,1,3.4806368,0,68.73423,1
1,1,4.1836243,0,44.19236,1
1,1,3.9540503,0,53.433956,1
1,0,2.8024979,0,51.015873,0
1,1,3.5812237,1,69.953903,1
1,1,2.9082444,0,64.450417,1
1,0,3.4126039,0,53.267944,0
2,0,3.6374164,1,74.158997,1
1,0,3.0551784,0,61.739155,1
1,1,3.125602,1,73.858231,1
1,1,3.7122843,0,65.970146,1
1,1,3.3967447,0,64.535873,1
2,0,3.7780917,0,58.158962,1
2,1,4.0320988,0,55.807243,1
1,0,3.3875549,0,52.213032,0
1,0,3.4951892,0,75.179108,1
1,1,3.6993339,1,62.274925,1
0,1,3.3631017,1,60.78125,1
1,0,2.6440978,0,42.732159,1
1,1,3.6629803,0,81.114479,1
0,1,2.2890851,0,50.419186,1
2,1,3.1772845,0,49.967308,0
2,0,4.4038134,0,50.54451,1
1,0,4.5708952,0,68.58123,1
2,0,3.4421251,0,74.452118,1
1,1,3.1044257,0,44.61644,0
1,0,3.7518308,0,55.555088,1
1,0,3.9769375,0,55.517662,0
1,0,3.6957836,0,71.024918,1
