cnom,cbin,ccon,xbin,ucon1,ybin
1,0,3.6777217,0,54.090893,1
0,1,2.6591387,0,62.390636,1
0,0,3.2092168,0,48.050369,0
1,0,3.6791182,1,74.282379,1
1,0,3.9170451,1,55.710121,1
1,1,3.2213185,0,58.706356,1
1,0,3.7439973,0,51.007973,1
1,1,2.6405475,0,49.499699,0
1,1,3.414927,0,69.315964,1
1,0,2.5142708,0,61.25663,0
1,0,3.453692,0,64.109474,1
1,0,3.7233417,1,71.083267,1
1,1,3.8840241,0,58.555016,1
1,0,3.591841,1,64.824486,1
0,0,4.0687313,1,58.915741,1
1,0,3.7922993,0,42.365532,1
2,0,3.3494654,0,74.309265,1
2,0,3.3355677,0,51.572758,1
1,1,2.5962296,0,61.266228,1
1,0,3.2783396,0,56.599007,0
1,0,3.6530075,0,42.372311,1
1,0,3.5322495,1,52.107826,0
1,0,3.894243,1,76.304878,1
1,0,3.2341573,0,68.539879,1
1,1,3.5343871,0,48.432312,1
2,1,3.6517556,1,50.235428,1
1,0,3.5464668,0,56.741539,1
1,1,3.7348495,0,57.446484,1
1,0,3.183944,0,63.618008,1
1,1,4.4235559,0,64.005371,1
1,0,2.9183912,0,45.433979,1
2,0,2.8542571,0,63.718849,1
0,1,2.7133207,1,60.95546,1
1,1,3.113647,0,48.694553,0
1,0,3.3478582,0,60.729275,1
1,1,3.2378728,0,69.829956,1
1,1,3.0043371,1,74.389542,1
1,0,3.5643699,1,84.687004,1
2,1,3.3803101,0,66.023628,1
1,1,3.1511834,0,72.939362,1
1,0,3.3934026,0,60.41013,1
1,1,3.6739273,0,53.510284,0
1,1,3.0541658,0,52.120617,0
1,0,3.6532578,1,67.103424,1
1,0,3.5446813,0,54.318138,1
1,1,3.3583515,0,59.318783,1
1,0,3.4411013,0,52.247665,1
1,0,2.6629033,0,62.276268,1
1,0,3.3630714,0,55.966774,1
1,0,3.4033611,0,45.630424,1
1,0,3.0589797,0,54.971199,0
1,0,3.326668,0,54.255436,1
1,0,2.6861482,0,66.924004,0
1,0,3.5674443,0,43.546825,1
0,1,2.5251346,0,55.813934,1
1,0,4.0611625,0,66.544914,1
0,1,3.5716727,0,58.048763,1
1,0,2.9589558,0,57.274406,1
0,0,3.6653507,0,69.923248,1
1,1,4.0470181,0,63.47102,1
2,1,3.4341526,0,69.851318,1
1,1,3.9059472,0,64.704483,1
0,0,3.9706972,0,73.813385,1
1,1,2.5734663,1,71.502831,0
1,0,2.9705844,0,54.603069,0
1,0,3.8227797,0,50.17997,0
0,0,2.339555,1,51.337524,1
1,0,3.123673,0,63.943611,1
2,0,3.3127606,0,46.06308,1
1,1,3.2306144,0,56.433247,1
1,1,4.2297492,0,52.111244,0
1,1,3.4999242,0,80.346565,1
1,0,3.3178475,0,43.880585,1
0,0,3.125814,0,60.484306,1
1,1,2.505868,0,41.278324,1
1,1,3.7872961,0,68.513878,1
1,0,3.9079278,0,68.911278,1
0,1,2.9738979,0,67.762199,1
1,0,3.5263181,0,55.484505,1
1,1,3.6217201,0,58.265522,1
1,0,2.9149528,0,46.307873,1
2,1,3.4410496,0,50.635738,1
1,1,3.5278149,0,69.938148,1
1,1,2.8613265,0,57.420666,0
1,0,3.0256896,0,74.080353,1
1,0,3.5927665,0,58.388229,1
1,0,3.3427844,0,59.526283,1
2,0,4.0649405,0,72.077454,1
2,1,3.0710173,0,48.800018,1
1,0,4.0428166,0,56.178589,1
1,0,3.9480295,0,79.650574,1
2,0,3.4153614,1,77.236404,1
2,0,4.1655202,0,50.7262,1
1,1,3.9152563,0,52.963795,1
1,0,2.6027272,0,61.124119,1
1,1,3.1524656,0,71.825211,1
1,1,2.9589946,0,54.713387,0
1,1,2.9199371,0,49.943901,1
1,0,2.8750281,0,78.241753,1
1,0,3.3921084,1,71.167305,1
1,1,3.1751764,0,73.306122,1
1,0,3.2929621,0,67.95079,1
1,1,3.5366297,1,88.67321,1
1,1,3.7460928,0,72.433212,1
1,1,3.7863364,0,63.229244,0
1,1,3.0655077,0,62.816666,1
1,0,3.3607657,0,68.104172,1
1,0,3.974637,1,66.854759,1
0,1,2.580992,0,56.276932,1
1,0,3.3965058,1,52.159382,1
1,0,3.5768826,0,56.318207,1
1,0,3.0436203,1,67.399399,1
