cnom,cbin,ccon,xbin,ucon1,ybin
1,0,3.8202102,0,74.139641,1
0,0,2.9274271,1,45.484932,1
1,0,2.6178651,0,57.140694,1
1,0,3.4471035,0,55.506008,0
1,0,3.3542988,0,77.59166,1
1,0,2.9774101,0,64.389313,1
1,0,3.6604497,0,62.071789,1
0,1,3.204108,0,60.677994,0
1,0,3.8554435,0,73.729851,1
1,1,3.610734,0,66.194427,1
1,1,2.5881577,1,63.426479,1
1,1,3.1450057,0,54.865631,1
1,0,3.7650015,0,57.2262,0
1,0,3.5821602,1,51.863968,1
1,0,3.9001117,0,67.042259,1
1,1,3.5947721,0,41.97065,1
2,0,3.6610618,0,50.67664,1
1,0,3.707227,0,51.104885,1
1,0,2.7442374,0,41.879551,1
1,1,3.4089401,1,61.944164,1
1,1,3.1905689,0,56.379459,0
1,1,3.7344594,0,67.842422,1
1,1,3.0279839,0,57.752533,1
1,1,4.0443463,0,45.003357,0
1,1,2.7565632,0,58.561031,1
1,0,4.3350487,0,62.454605,1
1,0,2.9222,0,55.000381,0
1,1,3.8043115,0,60.599434,1
0,0,3.3128123,1,71.644173,1
1,1,3.0241261,0,73.030823,1
1,1,3.3427751,1,64.651527,1
1,0,3.6890559,1,66.350502,1
1,0,3.0092404,0,59.567387,1
0,0,2.1944742,0,70.992371,1
0,1,3.1088839,0,62.439339,0
1,1,2.9508507,1,59.849781,0
1,0,3.438941,0,52.78915,0
1,1,3.4275398,0,81.799583,1
1,1,3.4104993,1,78.23175,1
0,1,2.1080632,0,51.095806,1
1,0,3.9480581,0,69.377853,1
1,0,3.7703958,0,50.511883,1
1,0,4.4446459,0,66.813469,0
1,0,3.1557775,0,63.277637,1
1,1,3.8495276,1,62.330196,1
1,0,3.2786295,0,52.474358,1
2,1,3.0422535,0,59.289371,1
1,1,2.5617726,0,46.570599,1
1,1,2.9052789,0,55.875065,1
0,0,2.5864091,0,56.439674,1
1,1,3.3147328,0,54.252262,1
1,1,3.874193,0,67.82209,1
2,0,3.2444289,0,42.508804,1
0,1,2.9088211,0,65.27639,1
2,0,4.1378646,1,76.392197,1
1,0,2.9054093,0,75.560272,1
0,0,2.6965194,0,52.652485,0
0,0,2.8380594,1,71.580612,1
1,0,3.4466538,0,59.798801,0
0,1,3.6235673,0,63.995625,1
1,1,3.2977326,0,59.061825,0
2,0,3.2837477,1,68.929352,0
1,0,3.8487144,1,57.253178,1
1,1,3.3224328,0,54.867668,0
1,0,4.4544382,0,56.293037,1
1,0,3.5592921,0,74.153893,1
1,1,3.8711135,0,73.389297,1
1,1,3.379967,1,68.436295,1
1,0,3.5469124,0,56.599758,1
1,0,3.6020734,0,72.939606,1
1,1,2.7969255,0,68.408867,1
1,0,3.1688147,0,62.941589,1
1,1,2.9293828,0,62.149883,1
0,1,2.4766824,0,66.131348,1
0,1,2.7381129,0,53.501465,1
1,1,2.9429586,0,53.170609,1
1,0,2.8884106,0,68.058548,1
2,1,3.2292962,0,38.60664,0
1,1,3.3667367,0,66.165024,1
1,0,3.7182937,0,54.968655,1
0,0,3.0688901,0,62.639469,1
1,1,3.4616039,0,73.282959,1
2,0,3.1270502,0,64.464424,1
1,0,4.6893625,0,55.119614,1
0,1,2.5220578,0,50.641376,0
0,0,3.3790648,1,78.604202,1
1,1,3.2916102,0,67.070236,0
1,1,2.6324365,0,66.970665,1
1,0,4.0137444,0,64.186142,1
1,1,3.7664568,1,65.529663,1
1,1,2.8779006,0,65.754234,0
1,1,3.3997149,0,63.602707,0
0,1,2.4323833,0,47.423988,1
1,1,3.1660025,0,59.716042,1
1,0,3.6007702,1,48.66766,1
1,0,2.9921265,0,44.178516,1
1,0,3.0492368,0,58.737679,1
1,1,3.8699787,0,66.378433,1
1,0,2.76653,0,34.719334,0
0,0,2.710907,0,50.004684,1
1,1,3.5366025,1,76.115959,1
1,0,4.0344238,0,68.840569,1
1,0,3.6908276,0,67.088615,1
1,0,4.4304571,1,78.030655,1
1,0,3.6092331,0,59.73502,0
1,0,4.2196732,0,57.913235,0
2,0,3.8460832,0,65.484528,0
2,0,3.5320022,0,58.541847,1
1,0,3.8102281,0,67.36628,1
1,0,3.9258964,0,53.278461,1
2,1,3.1109369,0,49.558346,1
1,0,3.1243553,0,68.756599,1
1,0,3.698396,1,58.780411,1
1,0,3.479794,1,53.443157,0
0,1,2.488251,0,49.010643,0
1,1,3.1496964,0,60.737774,1
2,0,2.7836285,0,65.522781,1
2,0,3.8682041,0,55.082985,1
1,1,3.6744001,1,75.55616,1
1,1,4.0822258,0,59.622486,1
2,1,3.5522618,0,57.709011,0
1,1,2.9913962,0,54.926506,1
1,1,3.1302464,1,73.869621,1
1,0,3.1581163,1,68.097443,0
1,0,2.9162278,0,70.031708,1
2,1,3.5407586,0,62.880779,1
0,1,4.0339122,0,59.126938,1
1,0,3.7073803,0,63.580116,1
2,0,2.8487275,0,53.765186,1
2,0,4.0617099,0,49.731014,1
1,0,3.5359397,0,53.463078,0
1,0,4.231133,1,61.001266,1
2,0,3.9257758,0,53.898365,1
1,0,3.4086697,0,67.084099,1
1,0,3.8201945,0,52.310013,1
1,1,2.8290982,0,58.44521,1
0,1,3.375185,0,58.870483,1
0,0,3.2494528,1,85.519173,1
2,1,3.5030756,1,67.114769,1
0,1,2.8509843,0,51.202217,1
1,0,3.2708349,0,55.057812,1
1,1,3.0441961,0,51.598648,0
1,0,3.921118,1,59.206615,1
0,0,3.0311437,1,53.385674,1
1,1,3.4726248,0,58.907074,0
1,0,3.9747949,0,55.615471,1
0,1,2.4883366,0,56.966007,1
2,1,3.8749435,1,81.912796,1
1,0,3.2090662,0,55.723801,1
1,0,2.9635904,0,78.694855,1
1,1,2.9930527,0,64.226387,0
1,1,3.3505054,0,73.201447,1
1,0,3.8224483,1,77.003105,1
1,0,4.8008199,0,55.238018,1
1,1,3.3794353,0,59.033344,1
1,0,3.415834,0,69.704353,1
0,0,2.3936944,0,73.138245,1
1,1,3.5074666,1,68.075264,1
1,0,3.538893,0,63.603832,1
1,1,3.4300902,0,41.572906,0
1,1,2.6342082,0,60.137825,1
1,0,3.7904775,0,55.064251,0
1,1,3.7411175,0,55.308369,0
2,1,3.8773086,0,59.466732,1
1,0,3.5200889,0,57.684174,0
1,1,2.9486685,0,57.529591,0
1,0,4.1494861,0,43.619362,1
1,0,4.3531699,0,53.103909,1
1,0,3.469842,0,72.846626,1
1,0,2.7542951,1,46.830273,0
1,1,2.9512098,0,48.353313,1
1,1,3.6743014,0,56.646088,1
2,1,3.8056724,0,61.773823,1
1,1,2.9515028,0,53.733219,1
0,1,2.592792,0,37.539585,1
1,0,3.4102063,0,69.448502,1
1,1,2.8590603,0,67.117073,1
2,1,3.9084938,1,80.148026,1
1,1,3.574374,0,58.226563,1
2,0,3.8727651,0,74.676392,1
1,1,2.5510697,1,62.486759,1
1,0,3.6310809,1,74.408607,1
1,1,2.836509,1,60.712921,1
0,1,2.593631,0,74.554062,1
2,1,3.1623843,0,64.817062,0
2,0,3.741806,1,70.752777,1
1,0,3.6841812,1,74.223351,1
1,0,3.9594722,0,64.779343,1
1,1,2.7141752,0,57.859791,1
1,0,3.5020423,0,76.281136,1
1,0,3.1612484,0,75.87291,1
1,0,3.0357769,0,59.505112,1
1,1,3.4314971,1,52.352184,1
1,1,3.8234863,0,38.954224,1
1,0,4.1934571,0,66.730476,1
1,1,3.8882563,1,69.103058,1
1,0,3.6857877,1,75.707848,1
1,1,4.2871909,0,64.1558,1
1,0,3.7002287,0,69.723099,0
1,1,3.4513805,0,70.204819,1
1,0,3.3843849,0,64.880836,1
1,1,3.5173001,0,58.092003,1
0,1,3.6602604,1,62.346695,1
1,1,3.7308123,0,49.490574,1
1,1,3.4702871,1,50.450775,0
1,1,3.3459036,1,61.050495,0
1,1,3.4359932,0,62.125183,1
1,0,3.2042339,0,57.935616,1
2,0,3.7050509,0,67.617477,0
1,1,4.2278605,0,58.879421,1
1,0,3.603941,0,58.790257,1
2,0,3.5994148,0,45.241417,0
1,0,3.3133864,0,70.726501,1
1,0,3.7755165,0,50.688717,0
1,0,3.4440773,0,52.336369,0
1,1,3.1313026,0,49.838604,0
1,0,3.077348,0,65.015076,0
0,1,2.0001376,0,54.676861,1
1,1,3.2712722,0,51.958782,1
2,0,3.2934551,0,59.050907,1
1,0,4.3516936,0,80.552208,1
1,1,3.3680017,0,58.985817,1
1,0,3.111346,0,53.366013,1
1,0,3.0680552,0,68.807182,1
1,1,3.2052646,0,48.33667,1
0,0,3.4253438,0,44.689281,1
1,0,4.0201354,0,60.376728,1
0,0,3.1988933,0,62.189983,1
2,0,3.8691857,1,69.988007,1
0,0,2.9610155,0,62.071812,1
1,0,3.7112868,0,73.322296,1
0,1,3.441714,0,51.624752,1
1,0,3.475771,0,72.576477,1
1,0,3.4014308,0,46.631226,1
1,1,3.6124427,0,50.035774,1
1,0,4.1634188,0,59.602314,1
1,1,2.8783054,0,75.54454,1
0,1,3.1679883,0,55.249138,0
1,0,4.4166861,1,61.771557,1
1,1,2.5148447,0,36.842342,1
0,1,3.0143166,0,59.563236,1
1,1,2.8688991,0,61.715107,1
1,0,2.8618705,1,64.93576,0
1,0,3.8454518,0,51.808395,1
0,1,2.572746,0,72.829498,1
1,0,2.8716934,0,49.77718,1
2,1,3.3529985,0,55.335117,1
1,0,3.3471453,0,58.801907,0
0,0,1.7586502,0,49.480125,1
1,0,3.1952913,1,69.91465,1
1,0,3.4097345,0,52.829559,0
2,0,3.1957619,0,69.40406,1
1,0,3.0148451,0,42.698212,0
1,1,3.1667144,0,54.742767,1
1,0,3.4446769,0,65.345108,1
1,0,3.8972714,1,66.17588,0
1,0,3.739723,0,82.35321,1
1,1,3.5505939,0,50.564682,1
1,1,3.523119,0,51.658222,0
1,0,2.8316858,0,64.322838,1
1,1,3.2086947,0,44.520771,1
0,0,3.3273919,0,71.016045,1
1,0,3.8413389,0,69.643951,1
1,0,3.1340659,0,67.112244,1
1,1,3.0126028,1,81.061653,0
1,0,4.5010839,0,79.507767,1
1,1,3.9262273,0,45.227852,0
1,0,3.5934081,0,58.991653,1
1,1,2.9650197,0,55.806648,0
1,1,3.2230837,0,59.228401,1
2,1,2.9683881,0,61.394314,1
2,1,3.7814467,0,85.672775,1
2,0,3.2129962,0,41.599113,1
1,0,3.5783968,0,44.741375,1
1,1,3.1134019,1,74.943573,1
1,0,3.0056667,0,60.548847,1
1,1,2.6099637,0,53.867512,1
1,0,3.3227708,0,74.391258,1
1,0,3.7971673,0,52.800285,1
1,0,3.4705038,1,74.902832,0
1,0,3.440299,0,59.021175,1
1,0,3.163161,0,46.380539,1
1,0,3.9161179,0,56.150963,1
1,1,2.9341865,0,40.862755,1
1,1,2.9285913,0,58.995293,1
1,0,3.8489137,0,46.615433,1
1,1,3.5674403,1,56.337593,1
1,0,3.7898264,0,62.900749,1
0,1,2.9143779,0,52.228901,0
2,0,3.2817106,0,49.752422,0
1,1,3.3518598,0,60.773506,1
2,0,3.6578157,0,74.753311,1
1,0,2.8506134,0,49.127937,0
1,0,3.0829184,0,57.182941,1
1,0,3.0743725,0,45.116463,1
2,1,3.7032821,0,56.454575,0
1,0,3.7792897,0,46.345245,1
1,1,3.3436248,0,52.307159,1
2,0,3.753186,0,67.606224,1
1,1,3.0302029,0,57.527565,1
1,1,4.0222082,1,80.782066,1
1,0,3.4418314,0,49.623158,1
1,0,3.2758069,0,46.205101,0
1,0,3.3987188,0,68.719437,1
1,1,3.6939523,0,57.877563,1
2,0,3.9636586,0,76.137245,1
1,1,3.0817559,0,56.860317,1
1,0,3.5810866,0,54.342178,1
1,1,3.4792283,0,61.692421,0
0,0,2.441273,1,70.804558,1
0,1,3.8609445,0,57.056145,1
1,0,3.0649791,0,54.802002,1
1,0,3.3129129,1,85.490318,1
1,1,2.4940956,1,54.146214,0
1,1,3.4360909,0,76.977684,1
2,0,4.3077149,1,55.664398,1
1,0,3.7072511,1,67.337357,1
1,1,2.9083023,1,69.693001,1
1,0,2.9956646,1,57.510277,1
1,0,3.4456782,0,64.059593,1
1,0,3.975785,0,67.992569,1
1,1,3.6841652,0,81.148163,1
1,1,3.8862598,1,65.060112,0
1,0,3.8236041,1,85.830971,1
0,1,2.8190799,0,49.457298,0
1,1,3.5897038,0,61.698563,1
2,0,2.8840802,0,52.537697,1
1,1,2.9830821,0,57.747925,1
1,1,3.3865161,0,63.777733,1
1,1,3.5886788,0,47.237576,0
2,0,3.2779663,0,62.389824,1
1,1,3.1709516,0,72.577042,1
1,0,3.1884799,0,80.972298,1
1,1,3.5577254,0,49.768604,0
1,1,3.5350308,1,61.400997,1
2,1,3.3710804,0,47.166775,1
1,1,3.4660814,0,58.53896,0
2,0,3.8912928,0,68.099831,1
1,0,3.7960942,0,57.355537,1
1,1,3.1778848,1,70.585716,1
1,0,3.9004271,0,60.200115,0
1,0,3.1603549,0,62.787739,1
0,0,3.1310115,1,66.683113,1
0,1,3.4412451,0,74.147697,1
1,0,3.9765615,0,62.45747,1
0,0,3.2436302,0,50.483841,1
1,1,3.2142637,0,81.176376,1
0,0,2.6087368,0,77.51606,1
1,1,3.5827432,0,64.134972,1
0,1,2.4238713,0,69.584831,1
1,0,3.6026421,0,61.911072,1
1,1,3.8897216,0,56.363186,1
1,0,3.2724142,0,73.608307,1
1,1,3.1748357,0,68.295235,1
2,1,2.7920756,0,58.605225,1
1,0,2.8341103,0,58.839756,0
1,1,3.9708774,0,48.409721,0
1,0,2.6223311,0,69.148705,1
1,1,4.3015447,1,73.879829,1
0,0,3.5246174,1,65.291954,1
0,1,2.6231964,0,62.996536,1
1,0,3.9039714,0,56.213272,1
1,0,2.8000407,0,52.672955,1
1,0,3.5299227,0,41.527905,1
1,1,3.8902631,0,54.027176,0
1,0,3.3682528,0,41.763813,1
0,0,3.3370149,0,74.78553,1
1,0,4.0303631,0,58.991043,1
1,1,3.4920089,1,67.604347,1
1,0,3.8717425,0,48.977257,1
1,0,3.8408644,0,40.528465,0
1,1,2.7485695,0,55.776207,0
1,0,3.521698,1,53.849232,0
1,0,3.3718805,0,41.533703,1
2,0,3.3161058,0,92.634117,1
1,0,2.7237506,0,56.642689,1
1,1,3.1530297,0,54.981014,0
1,0,3.272855,0,68.703514,1
1,1,3.1840014,0,33.412884,1
2,0,2.7891753,0,55.783665,1
1,0,3.3968213,0,63.02034,1
1,1,3.0881815,1,57.901608,0
1,0,3.2329035,0,64.228691,1
1,0,3.529228,0,65.825844,0
1,1,3.9773159,0,47.733196,1
1,0,3.2728267,0,57.394688,1
0,1,2.7952735,0,52.32513,0
0,0,2.5837529,0,60.407696,1
2,0,3.894948,1,77.404922,1
1,1,3.5093725,1,59.821922,1
1,1,3.6920047,0,71.621307,1
1,0,3.2301145,0,68.168228,1
0,0,3.8222747,0,45.873077,1
1,0,3.0723288,0,49.404812,1
1,1,3.4286215,0,54.812393,1
1,0,3.9854171,0,60.922283,1
1,1,2.7939308,0,62.542923,1
1,1,3.3266203,0,69.07666,0
1,1,4.0232182,1,81.7239,1
1,1,3.7841156,0,45.848095,0
1,1,3.4973407,0,66.658302,1
1,1,3.1127324,1,70.868889,1
2,1,2.9257045,0,58.848934,1
1,0,3.7400718,0,68.867142,1
1,0,3.6365633,0,67.125229,1
1,0,3.8047047,0,46.928383,1
1,0,3.8929257,0,53.008087,0
1,0,3.1463759,0,62.382095,0
2,0,3.472717,0,65.624001,0
1,0,4.3713155,0,64.857445,0
2,0,3.3819826,0,63.758141,1
2,1,3.1990092,0,61.883537,0
1,1,4.4508386,1,67.05867,1
1,1,3.2849011,1,63.342091,0
1,1,3.8283746,0,60.422112,1
1,0,4.0537906,0,64.028709,1
1,0,3.3182518,0,63.901222,1
2,1,3.512809,0,64.761261,1
1,0,4.0245461,0,69.897034,1
1,0,4.714313,1,56.963844,1
0,0,3.312748,1,70.418015,1
1,0,3.5334814,0,57.77243,1
1,0,2.9111733,0,52.87077,0
2,0,4.3291426,0,51.127956,0
1,0,3.092948,0,71.339386,1
1,0,2.8954012,0,72.145683,1
0,1,2.8965428,0,52.692368,1
1,0,2.9467237,0,56.922821,1
2,1,2.0126889,0,44.776016,1
1,0,3.8086879,0,71.304428,1
1,0,3.5007124,1,77.358681,1
1,1,3.3814237,0,78.197296,1
1,0,3.2437165,0,75.53965,1
1,0,3.2461038,0,58.583088,1
1,0,3.763762,0,64.07235,1
1,1,2.683285,0,41.398964,1
1,1,3.3749614,0,57.648872,1
1,0,2.876476,0,59.617691,1
1,0,2.9223971,1,70.191551,0
0,0,3.5684853,0,80.452667,1
1,0,3.7366076,1,80.17952,1
0,0,2.1393633,0,47.229916,0
0,0,4.0523081,1,81.067657,1
1,0,3.6144845,0,57.473759,1
1,1,3.7931421,0,70.481644,1
1,0,3.1246963,0,75.494659,1
1,0,4.0285916,0,83.61116,1
2,1,3.5783024,0,56.396347,1
1,0,3.4364831,0,63.083256,1
2,0,3.5451419,0,60.31234,1
2,0,3.19719,0,51.730003,1
1,1,3.6811349,0,63.030777,1
1,1,3.0862677,0,58.882469,1
1,0,2.7190559,0,58.607513,1
2,1,4.7366362,0,50.531597,0
1,1,2.8577161,1,73.490036,1
2,0,3.4811962,0,75.760223,1
1,1,2.8772755,0,63.761169,1
1,1,3.8011808,1,66.336128,1
1,0,3.1186602,0,53.281593,1
2,0,2.2856836,0,55.545013,1
1,1,3.7067282,0,55.059891,0
0,1,3.5930438,1,73.361389,1
1,0,4.6344924,1,56.68195,1
0,1,3.7243476,0,69.292709,1
1,0,3.6191084,0,59.51202,0
0,1,2.5369785,0,53.950859,1
1,0,3.0836675,0,45.150368,1
0,1,2.4226084,0,67.157845,1
1,0,4.0953631,1,55.324036,0
2,0,3.9079361,0,66.899559,1
0,0,3.3899243,0,62.7024,1
1,0,4.3607607,1,79.55381,1
2,1,3.2071393,0,54.32407,1
1,1,2.8335428,0,72.10778,1
1,0,3.1491122,0,59.292809,1
0,1,3.2237737,0,72.945412,1
2,1,3.0564167,0,53.99118,1
1,1,4.1105824,0,52.566414,1
1,0,4.1052237,1,72.198837,1
1,1,2.7352993,0,82.633194,0
1,0,3.8081422,0,57.809334,1
1,0,4.0510092,0,59.242149,1
1,1,2.9016671,0,62.595612,0
1,1,3.2542505,0,69.574562,1
0,1,2.7743492,0,56.80566,1
1,1,3.2536409,0,66.162827,0
1,0,3.4125535,1,69.052986,1
1,0,3.6400971,0,56.92382,1
1,0,4.4143581,1,76.6035,1
1,0,2.6207218,0,67.739548,1
0,0,2.8076153,0,48.125004,1
1,0,3.6768346,0,59.857609,1
1,1,4.400836,1,80.313507,1
1,0,4.0481644,0,69.682983,1
2,0,3.4824443,0,55.461143,1
1,0,3.2685058,0,69.753014,1
1,0,4.4515743,1,67.920586,1
1,1,3.240973,0,56.837639,1
1,1,2.99266,0,51.170185,0
0,1,3.2340646,0,86.981079,1
1,0,3.8821824,0,62.406136,1
0,1,2.9130845,0,55.648037,1
1,0,4.1461225,0,55.040268,1
1,0,3.4706938,1,81.024399,1
1,1,3.1188161,0,43.261574,0
1,1,3.121567,0,73.634125,1
1,0,3.8191216,0,58.415001,1
1,0,3.8256488,0,60.536392,0
1,0,3.3921423,0,70.640564,1
2,1,3.214139,0,48.507984,1
1,1,3.9667792,0,78.440048,1
1,0,3.7586596,0,69.702095,1
2,0,3.0910633,0,62.507164,1
1,0,4.1835494,0,62.259453,0
1,1,3.4729729,1,69.510849,1
1,1,4.0259204,0,68.975052,0
1,1,3.901859,0,71.249016,0
1,1,4.050561,0,51.399567,1
1,0,3.3159914,0,55.13015,1
1,1,2.5896046,0,68.185356,1
1,1,3.5129986,1,71.615479,1
0,1,2.4646666,0,51.884968,1
1,0,4.1810088,0,44.883873,0
1,0,2.8181171,0,56.231861,1
0,1,3.04403,1,79.939217,1
1,0,2.8247726,0,58.361828,1
1,0,3.9992797,0,75.273232,1
1,0,4.2404575,1,71.362831,1
1,1,3.4420099,0,52.323868,0
1,0,3.4093459,0,48.890221,0
2,0,3.2321825,0,74.51683,1
1,1,4.1289229,0,63.110085,1
1,1,3.6253741,0,85.325691,1
1,0,3.2358308,0,63.611557,1
1,0,3.2227883,0,45.732147,0
2,0,3.7779996,0,54.211922,1
1,1,3.936568,0,64.041618,0
1,0,3.2710381,0,44.171089,0
0,1,3.6454875,1,91.228966,1
1,0,3.6778841,1,73.077332,1
1,1,3.6018627,0,62.397865,1
1,1,4.3074937,0,62.49535,0
1,0,3.2168376,0,45.793365,1
