cnom,cbin,ccon,xcon,ucon,y_t,y_d
4,0,-3.6884344,-.21895324,60.113506,4.5632372,1
2,1,2.8796165,-.022271132,61.082661,8.4695778,1
4,0,-10.922659,.19940571,67.493416,.91023654,1
3,1,-6.517271,.30192882,54.815357,3.2852783,0
1,0,.58656847,.064060703,52.5881,7.0296969,1
3,1,4.8474703,-.14730403,67.906143,3.4172363,0
1,1,-5.0693669,-.5465731,59.625042,.51196289,0
2,0,3.8151338,-.40508878,72.037949,4.4295158,1
3,0,-3.7657497,.060668334,62.906033,6.4916992,0
1,0,-4.8555641,.34993622,47.451111,2.7348633,0
2,0,-1.4169008,.38839629,63.688915,2.9067383,0
1,0,1.7757816,-.023167973,64.828331,1.2880859,0
1,0,-9.3641319,-.42175737,66.46418,2.0023382,1
3,0,9.3891058,-.13521144,61.108536,7.1864014,0
1,0,-.31820956,-.85354644,62.200367,.63772589,1
4,0,9.1950817,-.52658176,53.638565,9.3031006,0
3,1,.050587639,.66127175,33.485191,1.755127,0
3,1,-2.2766786,.43512812,59.423794,2.7877679,1
2,0,.14239226,-.71783906,87.352501,1.3037109,0
2,0,-3.925549,-.19910367,62.002686,2.5631104,0
3,0,2.9987738,.16890779,64.955276,11.243652,0
2,0,7.0200291,.055631019,52.442047,9.2575684,0
2,0,-10.246613,-.55843222,75.088089,.47132868,1
3,0,-7.9030066,-.10529161,47.114716,7.8387437,1
4,0,3.9303293,-.028699813,38.364105,2.1833496,0
1,0,-1.0627061,-.83955485,57.940407,4.5322599,1
1,0,-1.4692422,-.21783346,48.660545,1.0222974,1
1,0,-6.611701,-.4084239,75.407867,1.4716033,1
4,1,.37797475,.60756922,39.96978,4.6409411,1
2,0,-5.9181523,-.26119128,41.231155,8.4486647,1
2,0,1.4140228,-.67781353,62.848282,1.6224957,1
3,0,4.4315038,.12062396,41.844013,3.9931586,1
2,0,-6.8313394,.18550067,54.600002,6.0403152,1
1,0,2.5688789,.02557376,46.922596,5.2550049,0
1,1,-5.6013832,1.0235035,47.377487,.63135177,1
4,0,-5.7200098,-.18191142,59.474472,4.9642563,1
3,0,2.8126578,.12592497,40.219963,11.251099,0
3,0,-5.313518,-.59102976,57.839607,2.3356853,1
3,0,-.46647143,-.080571033,63.082104,1.0462366,1
2,0,1.4317117,-.19616675,58.572506,10.527832,0
3,0,4.2855773,-.25777555,65.310562,5.4063721,0
3,1,1.7476622,.79842764,77.791885,2.6244423,1
4,1,-7.5645938,1.1544554,47.454571,2.7631836,0
4,1,2.2593238,-.11424126,53.895733,5.966763,1
2,0,-7.2693596,-.084301636,58.505035,9.1203613,0
1,0,6.9684539,-.29420045,56.761219,.0079345703,0
4,0,-1.1876917,-.37978432,58.026047,.32836914,0
1,1,-2.1310303,.13988636,62.487011,2.4159408,1
2,0,1.6030042,-.17304087,45.052917,1.7219238,0
1,0,-1.1338966,-.032341063,63.93824,1.7592773,0
1,0,5.2675929,-.88350189,60.135246,5.4071875,1
4,1,-2.763293,1.028713,58.582771,1.7889593,1
4,0,.48022521,.42488477,54.734409,9.2150879,0
3,0,-9.9149923,.18158299,61.379936,2.8735907,1
1,0,1.2113514,-.097749032,56.422779,5.6368771,1
4,0,12.222024,-.48395911,67.908875,11.27771,0
3,0,.44825122,.13789216,38.125439,3.7806473,1
2,0,-.34304503,-.41856739,55.525154,.36572266,0
4,1,9.7867641,.53454554,30.736641,4.1170654,0
4,1,-4.1134882,-.27629793,51.247704,2.0947266,0
4,0,2.7479606,.097817928,45.216576,2.5933838,0
2,1,5.0811024,-.16875227,56.121735,8.989624,0
1,0,-2.5697627,-.045978133,52.774906,.59338379,0
2,0,-7.0213084,-.04790841,54.091633,3.1451416,0
1,0,-1.3967134,.0017894697,62.74305,.31237793,0
3,0,.27731594,-1.1319735,54.919491,5.2924805,0
1,0,10.132777,-.34640193,58.859238,3.376709,0
2,1,-6.334713,.71221751,70.79187,5.294384,1
3,1,8.6923885,.277336,45.653229,5.3708296,1
1,0,-7.221314,-.31555539,56.507378,.82595611,1
2,0,-4.3788395,-.368058,55.159302,2.4969308,1
4,0,-3.00753,-.22667348,66.109314,6.9156494,0
1,1,1.5291958,.75323278,36.109871,6.6564832,1
3,0,3.9805043,-.012192911,48.998886,3.5855279,1
2,0,-2.1336081,.11986556,58.117786,3.5474577,1
3,0,-2.3372364,-.57463044,54.109165,4.4789834,1
4,0,-3.3162229,-.11760645,51.120293,2.9831543,0
1,0,3.74211,-.1201116,64.777229,.91146743,1
3,0,-3.5040145,.31985822,56.243328,1.8685303,0
4,0,-1.4890712,.63123405,41.167316,1.451352,1
2,0,-.62454242,-.82116312,49.095299,.67041016,0
1,0,7.0940433,-.30925995,66.30468,3.8122559,0
1,0,-3.8617661,-.66111785,62.589973,4.1357422,0
2,0,-.83310926,-.24955189,45.382763,6.6799746,1
3,0,-9.3623085,.12414476,73.16198,1.8502197,0
2,0,-4.7805943,.043303307,65.377998,7.4483023,1
1,1,1.4380738,-.029757742,42.561974,5.9875488,0
2,0,-6.7221923,.085368454,63.429276,7.0861816,0
4,0,6.4231925,.073628604,55.562599,6.645752,0
2,1,1.7381119,-.25907961,59.431477,.3001709,0
4,0,-.82856566,-.048787203,65.020355,6.748415,1
3,0,6.6311774,-.25641415,71.414719,1.9827447,1
4,0,-1.6335419,-.29829547,59.383709,1.6101617,1
4,0,.97754824,.040494878,63.425278,1.4707031,0
4,0,6.1949248,-.20800199,51.554237,8.9608078,1
3,0,-.18350223,.43664336,32.607117,9.2056456,1
3,1,-5.6262364,.49619329,58.818138,2.3874512,0
3,1,1.5120664,.80662751,62.631535,4.822876,0
1,0,.87860364,-.17497523,45.949959,5.9400539,1
4,1,1.4554036,.1312288,58.702843,1.9059296,1
4,0,-4.9195113,-.027113819,63.272224,3.6033936,0
2,0,-2.673713,.1722336,51.65863,9.2339525,1
2,0,2.6067891,.075348295,55.421314,.93880707,1
1,1,2.0145111,.49291301,54.811588,1.1380615,0
1,0,-6.7886147,.50115192,63.528023,.90515137,0
4,0,2.4793878,.68852389,50.796967,1.724826,1
1,0,3.7047286,-.84743172,79.830551,.89569765,1
2,0,-6.8767614,-.91260684,76.591019,1.2030888,1
2,0,2.4257832,.52957988,54.46627,3.249651,1
