cnom,cbin,ccon,xcon,ucon,y_t,y_d
1,0,6.5077643,.17687759,57.627922,.78851891,1
3,0,6.4359913,-.18560375,43.313816,5.833252,0
2,1,-5.2515345,-.37553006,55.233219,.03515625,0
1,0,6.6395612,-.50821948,45.099224,5.8792725,0
4,0,8.4880657,-.52138585,61.010735,6.3513832,1
3,0,2.3688779,-.29236513,61.276962,1.5796835,1
4,0,11.693449,-.19119924,60.691616,7.2190709,1
4,1,.80325311,-.035406161,50.41317,1.9726563,0
3,1,-2.2742922,.18307033,60.677742,6.4896417,1
1,0,-1.7964364,-.73723173,82.122902,6.7489243,1
4,0,.73294902,.44732121,47.749146,1.5874001,1
4,1,-12.326212,.48829845,35.124237,3.0083873,1
2,0,2.2869854,-.49833193,63.353077,9.0340233,1
4,0,9.1153336,.30197895,49.254017,5.4315186,0
2,0,-2.9316473,-.23207778,66.049126,6.4029384,1
3,0,4.5287471,-.50030214,46.548256,5.9626465,0
3,1,-1.664674,.17735067,50.053123,8.0233154,0
2,0,4.1611934,-.1998288,64.692017,7.3880639,1
2,0,4.3954649,-.023359155,46.509041,6.0231605,1
3,0,-7.2121425,-.20419236,57.712669,10.597357,1
1,0,.020425621,-.33482736,44.555664,4.0899658,0
3,1,-3.0178845,.46956092,38.923031,2.0327413,1
1,0,-2.9814427,-.39855167,42.799477,.48400879,0
3,0,-8.411087,.28850341,60.093658,1.856972,1
2,0,-5.7924833,.7737239,45.246826,10.481079,0
1,0,-5.4233646,.1720908,60.573265,.31774902,0
3,0,.47196481,-.623923,37.826981,2.2709961,0
2,0,-1.9896429,.35962549,42.910755,4.623291,0
4,0,4.2761874,.49015003,52.885628,3.9582946,1
1,0,1.05021,.34129146,44.996658,7.913208,0
2,0,5.6791644,.38444355,41.325573,2.6118894,1
2,0,5.7438469,-.11907571,53.584423,4.0427003,1
4,0,3.7341282,.0063885916,57.5648,1.8131804,1
3,1,-3.357038,.403835,46.238762,5.4249701,1
3,0,-.59294909,-.2724354,65.664864,2.655091,1
2,1,6.693779,.57199949,64.769691,.64047289,1
2,1,-.4449296,.19673473,65.382965,4.6674542,1
4,0,3.5920084,-.32773098,60.531841,6.0743408,0
1,0,-10.621955,.28033575,63.669441,.44104004,0
4,0,1.1685289,-.0015158491,45.939968,4.2385254,0
2,0,5.3979945,.27418467,37.096661,4.7503719,1
4,0,-2.0394938,.19714062,64.96759,1.7536918,1
3,1,13.4698,-.033161756,53.366802,4.5153999,1
3,0,4.961556,.66567665,30.505131,6.6462402,0
1,0,-2.3452101,-.33379424,54.411091,6.8140569,1
2,0,1.3402243,1.3310754,56.91629,5.2152381,1
3,0,-1.5215952,.28322545,58.099747,2.208252,0
4,0,-.96504188,.54845399,63.039631,6.8792725,0
2,1,1.2375355,.36453074,66.113007,1.6263185,1
4,0,-2.2450547,-.15278889,46.499832,1.5377197,0
2,0,-8.5694885,.576204,42.720997,1.8706248,1
2,0,-2.7444975,-.6977905,65.229034,3.0451906,1
3,0,-1.5928609,.31158844,51.726536,.57067871,0
4,0,-7.771143,-.19226845,88.363396,.50345051,1
1,0,5.0019307,-.15301155,38.620132,5.8458252,0
4,0,-12.791732,-.61461174,54.29277,1.9173652,1
4,0,11.841043,.11417727,26.555237,3.4101563,0
4,0,15.847699,.24075218,40.33707,2.0856934,0
1,0,1.5143697,.14688863,70.355362,1.8185515,1
2,1,10.609495,.52581292,47.322578,1.8062733,1
4,0,1.0195436,-.23723848,40.043407,4.4894614,1
4,0,2.8818414,-.53531873,54.031551,2.7570801,0
2,0,-10.733139,.33545306,67.923134,2.7595,1
1,0,-1.1549429,-.51896071,70.28215,3.1670971,1
1,0,-3.4211278,.75889492,56.798378,2.951416,0
3,1,-5.0717082,.62557328,62.049427,4.1103759,1
2,0,6.6149335,-.2311004,57.068645,7.6339927,1
3,0,2.7093689,-.40127519,52.52179,8.237915,0
1,0,-12.194448,-.18519965,65.570061,1.8230509,1
3,1,-6.995801,.66112608,52.37899,1.6247455,1
4,0,2.2528031,-.21026811,50.71603,4.3659668,0
4,0,1.6917882,.27417642,58.413254,3.7834473,0
2,0,1.6382796,-.1064975,77.255173,3.7769315,1
1,0,3.8879676,.06735988,63.56818,1.7755361,1
1,0,-12.434259,.3584941,62.431232,4.0631227,1
3,0,-2.0570199,.49467611,47.795086,6.5149622,1
4,0,-.34011883,-.0046299426,68.028183,.62550926,1
3,0,-.31002134,.23569331,61.515587,2.8925419,1
4,0,-.62900245,-.070243835,53.683941,10.889038,0
1,0,-1.8418685,-.19784756,65.647408,.69189453,0
3,0,-1.3800309,.91491717,42.763523,.66323513,1
4,0,-5.214644,.15564793,70.67524,1.9629207,1
2,0,2.1090128,.34939975,55.771011,8.6522217,0
2,0,-13.189983,.085678659,53.40818,5.0500345,1
2,0,-7.304811,-.19982472,54.228405,9.5977783,0
4,0,-5.846889,-.22265837,53.525589,6.9688721,0
3,0,-.10627286,-.64593518,55.306973,.75647956,1
3,0,7.5208917,.016355677,48.406475,2.3468077,1
2,0,7.6534886,.28043291,44.2215,5.4595947,0
3,1,.98765469,.55885845,50.316631,2.791748,0
3,0,-9.9591122,.49017167,56.564964,2.2468262,0
3,0,1.799207,-.20456579,44.477867,1.8968878,1
3,0,-4.0165873,.4490113,38.682426,7.786499,0
3,0,-3.9945521,-.25356656,47.745667,.54782104,1
3,0,-4.1100426,-.31117755,56.653969,10.136353,0
2,0,9.685544,-.34359542,65.626335,2.4175422,1
1,0,-3.1223111,.0094243158,60.599518,9.5199289,1
1,0,-8.135128,-.05791812,54.91346,4.1954713,1
4,0,6.7557893,-.17383555,73.672966,2.6775734,1
2,1,-9.7127981,.92868602,47.144257,3.3209229,0
2,0,.3784883,-.65691513,45.39143,1.4923096,0
2,0,2.321419,-.26467341,58.959435,4.9798584,0
3,0,-.52588481,-.21379589,51.87344,1.8488305,1
3,0,-.41079557,-.37928057,75.479942,1.0150833,1
2,0,5.6262636,-.54925555,67.550468,8.0715094,1
2,1,2.6585393,.89218283,35.872494,3.3866119,1
3,0,4.7626133,.53528953,39.865982,.43054199,0
4,0,7.468482,-.17350526,56.925144,11.867554,0
2,0,7.4719691,.5933032,45.382946,8.5135498,0
4,0,-.58328074,.26170787,72.546326,6.5578561,1
2,0,-5.9365196,.056337979,59.178875,5.7835398,1
4,0,4.8806496,-.031557444,58.08984,3.6639404,0
4,0,.10024571,-.45687377,45.417229,5.2623291,0
1,0,1.9304914,-.38121635,68.032295,8.0845556,1
1,0,-4.0216007,.513107,54.336258,8.6586914,0
3,0,1.2867261,-.093824409,64.624191,5.5933838,0
1,1,-1.2337846,.15812655,77.793564,7.3464355,0
4,0,-3.7772758,.076847292,68.040962,3.5373769,1
3,1,-.31538829,.23730659,51.693459,2.9150848,1
4,0,-7.5339117,-.22621648,58.126858,3.5509033,0
4,0,-2.3021033,-.43721905,74.427414,2.5634766,0
3,0,8.5606728,.14657722,46.800285,1.4383545,0
2,1,-1.8676187,.25393286,50.564274,6.543457,0
3,1,3.0579767,.20430103,38.088032,6.7231445,0
4,0,8.1891632,-.10970473,47.344093,8.3018799,0
4,0,6.4405465,.40217614,36.472042,3.6812744,0
2,0,-.82202929,-.47729391,36.602646,5.4431152,0
3,0,.49556988,-.029837223,46.060349,9.630127,0
3,0,-.41435432,-.35567951,64.803703,5.3219771,1
3,1,-.15565553,.72002506,38.773548,3.9379134,1
3,0,.2369561,-.32279006,64.686501,.84475714,1
1,0,1.1753277,-.62115842,55.241516,4.7670794,1
3,0,.19210677,.16338782,34.637428,10.802002,0
4,0,5.3622775,.45083141,58.913403,9.3273926,0
2,0,.16880128,.063454688,55.99255,2.6816227,1
1,0,6.378552,.3412247,52.80669,.15822704,1
2,0,-5.6477294,.34802112,53.031914,3.1191406,0
3,0,2.7774489,-.57884502,74.950256,.16964711,1
4,0,-4.6950555,-.069394663,58.07021,2.2861328,0
3,0,-5.1920662,.078996114,59.391754,1.5561072,1
4,0,-4.8035369,-.54505801,55.902836,1.3566849,1
3,0,-6.046217,-1.0570285,79.894104,.2777057,1
3,0,1.2482984,.51171893,66.192223,2.679517,1
1,0,7.4709592,-.39596075,72.343468,5.9312744,0
1,0,-10.874976,.041749544,66.84304,7.5746727,1
3,0,-12.260369,-.001015635,55.621735,.7355957,0
2,0,-3.7486694,-.14728677,48.69479,5.4854736,0
2,0,-12.47696,.49860466,61.032806,1.6887978,1
2,0,-1.7745314,-.69194508,61.422703,9.5529785,0
2,0,9.9215221,-.63059378,71.570129,8.1984863,0
2,0,-6.3045869,.053101186,49.782936,6.3325896,1
3,1,-2.1405573,.20206068,49.717716,7.9081669,1
3,0,-7.9023204,.21854027,58.832363,1.5510014,1
2,1,-1.9079629,-.94537371,65.014389,.41699219,0
2,0,8.1731138,.088476047,48.063938,.28479004,0
2,0,-2.0279639,.055699278,60.072044,3.4794922,0
1,0,-17.020823,.26020175,40.555969,1.6863736,1
1,1,2.0529974,.27517262,53.115574,.77185059,0
2,0,-5.3299346,.11630157,56.899761,5.6484375,0
4,0,-8.7487068,.53218466,45.6087,1.9873047,0
4,0,5.8276076,.46325332,37.24733,10.161255,0
3,0,1.1002831,.072648011,59.73447,1.668335,0
1,0,4.6458683,-.60458064,57.50523,6.2769775,0
4,0,-13.998608,-.031363562,75.241333,1.5263386,1
4,0,5.6074805,-.17434375,56.182583,.57040405,1
3,1,6.7848783,.5906322,47.36964,1.401001,0
2,1,-6.1050878,.074855596,73.810928,3.0080693,1
1,0,6.6543941,.009658915,50.325371,5.2282715,0
4,0,3.2260594,-.22389978,49.976784,5.5938721,0
1,0,1.2758816,-.4637787,62.516979,3.1068635,1
3,0,5.0110779,-.8605327,43.755821,.68607479,1
2,0,-9.4272566,-.25486761,54.956207,5.427124,0
1,0,-3.6947241,-.13390759,64.07309,2.6300552,1
4,0,-6.1893578,-.3003929,75.3778,2.0013227,1
1,0,6.2306652,-1.3870109,68.57238,.43518066,0
2,0,1.9970664,-.21743584,37.48629,10.078369,0
3,0,-1.22036,-.075226665,77.052238,4.1207275,0
1,0,12.132856,-.070607878,61.104885,7.9840126,1
2,0,.87522691,.058530711,45.212231,3.2956543,0
3,0,-7.9335322,.18917735,61.185383,7.8714657,1
2,1,.59684759,.32046473,46.564106,7.1724396,1
4,0,-4.4036493,-.72797674,47.868469,10.549316,0
4,0,6.2805834,.29019287,45.115921,9.1677246,0
2,0,-3.7060957,-.6750164,41.916172,7.9176373,1
1,0,-2.1052935,-.53158933,59.017334,2.1426094,1
3,0,-2.2312226,.36114228,57.902336,11.549805,0
4,0,-11.583275,.082731619,67.837769,.077939451,1
1,0,-6.1456032,.093183689,78.048042,5.9837985,1
1,0,-.26045421,-.46533063,50.278004,4.3977051,0
4,0,8.1332102,-1.2724019,45.800095,10.311768,0
3,0,-4.1028137,-.6796546,63.484161,.14123535,0
4,0,-5.3576388,.15330739,64.581314,4.5397887,1
2,0,.30250251,.058738109,61.907078,.45214844,0
3,0,-7.1103911,-.22299957,76.472298,2.3903105,1
4,0,-1.3744626,-.37180641,49.225857,3.3152928,1
