cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,0,3.6612248,17.26055,93.974358,69.679176,28.606451
0,1,3.3444393,17.210238,80.133972,68.662178,27.188015
1,0,3.3950341,21.182835,71.712662,57.166397,22.435383
1,0,3.3875372,17.449215,82.325058,71.100983,20.783823
1,1,3.5757406,21.453766,77.212151,81.23806,28.853607
2,0,2.8433144,17.144775,82.718437,55.045113,18.82412
0,0,3.3849566,17.431372,105.06811,79.915276,28.499413
1,1,4.1774402,22.654833,77.395645,61.670727,20.351219
1,1,2.9848616,18.594725,75.017174,73.872871,31.57382
1,1,3.5095148,21.633175,84.709435,77.067024,28.069569
0,0,3.0090141,19.124214,88.978851,58.06778,16.871517
1,1,3.9085026,20.671783,74.483574,59.121246,23.30171
2,0,3.6969481,19.347204,66.370323,69.405792,27.334524
2,0,3.4522836,25.322224,96.518776,86.571358,25.324739
1,0,3.5331907,21.586529,86.121849,70.804741,22.737682
1,1,3.3082907,21.438316,89.407066,55.961288,11.873053
0,1,2.634407,15.319719,64.894867,64.964561,13.814784
1,1,3.2970669,21.697079,86.86824,66.715446,22.38591
1,0,3.811893,21.191063,99.117111,85.206047,21.478228
1,0,3.2442124,15.892852,77.692505,62.232559,24.851629
1,0,2.9895737,19.249256,81.682365,72.792465,24.5784
1,1,3.7012177,17.464773,91.059479,75.805107,27.310505
1,0,2.9293094,20.357769,82.551399,84.281204,30.749037
1,0,3.4749749,20.530663,90.194458,57.438709,15.685802
2,0,3.9452388,20.337336,64.842819,71.328766,22.277485
1,0,3.8416786,19.143692,94.738297,76.903824,22.026987
1,1,3.6313264,18.485636,82.16787,82.384735,32.957787
1,1,3.4444959,19.986328,77.761879,78.264854,24.350662
2,1,3.1004922,20.649097,82.474762,58.394619,18.724552
1,0,4.3492675,19.994446,88.575241,84.348,31.342274
1,0,3.0494626,16.115242,81.800858,56.237789,19.856146
1,0,3.3212426,19.288126,87.445686,78.788643,20.743784
0,0,3.5865881,21.405327,93.881859,83.743675,26.949545
0,1,2.4552584,21.467125,84.751549,72.684135,22.849354
0,0,2.4333253,15.582068,64.485809,65.073189,20.128658
1,0,4.2636275,21.771049,58.605446,74.422691,24.844893
2,1,2.8722379,21.967958,93.713631,84.899162,21.203936
1,1,2.8531864,17.444021,93.412079,57.076168,25.883018
1,0,3.5406809,20.189363,100.02154,62.579086,19.111755
1,1,3.230175,15.882059,75.630547,57.306599,12.798525
1,1,3.3032098,17.638332,88.733276,74.189156,23.989136
1,1,3.9052122,17.827204,90.415543,51.837383,14.786634
1,0,3.5287926,18.526339,64.223488,59.038944,24.371283
1,1,4.1860623,20.059378,94.203079,82.326904,28.70859
1,0,4.0266972,19.937962,94.75695,68.11319,36.312092
1,0,3.1053653,21.576218,74.935684,78.826012,22.753611
0,1,2.3189924,20.433538,82.440742,81.594681,23.10034
1,1,2.9202366,21.790615,95.718727,78.602402,24.601711
1,0,3.0819151,17.923679,56.507118,83.379829,19.498869
1,1,2.3395891,14.670596,85.649986,67.145302,21.413212
1,1,2.7546287,22.57901,83.464104,74.229187,20.588354
1,0,3.8934045,21.757107,85.195923,79.984352,22.961039
2,1,3.6811991,17.816269,77.819084,70.183113,16.740404
1,0,3.3465953,18.075224,74.936707,63.078815,18.710947
1,1,3.8879068,20.945049,82.881432,69.808624,29.995886
1,1,3.372412,21.53776,83.845482,78.348541,24.368752
1,1,3.4193921,15.704383,95.65876,36.31517,24.789505
1,0,3.626631,18.661081,73.314926,72.615372,24.982101
1,0,3.2991493,21.60412,79.296486,85.627563,31.964293
2,0,2.9522336,16.484352,89.113937,70.192131,25.553181
1,1,2.6570518,14.330072,81.430893,64.187607,18.990059
1,0,3.1377265,20.885637,84.183754,67.38868,29.864668
1,1,3.6456299,20.967428,94.667847,74.219704,32.964157
1,1,3.0388227,16.140226,72.358429,60.638824,21.019646
2,1,3.1561646,15.625374,69.082397,70.1063,15.700049
1,0,3.6368246,20.804346,85.809731,68.899719,21.836351
1,1,3.3274193,18.549345,84.124092,76.879974,24.383585
1,0,3.1818936,16.693645,58.69936,64.764191,22.262453
1,1,3.8280008,21.488371,73.49176,94.77153,22.602474
1,1,3.3747249,18.237114,69.465271,76.591003,20.60976
1,0,3.2351217,20.510269,74.102577,61.702419,33.082268
1,0,3.2369509,20.844368,77.727402,74.013069,14.449615
1,0,3.8002889,20.196041,89.45578,71.256973,23.434717
1,1,4.0028262,26.547487,85.650948,77.593445,30.82576
1,0,3.5938191,15.539701,81.848625,85.657303,28.576921
2,1,3.6434753,18.014263,79.677872,76.353638,23.776611
1,0,3.2554598,18.121864,87.847351,62.104404,28.754263
1,1,2.8344183,18.855732,85.760262,69.627708,22.39711
1,1,3.369128,23.089203,89.800377,85.586334,28.006233
1,0,2.9170132,15.379542,89.983208,65.876617,24.134169
1,1,2.7825603,16.348282,60.467667,62.762302,22.634691
1,1,3.0563419,22.05407,72.522301,76.443512,22.134571
1,1,3.4781282,19.813702,83.414169,76.263687,29.203274
1,0,3.1684279,19.533709,76.584488,56.142635,20.154686
1,0,3.8080072,21.568062,91.487099,83.954536,23.037167
1,1,3.2049022,20.200701,84.721169,66.350006,20.113226
1,0,4.2255831,19.409241,93.488411,79.824226,29.062773
0,1,2.3004489,16.543663,96.42099,74.676872,27.260248
1,0,3.7703228,16.566999,79.502357,69.835968,15.597587
1,0,3.6764503,23.122828,93.17746,85.336235,25.885899
1,0,3.446789,23.650549,88.337936,79.786888,26.091076
1,1,4.2194743,19.125608,82.518272,72.752274,23.425541
0,1,2.2396021,16.588518,106.04862,62.594627,16.61878
1,0,3.4847872,21.036716,107.76654,69.730888,19.778566
0,0,2.2233598,16.949106,99.136597,65.482597,26.032692
0,1,3.0432827,18.347357,83.496338,78.28463,18.168768
2,1,3.6135757,19.043665,94.381088,63.376251,23.782078
1,1,2.7225013,19.784386,71.495804,86.393799,17.432753
1,0,3.6617787,23.131968,79.143875,71.430786,25.343376
2,1,3.0510035,18.537355,88.585091,73.07048,28.811916
1,1,3.4592028,19.39925,71.653297,51.764313,24.13291
1,0,3.1882286,15.728245,55.895557,68.553734,13.898599
1,0,3.2855392,20.205952,70.212082,82.453712,17.92568
2,0,4.2449374,15.780462,98.272285,78.470734,24.829634
1,0,3.6297622,18.096823,77.750359,64.225456,25.355459
1,1,3.0728164,18.348236,77.185432,77.807564,16.286877
1,1,4.0608215,23.885897,81.496292,73.909218,30.755896
1,1,3.2778463,17.397635,91.941498,74.786667,17.76041
1,1,3.5714297,15.332986,76.932579,69.883209,12.446
1,1,2.4164164,20.256155,84.19178,72.515594,27.286989
2,1,3.3836577,23.982704,87.599777,80.454659,18.181694
1,0,3.3312764,21.888641,68.547592,76.87146,19.519579
1,0,3.2451432,19.054693,84.680725,75.150978,23.034145
0,1,2.1542888,17.853659,74.827393,58.454247,21.51396
0,1,2.0233948,18.710468,96.379822,71.244949,24.310448
1,1,3.3116486,18.887995,65.812721,71.289711,24.022158
1,1,3.5749729,16.547447,68.163719,63.423134,25.963709
