cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,0,3.4188881,18.89349,66.796379,58.663582,26.46002
2,1,3.7855756,20.987665,96.904129,80.830666,22.381355
1,0,3.1299355,15.891603,91.877777,73.447243,22.936573
1,0,3.0436323,19.789198,80.409927,65.775352,30.47576
1,1,2.4651709,15.870415,83.196274,68.086456,28.961288
1,1,3.7478037,18.391924,85.741455,62.519089,22.84446
2,1,3.4858525,17.335495,75.796608,77.623581,23.671259
1,0,3.7210052,19.044279,75.854324,64.251869,19.27121
1,1,3.2811949,15.684099,80.838623,79.182037,27.017824
2,1,3.5179191,17.009956,83.063957,55.047905,16.390629
1,0,3.8623886,16.471298,62.22961,66.09375,11.453049
1,1,2.9213324,19.091579,73.408424,53.749229,23.962124
0,1,2.6518183,22.512728,79.299446,69.137047,25.865627
0,0,2.6951873,18.383821,90.690727,86.06633,19.419064
1,0,2.825882,20.29068,73.59211,82.220734,23.416273
2,1,3.7940397,17.574903,83.512848,74.023163,20.636333
1,0,4.2131453,21.549345,73.920357,68.433655,30.282759
1,1,2.9174616,16.520266,79.238411,67.558739,24.121431
1,0,3.7742083,19.619982,86.141014,85.353722,25.239389
1,0,3.2826931,17.730165,75.972389,50.09893,16.067728
1,0,4.4674649,25.398613,114.60736,87.9785,31.736992
1,0,4.3733659,23.379671,92.645889,75.248428,25.074221
1,1,2.4122479,15.093993,66.974876,70.423172,25.836868
1,1,3.363838,18.282822,98.428322,66.956444,29.977673
1,0,3.3288867,20.093452,62.070038,69.193092,19.957865
1,1,3.2448156,19.944458,90.62413,72.60215,24.575108
1,1,3.0063379,20.548096,62.730076,58.166985,22.127028
1,1,3.2494702,23.999218,73.130501,56.915009,17.696835
2,0,3.0305157,21.580151,64.213455,70.725563,21.998972
2,1,3.5194976,17.718901,67.889221,54.461159,22.677149
1,1,2.6769171,17.937052,82.478844,71.215736,19.210283
1,1,3.2993698,17.770903,88.794044,82.810379,26.667521
0,1,2.3933024,15.146543,77.876495,73.111458,19.406055
2,0,3.3983865,20.281958,99.869598,57.428089,19.947987
1,1,3.7219691,21.25667,85.728508,50.886951,13.741496
1,0,4.1191421,17.751329,72.203056,66.78701,20.853977
1,0,2.8544116,20.326355,99.112312,68.40123,22.880062
1,1,3.2632604,19.088055,70.512398,45.768204,18.171835
1,0,3.0898483,17.762281,75.075165,74.167603,25.327696
1,0,2.6586685,20.272816,73.745644,74.095222,30.672146
1,0,2.9757795,20.856575,69.198364,57.783272,19.300692
2,1,3.3073335,18.062668,94.010216,58.277367,15.009298
0,1,3.6071138,20.915712,79.470261,65.475281,23.191566
2,1,3.7510552,15.121737,87.762329,86.224823,20.545324
0,0,3.276638,19.693527,77.951988,65.51947,13.204646
1,1,3.4680459,20.819405,53.383362,57.802849,19.500845
1,0,3.6899543,20.546732,89.238197,64.400696,28.388943
1,0,3.4642429,16.170277,88.293365,72.714378,31.992521
1,0,3.6291394,22.297825,78.457214,75.219025,27.854504
1,0,2.9683418,13.817241,76.779236,61.878838,27.064409
1,1,3.8551321,19.400593,88.643021,69.935448,18.699091
1,1,3.3474782,17.348776,84.783493,54.75082,25.376465
1,0,3.4452732,20.597752,92.860237,74.471832,28.966246
2,1,3.9684098,20.002638,83.904297,81.09304,27.662914
1,1,3.5029294,19.946518,83.04657,67.46917,22.148491
1,0,3.6705494,21.927658,98.835533,83.107025,22.515368
1,1,3.3508468,19.093592,76.925285,61.3694,19.429487
2,1,3.1849954,18.181227,84.305359,71.123749,19.001816
0,1,3.145278,14.099531,83.044411,65.614235,22.37269
1,0,3.3380842,22.762184,103.91798,79.495338,19.152912
2,1,2.951431,18.723032,71.901733,62.470898,23.910032
1,0,2.9923983,12.16963,83.723373,74.062645,23.489872
1,0,3.0088055,20.288187,90.233208,66.42495,16.303339
1,0,3.2837663,16.816742,78.16069,83.121429,21.37923
1,1,3.5461943,25.678093,99.710739,86.049446,23.938171
1,1,3.5711453,19.590893,85.078445,74.220284,21.699589
1,1,3.1762173,15.50191,94.716858,65.993744,24.504709
0,0,3.3062379,15.34633,71.965698,64.888557,12.802608
1,1,3.5671227,19.148907,71.673485,74.670258,21.548176
1,1,4.5595551,22.399441,76.795006,67.114777,18.344831
0,0,2.4679878,19.50251,97.193352,58.651928,23.690767
1,0,3.5600705,16.642035,72.479942,80.466324,22.49185
1,0,2.9589396,18.00633,99.396278,59.653252,26.659542
1,0,3.1039464,18.387114,82.34449,82.304703,32.535275
1,1,3.2781546,18.972343,94.752098,71.90416,25.198933
1,1,3.3677537,19.90242,74.757256,65.395027,24.741213
1,0,3.6133068,17.109699,80.186218,59.751598,20.094057
1,1,3.7970839,24.246656,83.568565,89.892548,27.385248
1,0,3.5838864,21.501101,100.09723,73.339218,31.198988
1,0,3.1354928,19.228579,93.767647,72.44767,29.036163
1,1,3.5860248,19.530672,72.785339,67.471443,18.848856
1,1,3.0835643,17.719208,99.420387,64.865883,23.069782
0,1,2.9068167,18.293867,92.544418,66.139458,26.31859
1,1,4.0935607,17.252638,92.179794,64.217926,23.002268
2,1,2.5637,15.685859,71.404854,74.592644,18.056646
