cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,1,2.928196,18.718307,83.676086,69.36689,22.683918
0,1,3.1767704,18.579962,70.511292,70.218292,24.347919
0,0,3.1405702,20.227167,94.942604,86.781815,21.657158
1,0,3.0460966,20.011087,91.704872,67.245888,26.776411
2,0,3.6903844,19.971313,81.464539,53.425304,12.102571
0,0,2.931334,20.737669,78.692513,61.247894,18.989052
1,0,3.0618911,15.650233,68.446434,77.507637,20.947109
1,0,3.6023033,18.945457,69.681984,70.034317,31.855944
0,0,2.9539897,20.209225,75.561813,45.617847,24.357744
1,0,3.87306,18.809429,83.578392,77.517693,23.381819
1,0,3.7982099,18.589279,88.980286,67.504433,27.292822
1,1,3.3228447,19.394424,89.206711,62.884357,21.461826
1,0,3.9578328,16.006929,73.958107,61.656773,16.789318
1,0,3.8666608,20.013184,107.21191,78.905327,30.403456
0,1,2.67067,19.905979,76.775078,66.552956,19.915836
1,1,2.9767129,20.230349,105.3305,81.668411,28.19042
1,1,3.5370369,21.204321,81.145432,80.266396,30.351759
1,0,3.0363913,22.902935,93.595665,76.902763,26.263826
1,1,3.1079512,18.882792,102.88832,55.421852,21.049076
1,1,2.9273391,18.95253,75.180748,63.906029,26.260729
1,1,3.3141873,20.297556,94.066307,85.578033,24.211037
0,1,2.8167803,15.747761,73.397057,72.129036,24.87903
1,0,2.7053628,21.937204,72.069618,80.169121,35.49057
1,0,3.7939422,18.452261,77.973747,66.234375,19.69269
1,0,3.038168,18.662861,95.971436,75.303459,21.648895
1,0,2.6593735,19.634817,91.013443,70.71254,17.187347
1,0,3.4926944,20.055334,93.319138,73.005455,20.813019
0,1,2.8603354,20.466982,55.936214,56.375404,21.303604
1,1,3.3366783,17.13077,82.508369,84.379135,19.184975
1,0,2.6114957,16.941639,77.739914,67.957138,25.392841
1,0,4.2570887,20.891926,89.21994,62.905407,20.232698
1,0,3.0956776,21.836569,99.469505,95.414322,25.34763
1,0,2.6148007,19.149679,75.359863,70.01384,29.357309
2,1,3.7400336,22.958958,89.84446,79.124878,12.017152
2,0,4.5754681,25.240387,101.77846,67.611809,27.018545
1,0,3.96912,14.877262,80.323196,52.025883,23.232151
1,0,2.6761248,19.569914,76.290222,68.724396,18.989046
1,0,3.5374908,18.756044,78.130592,71.545296,27.459047
1,1,3.2725632,20.051485,80.64608,83.63591,27.576284
2,1,3.3002098,21.341824,103.27325,82.289124,22.462086
1,1,3.459228,18.85162,81.30703,78.820107,27.974127
1,0,3.4780521,20.38949,85.080971,76.308258,29.072683
1,0,4.0290227,23.72962,95.482239,85.998726,25.819725
1,1,3.6320777,16.761484,80.948631,83.454765,23.167358
1,1,3.4329054,15.600298,80.763412,52.599972,22.613926
1,0,3.9922781,18.398365,85.191582,72.553757,21.615822
1,1,3.5704081,22.410641,74.633003,53.355446,12.820192
1,1,3.2686329,18.899965,72.706116,73.973534,26.478256
2,0,3.5463586,16.871525,82.281929,74.041962,25.543697
1,1,4.0670362,20.800953,79.810501,80.505531,22.912834
1,1,3.4055796,18.746756,88.292503,73.257751,17.500896
1,0,3.7852325,17.68894,74.542702,52.894836,19.259657
1,1,2.8529515,16.50699,75.891457,64.900803,20.89567
1,0,4.3782945,20.924763,88.73819,77.151848,23.508318
1,0,2.6845629,17.536695,65.667313,65.817223,25.98679
1,0,3.6350682,18.021885,72.2015,79.352768,16.962158
1,1,2.9061081,23.718464,105.50033,60.012272,27.058191
1,0,3.5449114,18.840441,73.456078,72.774757,18.216413
0,0,2.9396896,17.193542,82.48201,52.075298,26.013491
1,1,2.8865712,18.844204,76.451477,65.0224,22.540329
1,0,3.3946176,19.591394,81.681862,71.081131,27.30068
1,0,3.8844712,18.417866,88.089203,54.649757,26.795683
1,0,2.4989839,16.305977,93.763626,64.055969,18.874445
2,0,3.4038837,21.197515,82.470757,69.286179,17.825844
1,0,3.4427612,18.918344,72.347435,75.48526,23.838537
0,1,3.1735275,13.312819,66.423119,41.994934,13.040192
1,1,3.1511347,20.154549,108.92049,80.844833,30.50304
1,1,2.6505058,15.921636,69.643913,64.595726,17.736481
1,0,2.6157477,17.202215,95.77504,59.896488,24.415482
1,0,3.8045959,20.313015,69.641548,69.115089,18.785587
1,0,2.9440298,18.683743,80.376404,66.392563,27.103029
1,1,3.2967951,16.920115,78.920631,63.727074,27.843573
1,1,3.0673707,17.082561,89.540619,75.146088,18.938433
1,0,3.3581598,22.075626,95.361969,70.599487,23.866404
2,0,3.8003275,20.860918,80.958626,76.093437,28.817797
1,0,3.3114104,19.443605,86.251114,63.32317,22.028374
1,1,4.2306905,21.986935,75.748734,66.772934,18.715799
1,0,3.2742636,16.68655,87.844292,71.455902,26.804949
1,0,3.3324399,20.284782,85.380165,76.801384,27.945841
1,0,3.3118749,15.788825,77.354912,55.951454,25.333313
1,0,3.4873178,20.557423,77.552376,71.189064,27.877888
2,0,3.8608747,21.361115,85.083282,69.022522,28.011583
1,1,3.691649,23.144487,79.690125,87.348442,31.305243
2,1,3.722472,20.881451,85.071014,78.229797,23.160711
2,0,3.7395632,16.790764,69.234459,65.245293,21.298697
1,1,2.8503609,18.623995,60.00021,54.842495,20.371595
1,1,2.709975,20.416376,88.780014,72.114555,24.672937
2,0,3.8205268,21.360579,93.433914,60.354031,24.969009
1,1,3.7077057,16.648876,74.053452,62.868999,12.839784
1,1,3.0908525,20.571022,93.706978,94.779282,20.899956
0,1,3.7753773,22.023428,70.335136,60.588211,22.77997
1,0,3.8729467,23.349785,103.29778,74.495598,33.319832
1,0,3.1966186,21.491632,80.165131,72.459885,24.950014
0,0,2.9756024,16.481775,87.212517,67.775726,23.219429
1,1,4.5240164,20.354847,92.502007,66.671249,24.195919
1,0,2.6114414,21.047871,89.539497,63.789402,22.550777
1,0,4.0274324,22.038546,77.361404,81.158318,23.097786
1,1,2.9913189,17.413628,66.835953,73.397614,17.456245
2,1,2.9791887,19.704565,84.710495,72.518356,22.979788
1,1,3.1581573,16.907452,85.499191,61.141308,21.606676
2,1,3.4181542,19.992731,73.682259,84.607391,25.266846
1,0,3.8787756,19.124479,94.69899,91.455864,28.756958
2,0,3.2151828,18.869926,96.403236,61.173153,22.733971
1,1,3.2378368,17.266136,78.142845,68.272705,24.838789
2,1,3.0270035,20.256079,82.25325,78.809525,18.279512
1,0,2.4708586,20.140253,94.63665,66.789719,25.826275
1,0,3.4603982,18.106476,77.223358,63.293076,29.481043
1,1,3.3652751,18.650051,77.360733,75.053307,18.636892
1,0,3.3060744,21.382545,71.821465,77.451874,22.301376
1,1,3.121011,18.331934,88.941238,66.53447,21.925333
1,1,2.9944983,19.578632,83.929695,62.711567,12.741092
1,0,3.4873056,21.501081,93.564217,77.544487,27.651688
1,1,3.1991961,18.720121,62.076969,80.761932,20.374914
1,0,2.9975588,19.955467,83.549911,83.377716,29.81114
1,1,3.1504548,20.856434,87.983368,71.788643,21.468721
1,0,3.9399376,19.096935,92.36821,65.5075,20.396772
1,0,4.0527916,20.995605,78.555656,70.405518,14.344814
1,0,4.1480527,20.814489,83.944992,89.867455,25.448616
0,1,2.6973846,16.008873,61.705273,66.425117,23.415876
1,0,3.5681243,19.472677,77.091499,79.642593,27.175791
1,1,4.0328636,20.826836,96.730125,74.190826,21.30891
1,0,3.7473271,21.256559,96.127701,58.053326,19.602316
0,0,2.1933694,16.9097,87.615898,65.83268,28.055176
2,1,4.2988691,24.453716,85.988228,80.087906,24.913824
1,0,4.1974244,17.289551,55.868065,74.639061,20.433722
2,0,3.1268313,16.451212,81.221848,68.370567,21.827011
2,1,3.2535558,21.299341,88.605736,71.253838,22.167618
1,1,3.9814456,19.639341,76.289085,49.360477,21.465731
1,1,2.4532666,17.954117,96.304871,60.120426,24.514078
1,0,3.7941697,21.613274,82.535431,77.184631,18.497757
1,1,3.5399177,20.042236,75.386505,59.245575,17.68903
1,0,3.7920659,25.186502,79.201988,81.872543,30.203707
0,1,2.7804906,14.091598,71.902679,70.725609,22.14443
1,1,3.4945273,15.901574,83.516243,70.192482,24.505095
1,0,3.6071777,24.103622,90.191475,76.936577,29.803539
1,0,3.3640835,18.407326,79.095665,65.215576,25.784796
0,0,3.0119095,17.205481,86.246254,59.101269,19.835201
1,0,2.9478912,20.65523,81.709839,70.3442,16.790094
1,1,3.4576545,18.299974,89.678398,61.982597,24.383291
0,1,3.0243702,20.484837,87.715668,63.241299,18.344479
1,0,3.1348727,20.737253,78.059265,58.856819,22.21175
1,0,3.5770557,16.181768,84.796585,50.554226,19.508945
1,0,2.8653107,18.392748,98.107025,62.72245,23.814945
1,1,3.0537348,19.254984,72.135658,81.581062,21.181263
1,1,2.7969828,14.852551,76.766579,65.80658,25.756506
1,1,2.8626928,21.433464,88.110878,73.372627,16.993322
1,1,3.4390275,18.848593,99.577469,76.41584,20.470695
1,1,3.1296117,16.379951,63.06374,78.90493,37.65345
1,0,3.6959894,16.286467,65.853348,69.54879,17.085644
1,1,3.1632259,17.004354,85.949699,78.417336,21.424074
1,1,3.2787738,21.510666,80.050003,67.160667,18.054569
1,1,3.6087704,14.455441,61.989861,66.373451,21.20459
1,1,3.6301634,19.517893,94.262238,76.790405,24.674469
1,0,3.3346362,20.141689,81.602119,68.642082,24.674849
0,1,2.8143673,20.932072,86.575233,53.802059,24.616928
1,1,3.515727,17.275524,100.26632,62.14669,26.025309
2,0,3.393398,17.301842,67.131081,56.894463,23.650908
2,1,3.6197221,17.305771,101.22146,63.502338,25.704329
2,0,3.5006535,18.864355,80.375336,49.06369,15.379345
1,0,2.9479048,18.435383,75.292473,59.215477,18.747637
0,1,2.2474241,17.775101,57.390194,57.538731,18.868088
1,1,2.4809723,13.14038,87.87796,60.681549,16.79653
1,0,2.8872943,16.233027,97.268738,88.46627,22.820353
1,1,3.0905089,20.933378,76.892197,74.765556,25.841829
1,1,3.5345132,17.197971,73.938835,66.432701,16.43656
1,0,3.4174912,17.588186,94.355797,69.122719,20.49848
1,1,2.6261384,19.835758,71.821213,68.636322,18.087008
1,1,4.0539584,20.697638,78.804077,83.812943,17.066298
1,1,3.6056151,16.408319,80.920776,56.009052,22.857704
1,0,3.3688407,24.730114,78.602264,63.106037,21.709204
1,1,3.3445945,17.463011,79.141014,76.821884,18.317364
1,1,3.8646915,16.833443,92.377998,66.375656,18.844196
1,1,3.3567464,20.447374,84.298653,49.768524,18.499983
2,0,4.1029701,22.974604,80.622726,82.282173,23.113192
1,1,3.8255744,24.124962,85.166481,68.999748,23.322622
1,1,3.0147254,17.271328,76.572548,82.436005,29.902122
1,1,3.5755236,19.197435,76.07605,61.216366,17.069983
1,0,3.8728812,20.339857,88.322304,64.830864,23.925158
1,0,3.9902122,20.801394,92.228714,65.296318,22.846674
1,1,4.0121837,21.643894,78.901451,62.671719,19.098551
1,1,3.4099076,18.96928,78.793266,52.16259,21.223856
1,0,3.0766518,14.96097,71.673729,62.297062,14.22732
0,1,2.9834037,15.597886,66.510651,62.755482,22.143221
1,0,3.5855205,21.304726,85.528717,58.460426,22.755699
2,0,4.0720677,18.080812,75.324242,65.668976,23.724752
1,1,3.166281,18.91033,85.718864,76.805786,21.550547
2,0,3.3997087,17.220552,61.545227,76.672897,23.764317
1,0,3.1400931,16.295702,82.98822,78.316376,28.075291
2,0,4.8129673,20.497433,94.206619,83.850647,27.81778
1,1,2.5065131,19.193907,81.335625,66.603462,25.056993
1,1,3.5241432,17.637779,73.286835,67.233917,20.141142
0,0,3.83443,24.731232,73.582375,75.655937,24.380775
1,1,2.5512149,20.19356,91.843987,92.407562,24.900146
1,1,3.8743901,18.854742,51.555855,49.896904,11.300729
1,0,3.0382192,20.999596,81.372337,68.885979,23.992849
1,1,2.9992352,16.629709,67.312805,68.615379,30.319887
1,0,3.7801831,18.289743,80.281517,69.504005,25.607681
1,0,3.9827039,21.807495,77.355698,62.53915,23.72477
1,1,2.1336734,15.457543,84.773674,68.375999,17.963202
1,1,3.1548874,19.460766,88.618416,56.944653,18.754684
1,1,3.6193767,21.065977,87.597664,47.428566,21.287878
1,1,3.589829,16.713226,88.744041,76.187332,16.977457
0,0,2.5516875,19.730551,86.176155,63.798393,24.040489
1,1,2.8763123,17.218311,74.056465,74.238518,25.825197
1,0,3.0015421,19.445316,73.641548,74.281883,25.345278
1,1,3.2776582,18.009529,97.268555,80.251099,25.703749
1,0,3.5948536,21.498348,77.321648,73.685432,20.064405
1,0,3.5697405,17.219999,88.752365,63.561676,20.975281
1,1,3.318311,19.860859,85.392174,88.652313,28.844698
1,0,2.9640751,21.317474,79.514435,67.984009,16.444225
0,1,2.3322432,15.767161,92.502594,57.846497,17.430988
1,1,3.849076,21.575937,93.636101,69.513313,18.307358
1,0,3.5092356,19.499506,88.697502,71.508675,21.870737
1,1,2.7053094,15.458403,94.246964,78.849426,18.210077
0,0,2.3664343,17.133385,100.27224,68.764381,21.202339
1,1,3.5724206,18.02076,65.510735,62.132294,22.877748
1,1,3.2000206,22.517118,92.691109,71.529968,23.049608
0,0,3.6786687,18.623396,71.168961,73.332451,17.694578
1,0,3.1783948,16.455368,80.789787,49.440327,23.441462
1,0,3.9140551,18.868416,81.412125,70.968903,17.752432
1,0,3.4755466,19.418184,65.779419,75.895592,20.749784
1,1,3.653832,20.795521,92.009987,77.265648,16.905588
1,0,3.1565583,17.487223,79.246704,47.388527,14.204646
2,1,3.2065692,18.90707,81.884682,73.051605,27.848223
1,1,3.8740919,18.466532,62.186348,58.37542,13.504721
1,0,3.997602,22.19858,100.56998,62.900749,21.954319
1,0,3.4837184,21.956007,74.635208,89.421295,23.348465
2,1,3.9978127,21.049227,82.674995,71.331017,28.499086
2,0,3.9701052,19.187521,70.38868,64.072411,17.266514
1,0,3.9747748,16.166786,94.693726,77.943863,25.365034
0,1,3.5551171,18.146284,69.710999,66.707916,15.14916
1,0,4.6153049,19.135143,75.173508,62.535145,24.554113
2,0,3.0670266,17.567627,75.867538,64.535706,20.505409
1,1,3.4633057,19.810724,74.338768,78.395828,23.675747
1,1,2.9264309,14.460605,70.615883,51.677441,21.282856
1,1,2.7465572,19.346014,68.225334,59.604099,20.291552
1,0,3.6113729,22.792501,89.802078,81.541779,26.622272
1,0,3.1479669,21.116642,83.374969,76.93029,22.363253
