cnom,cbin,ccon,xcon,ucon,y_t,y_d
4,0,9.5026731,-.70011169,51.888107,10.649536,0
2,0,-1.5021229,-.03723922,59.185047,1.3931885,0
1,0,-.53997725,-.31694019,67.519814,2.2072754,0
4,0,12.249961,-.32500729,49.110264,1.293335,0
1,0,-14.878173,-.16792487,40.22047,.27303475,1
4,0,-2.002008,.23875767,52.637817,6.6088934,1
2,1,3.3312752,.79408544,62.379723,4.0396366,1
2,0,2.732533,.1337633,41.181747,2.119751,0
4,0,-10.465826,.16059111,78.853424,2.5313227,1
3,0,-3.5427895,-.07623338,53.633381,.8223877,0
2,1,1.3943329,.54059744,54.960098,.4284668,0
3,0,-.59969795,-.18763138,78.135719,1.2113389,1
1,1,2.9465311,-.38670716,68.666153,5.1779785,0
2,0,5.8113947,.075720549,42.4743,11.676636,0
1,0,5.5489554,-.61845422,72.286995,1.1387939,0
1,0,-.69052857,.35903144,65.926476,1.7728271,0
4,0,-3.4901056,-.043378886,40.172203,8.7859573,1
2,0,-13.869573,.059585664,59.43536,8.3030739,1
2,0,4.5924673,-.20970803,54.058048,3.105835,0
3,0,-8.3688183,-.06208187,54.153309,5.7612305,0
4,1,-4.7361808,1.2242963,45.56535,6.585083,0
2,0,-2.6355591,-.17671879,43.92046,9.7867432,0
2,0,7.966774,.24237256,11.830505,6.7015762,1
3,0,-1.2852304,.11151776,58.376877,5.6045065,1
4,0,-1.7026479,-.90743256,82.090439,1.5767249,1
3,0,1.4649473,.0046476838,68.246658,3.8820801,0
2,0,8.7454767,.21545927,39.488953,8.6223145,0
3,0,3.0983706,-.41361639,50.869682,8.617156,1
3,0,-5.5516357,.29119214,45.088909,.57897949,0
3,0,3.7986286,-.57168686,52.716743,6.9405518,0
3,0,1.0961661,.061587557,60.690704,2.1662598,0
4,0,17.575001,-1.0122694,64.623543,4.5597591,1
2,0,-8.5001373,.19303519,64.123131,7.605957,0
3,0,-1.1040794,.18675625,40.038208,1.4664915,1
3,0,4.7101755,.011461697,52.211998,9.6176758,0
1,1,8.8519058,.9532975,56.743275,1.2079971,1
3,1,4.7102432,-.069705784,48.878578,1.559082,0
3,0,.56449783,-.15661405,40.542229,3.3278809,0
3,0,-9.4537621,-.14439549,58.013901,2.3795094,1
3,0,1.5618376,.13337532,63.015568,2.4592857,1
2,0,-1.047217,-.67790651,58.558006,2.5344238,0
4,1,-6.294199,.65923697,54.148136,10.160882,1
4,1,4.5249052,.10513137,58.348377,2.897598,1
2,0,.16688055,-.55485147,61.763275,9.901123,0
3,0,6.4982877,.11097127,42.561741,11.093262,0
4,0,2.6915264,.25418881,56.200165,3.8868601,1
2,0,-.73158979,.54372346,22.944519,6.7635498,0
1,0,-3.0297146,-.31802082,54.811687,5.4564133,1
1,0,5.0946488,-.49046478,69.933495,6.2167969,0
2,0,.32341439,.64569825,42.927567,.37563005,1
3,0,-.66273886,.084541865,48.827244,4.045166,0
1,1,7.9694242,-.25049019,56.455364,3.0580068,1
3,1,.087171227,-.75595486,60.609287,3.6081882,1
4,1,2.2369883,.15274937,41.074059,4.9460101,1
4,0,3.5354447,-.46430495,56.544445,5.7718897,1
3,1,.52860826,.40406454,44.152416,8.7367668,1
1,1,-4.6887856,.4759213,48.52882,9.0005293,1
1,1,3.8892541,1.1336166,47.086006,1.9530479,1
2,1,6.5860553,1.2810239,20.388618,7.4472656,0
1,0,7.2711043,-.37397873,36.256752,2.656131,1
4,0,-7.3607764,.41225556,55.56031,4.6434326,0
1,1,-11.902378,.94224554,47.704746,1.6050477,1
2,1,-3.3002653,.14284146,48.247288,8.5447664,1
4,0,-12.533011,.058143809,56.821159,5.229507,1
3,0,-5.278049,.35593802,64.148964,5.9097404,1
3,0,2.9894867,-.3046205,38.583096,10.814453,0
1,0,1.3723949,.10920334,57.860271,5.9820557,0
1,1,1.721622,.42111537,73.973289,.82006341,1
1,0,9.2890148,-.43871963,66.200371,5.5770283,1
3,0,1.0850531,-.021349292,75.457451,.76782674,1
4,1,8.7662868,.43157515,41.805939,2.2629395,0
3,0,5.2281127,.1979426,43.321903,6.7402344,0
2,0,-1.7162163,-.20876372,60.704315,2.3065162,1
1,0,-.84706849,-.28403544,57.992916,.099853516,0
3,0,-12.059645,-.19861355,59.178654,4.1947813,1
2,0,2.7113147,-.54697096,62.834641,11.964111,0
3,0,2.483252,.2328596,42.909389,2.2247314,0
3,0,-1.9363471,-.1600502,47.330021,.15112305,0
2,0,4.7686396,.062220514,48.199261,4.0652533,1
1,0,1.5534672,.10295185,49.001308,.90534371,1
4,0,-2.6622713,-.48687387,59.399319,.41276711,1
2,0,.79262072,.29190257,61.360359,2.9669313,1
1,0,4.4038544,.13497847,62.455116,6.8916016,0
4,1,-8.1079311,1.1128422,58.069885,3.1835938,0
1,0,2.9785409,-.1988163,56.0121,5.5472879,1
3,0,1.842577,.73171294,35.858101,3.6526952,1
3,1,-1.2643698,.39741218,54.558151,2.1022599,1
1,1,1.0576495,.60242099,56.547039,3.9671998,1
2,0,8.6800823,.074853323,38.79459,.15124512,0
3,0,-8.1441927,.4338626,45.168724,5.3276367,0
3,0,-.16173193,-.5157491,88.016609,2.3580577,1
1,0,-2.3963995,.1456195,55.383862,3.1091132,1
1,0,-4.7958655,.057597589,58.137604,1.1124268,0
2,1,3.2722249,.66588306,39.95612,9.1119385,0
1,0,-.15504846,-.45809358,68.966278,.3482666,0
4,0,-4.1163487,-.19336328,51.506523,1.2406262,1
4,1,2.973294,1.164732,41.027439,3.1594238,0
2,0,-1.0941267,-.10319419,63.305401,3.5736084,0
2,0,13.295548,-.068225004,45.556534,6.4758301,0
3,0,1.8771439,-.53667837,58.02132,5.2043457,0
4,0,3.5992622,-.68579233,39.332409,3.2891994,1
2,0,-9.548769,-.72126931,58.066429,3.2984619,0
3,0,1.4154862,-.18378191,66.752266,11.50647,0
3,0,3.508719,-.57742602,64.23896,3.3210077,1
3,0,-.17711614,-.14304203,77.726555,2.4855957,0
2,0,.46929881,-.72428221,45.51445,.98791504,0
3,0,1.8681191,.45216388,37.743843,10.295166,0
3,0,4.1133165,.036213841,35.393669,.32939145,1
3,0,-12.516276,-.58144271,68.994835,4.9302979,0
1,1,7.445857,.77816856,50.757133,.4159722,1
4,0,-15.610785,.39267704,66.89756,1.2342529,0
1,0,-4.8616199,.17842321,62.546482,10.567017,0
3,0,5.3035874,.095061317,52.181515,6.6164551,0
3,0,-1.0186483,.13247202,72.220604,3.7376204,1
2,0,-5.9365764,.26582983,39.588364,.69152832,0
3,0,-9.8667994,.037467454,52.911358,3.3066323,1
2,0,.11098438,.37047291,49.605446,4.7132568,0
3,0,-1.3225332,-.0069676866,48.406597,10.753662,0
1,0,-2.7244024,-.32509279,49.61068,11.393677,0
1,1,-3.2405908,1.8299936,51.538605,2.1846924,0
1,1,-10.91972,.77861691,54.914761,2.9012635,1
4,1,4.0011687,.89802766,49.608597,7.9674826,1
2,1,-6.7679024,.37868339,55.303413,5.6094704,1
1,1,-4.8799577,.71124578,54.340683,2.1103516,0
1,0,2.5931542,.1946324,32.242065,.12833384,1
2,0,-.71757632,-.2249237,56.392876,1.1854248,0
4,0,-12.747195,1.0038779,53.172543,3.2443848,0
3,1,-6.6449542,.60940152,47.187191,3.5717773,0
4,0,3.7373407,-.1712233,54.921047,6.0698609,1
4,0,-4.5388918,-.12125611,55.304096,5.4566565,1
1,0,9.6007433,-.10630088,65.100395,7.7416286,1
3,0,-5.3799629,.17152646,41.893894,2.8324838,1
3,0,-3.3637524,.1789338,32.452843,3.2906494,0
2,0,-9.22894,.26881367,50.027687,.47697914,1
2,0,-16.348845,.76175189,60.715446,.21142578,0
4,0,-3.4444194,.21718317,55.716774,7.3454385,1
3,0,-14.774747,.016475435,76.557121,3.4229736,0
4,0,2.0724525,-.3471435,41.672958,11.847778,0
1,1,8.5250778,-.16775471,77.991081,3.7042236,0
3,0,4.2499061,-.54129136,58.944881,11.642578,0
2,0,12.04886,-.39266244,41.859375,6.7232032,1
4,0,1.2375056,.692577,61.042278,4.576025,1
2,0,-10.863172,-.086129874,44.558716,3.4195755,1
3,0,-1.4363685,.11450379,56.99519,5.7237549,0
4,0,11.067099,-.27504471,74.483459,2.2306287,1
4,0,1.3305831,-.039075885,38.278191,4.4893289,1
3,0,-11.049806,-1.0161388,67.228256,5.2199707,0
1,0,-4.149446,.4493871,68.163773,1.5327148,0
2,1,-5.1579967,.58495611,39.089844,5.2988281,0
3,1,-1.6554186,.80292702,50.996193,4.3691201,1
3,1,-2.7582266,.30345693,66.280472,2.1280711,1
3,0,-6.3996921,-.16853268,58.933987,4.700326,1
1,1,4.367517,.80695796,50.049141,3.2564697,0
3,0,-.13908082,-.33398283,53.1721,1.3569336,0
2,0,-1.817661,.71075135,56.062206,10.578634,1
3,0,-4.0508308,.39883429,64.054398,2.5747499,1
3,0,2.4147222,-.14318871,51.704441,8.6655273,0
