cnom,cbin,ccon,xcon,ucon,y_t,y_d
4,0,.70981556,.34030947,59.32296,1.0258379,1
1,0,-8.5815725,.095309466,51.751858,4.8890381,0
2,0,-6.8591962,.48853236,50.471527,1.066946,1
2,1,2.3154247,.030321343,65.121178,.86975098,0
1,1,-6.2951865,1.1585392,44.132187,5.097168,0
2,0,1.6950455,.034859188,49.327278,9.1414795,0
3,1,-4.4151115,.32293802,57.060429,2.5830259,1
2,0,-2.6101782,-.26012504,48.825321,1.8129883,0
4,0,12.7991,-.70462698,54.977802,6.1736646,1
3,0,-2.0916131,-.67954057,46.109356,3.0194092,0
3,0,1.9464775,-.96245438,71.743217,2.4951625,1
1,0,8.7841072,.14722931,34.123367,8.0067692,1
4,0,-2.7072742,-.057704896,42.491055,5.0146484,0
2,0,-6.565033,-.31389713,55.332424,7.2481689,0
1,0,7.1740451,-.18301618,37.723175,5.569458,0
4,0,-1.733546,-.40983438,65.608665,8.8407431,1
2,1,2.0719852,.40700167,50.651985,7.7920442,1
4,0,-3.0032241,.29250863,48.319138,3.2800632,1
2,0,.44216278,.11227456,65.045418,.045532227,0
1,1,2.8719246,.39520192,74.1847,2.768924,1
3,1,-5.7366261,-.014576151,56.582195,.83161581,1
4,0,-2.3759487,-.030987004,61.062042,2.0426011,1
3,1,2.5521946,.61335766,59.930614,2.7441289,1
4,0,3.0499167,-.95353031,49.829269,2.3710048,1
1,0,5.5414529,-.48074824,69.165596,3.6921904,1
4,1,2.1074355,.46394169,53.534473,2.9136596,1
1,0,5.921299,.044710469,52.11533,7.8631592,0
2,0,5.381062,-.095530473,52.415504,3.7927246,0
2,1,-4.0891929,1.0251706,34.825584,7.8830566,0
4,0,15.192567,-.32720539,59.621212,1.5953369,0
3,0,5.4939632,-.74100304,72.15139,2.0588379,0
1,0,3.037184,-.13035123,77.365929,3.7746437,1
1,0,-7.3472705,.25073105,60.824192,9.3019495,1
3,0,-3.3343873,.68039286,68.013489,5.1619873,0
2,0,-7.3819523,-.40476415,53.183876,6.5106201,0
2,1,4.4095254,.34231573,52.554913,10.724761,1
2,0,.081177533,.041061174,60.238678,8.4624491,1
1,0,-1.026052,.0043024877,47.450668,3.2424178,1
