cnom,cbin,ccon,xcon,ucon,y_t,y_d
3,0,12.205371,.24864945,35.691795,1.019165,0
4,1,2.0221736,-.3976303,83.140678,3.8636403,1
1,0,-4.3567748,.11974129,30.349165,8.3789063,0
2,0,-.879758,-.81768644,46.949894,3.6522591,1
1,0,-5.4126515,.040800177,65.254929,1.9069338,1
2,0,-6.9090829,-.271516,50.130848,4.7670898,0
3,0,-9.760108,-.26742747,68.513031,7.7684083,1
1,0,-5.3789482,.24895343,55.567455,.66210938,0
4,1,5.4812565,.55142814,48.304855,3.700356,1
1,0,8.5452042,-.87096894,65.141098,9.613658,1
4,0,2.6070213,-.054478422,71.716583,6.168335,0
2,0,4.1688962,-.054770954,49.512276,4.3418665,1
4,0,3.5020645,-.28095096,58.718994,4.7733154,0
4,0,-4.2451706,-.36835,56.897976,.69030762,0
1,0,-1.8140373,.067223869,51.136719,5.3305116,1
1,0,-1.7845837,.1800361,46.224068,7.2647705,0
4,0,7.55404,-.15575267,45.008694,9.041748,0
1,0,-3.5360289,-.35924402,58.587555,.59517348,1
2,0,.36701769,.26800838,50.55724,6.4058838,0
1,0,10.198773,-.17034915,51.084381,4.3840332,0
4,0,-2.3570607,-.1734094,67.627434,.76741302,1
1,0,-2.7755065,.27112019,35.479645,2.0095215,0
3,0,2.8935342,.2666274,54.706146,11.69165,0
1,0,-4.1630325,-.60881144,55.294388,1.230957,0
1,0,-2.732671,.32970339,65.12735,6.6086617,1
3,0,2.89552,.6733321,48.817047,4.8164063,0
1,1,6.1308908,-.43076557,48.740456,4.8989258,0
2,0,-1.8930198,-.024358833,64.043381,1.7460829,1
3,1,-9.599369,1.3298246,71.86277,1.1620191,1
4,0,1.5894606,.11009052,51.68449,9.1085205,0
2,0,-6.3707857,-.10291048,43.46384,6.6639404,0
2,0,3.1651449,-.13720196,48.826275,2.5130615,0
2,0,2.3980956,-.41005585,48.41013,4.9770656,1
3,1,-4.6467233,.0048969337,74.721992,.73456675,1
4,0,-4.4294558,.30835906,51.00354,4.2920804,1
2,0,-1.2684482,.40274566,46.752476,5.5874915,1
3,0,-11.374208,.81188518,66.312134,3.9930913,1
2,0,-7.7440972,-.10540164,67.692848,.78948087,1
1,1,-11.900624,.88813132,65.037971,.60656506,1
4,0,19.110132,-.70094305,52.864124,2.0429711,1
4,0,.41078529,.076451056,43.125,4.092041,0
4,0,4.7447872,-.65768158,53.232391,3.2402344,0
1,1,1.5142393,-.33366835,50.912354,5.980978,1
4,0,-8.5471764,.19444142,72.515305,2.8639936,1
2,0,1.4576468,-.42479888,55.069183,8.5408936,0
3,0,10.535662,-.41332254,50.099571,6.7984619,0
4,0,3.8186762,.31248528,55.538654,2.9697232,1
1,0,-2.9043858,.27057934,55.232227,2.1921387,0
4,0,15.094196,-.48119989,42.035187,.36364746,0
2,0,-.15098119,-.1189395,55.528763,2.3748779,0
1,0,1.1647062,.19494934,56.812359,1.8944092,0
1,0,-4.361753,-.31259683,54.002316,2.3759291,1
3,0,.65196127,-.16083005,68.294518,2.8544133,1
4,0,6.5485053,-.13883579,72.521782,2.4726925,1
2,0,-1.9683839,-.11559992,51.304672,1.3480128,1
4,0,13.149955,.022806561,79.033127,7.1124268,0
3,0,1.8493549,-.2030504,50.931915,.24023438,0
2,0,.62580025,-.12139951,68.509483,6.9158969,1
3,0,.4545553,.057231005,47.091003,3.9724121,0
4,0,.92000061,-.020774387,40.231667,4.5931396,0
4,0,-3.3225782,-.27627653,63.183586,5.8878164,1
3,0,1.4259133,-.24404573,63.5849,3.4266164,1
1,0,1.2945656,-1.1443375,50.674271,4.7783203,0
3,0,-1.6566863,-.11777627,42.927868,3.7104492,0
4,0,-4.5232534,-.7493307,59.174725,6.3251996,1
2,0,11.171302,-1.0132241,61.190323,3.0058594,0
2,0,-5.1848388,-.053377517,57.442703,1.897583,0
3,0,9.9415369,-.1813066,46.142658,.38635254,0
4,0,-1.8731947,-.42754087,64.614143,4.241333,0
3,0,3.6045799,-.19836067,43.216064,4.7950439,0
3,0,3.7575228,-.023472318,45.238476,.040649414,0
2,0,.71850693,-.37654516,56.996727,.77563441,1
1,0,14.594502,.37309155,45.944393,10.018921,0
2,0,-5.7099352,-.23794474,66.277802,1.1004989,1
3,0,-7.560102,-.061514772,49.679283,1.2719665,1
2,0,7.5673242,.045540415,51.970623,1.9301758,0
1,0,-.52571124,-.51009047,53.43462,4.3500972,1
3,1,-10.071646,.057873309,71.996422,.14525722,1
4,0,-1.032919,-.62295926,55.421257,9.592041,0
3,1,-5.4544439,.3792614,49.891834,1.7170264,1
3,0,5.9953537,-.16774453,68.594826,7.4314303,1
4,0,-15.916545,.25813425,67.380394,2.336566,1
2,0,-8.0774307,-.064878099,40.291351,5.3060298,1
3,1,-2.5367939,.1669881,50.691059,5.8211508,1
2,0,-7.2120962,.64027756,54.40659,6.0649414,0
2,0,7.6767468,.25386038,47.974403,2.8533936,0
2,0,-1.3394431,-.51133531,74.985336,2.8652344,0
3,0,-12.176841,-.16198693,50.044697,2.000138,1
3,0,-6.9009643,.18774237,76.745125,.82278013,1
1,0,-9.2390099,-.50995219,59.866066,1.4381104,0
3,0,6.385735,-.72211212,73.615158,1.4828311,1
2,0,-.973059,-.0071509248,43.711136,2.797246,1
1,0,-5.3874817,-.209741,69.488556,2.8589549,1
2,0,-13.432589,.50059402,65.276413,6.7772303,1
3,1,-13.139683,-.69586027,66.615746,2.750417,1
4,1,-7.8659816,.6774326,52.339298,.46618652,0
3,1,2.5329754,1.3504899,32.045147,2.8776679,1
1,0,-.70176095,-.13212374,64.209892,6.4726563,0
1,0,-5.8610754,-.26137742,60.484474,4.3892393,1
2,1,-7.1260118,.10310236,52.263908,1.424718,1
1,0,2.1432402,.065378465,50.811214,5.9666452,1
2,0,2.6814737,-.035610784,43.724335,.66063148,1
3,0,.67615581,-.37404212,67.767494,1.6038818,0
3,0,-2.6287808,.24710406,40.193916,.72460938,0
4,1,1.5333865,.041597575,52.487305,1.7569456,1
4,0,7.022718,.026436981,61.8409,9.935524,1
2,1,4.0139303,.035380665,42.043739,4.8672323,1
4,0,-5.5969586,.26638103,63.295341,2.1658936,0
1,0,1.2196931,-.4266817,50.399742,6.650053,1
3,0,-7.0563087,-.54709041,50.805855,5.5198975,0
4,0,-4.4567642,.10611662,61.24744,3.9247067,1
3,0,4.1147161,.11371657,67.747086,5.4892321,1
4,1,2.784848,.40735,40.050797,8.5760641,1
4,1,-2.1140323,.46890599,70.102692,4.3837094,1
4,0,1.7243099,-.089331962,55.45731,5.1912842,0
4,0,5.454524,-.57874715,57.46896,8.3083563,1
1,0,-5.1121316,.4523479,63.268272,2.8430524,1
4,1,-5.1133051,.17077354,40.6208,2.401686,1
4,0,-1.8965302,-.30287197,64.909821,1.6071888,1
1,0,-.15223342,-.6145066,68.236877,.71350098,0
2,0,-5.9635749,.4112514,43.496231,4.0917969,0
1,0,-3.2431288,.48525086,47.05154,2.4435821,1
1,0,-6.495491,-.37053281,31.486652,5.8104248,0
3,0,1.0292828,-.67336321,50.568977,.52475673,1
2,0,.50671864,.15918146,43.716393,5.0513916,0
3,1,-2.4591675,.68898845,50.898697,1.7265625,0
3,0,4.0301242,-.68015856,62.011875,.4987793,0
1,0,8.8700008,-.86516708,45.279205,1.5632324,0
4,0,14.065286,-.39040706,56.402592,4.3933096,1
3,0,6.0676289,-.0076773665,42.839161,4.0468383,1
4,0,11.292736,-.23932382,41.199429,5.8929443,0
4,0,-.02750532,.65969366,62.711216,3.4892197,1
1,0,4.7662334,.11656059,45.26186,5.9467773,0
2,0,5.5777779,-.13614431,47.907028,8.4884033,0
4,0,-1.1129293,.40848988,44.104641,2.951416,0
4,0,5.9715219,.24726956,53.645977,2.2255859,0
1,0,-2.847136,.35865113,51.416676,3.3414307,0
4,0,-11.088462,-.27849486,70.78038,5.9146924,1
4,0,-8.4544878,-.88989246,63.405087,10.103238,1
2,0,-3.093493,-.62423056,75.821121,4.109375,0
4,1,-.16056496,.60847098,29.416384,.82006836,0
2,0,12.474048,-.077123865,67.047752,1.177002,0
4,0,5.9002037,-.93512374,63.644669,8.4887724,1
1,0,-1.5681896,.1063686,58.289097,3.5070801,0
2,0,7.5684948,.68611509,25.746103,10.390381,0
4,0,11.994544,-.91774082,52.908154,5.6506348,0
2,0,-4.651473,-.22331941,54.007622,6.5537109,0
3,1,2.636776,.16173103,49.275314,8.7419434,0
4,0,-2.5035689,-.14715542,53.175247,2.7689433,1
4,0,3.602289,-.90736812,69.196205,.72953922,1
