cnom,cbin,ccon,xbin,ucon1,ybin
2,1,3.6899099,1,55.534447,1
1,0,3.7812154,1,58.302139,0
1,0,3.6151702,0,64.717094,1
1,0,3.3399284,0,65.936882,1
1,0,3.6380906,1,71.310226,1
1,0,3.7184227,1,64.405617,1
1,0,2.9764493,0,61.384624,1
1,0,3.8230083,0,56.663849,1
0,0,2.8318496,0,68.133369,1
1,0,3.3486226,0,56.89595,1
1,0,4.0742207,1,70.972801,1
0,0,3.4974906,0,71.918335,1
0,1,2.1199,0,47.034954,1
2,0,3.2834303,0,54.662384,1
0,1,2.4118507,0,77.338463,1
1,0,3.2675717,0,60.822525,0
1,0,3.0702116,0,67.32653,0
1,0,2.9687941,0,78.453316,1
1,1,4.0226202,1,68.624245,1
1,0,2.4835336,0,62.604229,1
1,0,2.8330073,0,61.415558,1
1,1,3.1201613,0,69.306374,1
1,1,3.3649244,0,50.856049,0
2,0,3.5211875,0,72.657455,1
2,0,3.8105166,0,68.104149,0
1,0,2.7001061,1,60.514439,1
1,0,3.5621526,0,47.185139,1
1,1,3.1334741,0,85.112839,1
1,1,3.6610446,0,56.674873,0
1,0,3.1252847,0,45.220425,1
1,0,4.0047865,0,51.407372,1
1,0,3.8856788,1,73.274384,1
0,1,3.2742801,0,57.068939,0
0,1,2.2520103,0,67.242119,1
1,0,3.2576654,0,45.356724,0
1,1,3.815146,0,65.917717,1
1,1,3.2466011,1,58.709099,1
1,1,3.9593806,1,58.783798,1
0,0,2.9530981,1,80.907387,1
1,0,3.0332284,0,57.105614,1
1,0,3.4778006,1,82.504173,1
1,1,3.450634,1,66.615898,0
1,0,3.4160552,0,65.970703,0
1,1,3.1692295,0,59.917233,1
1,1,3.1110966,0,60.995636,1
1,0,3.3683188,0,55.521599,1
1,0,3.9645512,0,64.141357,1
1,1,3.6648955,0,65.619652,1
1,0,3.4597642,0,66.598839,1
2,1,3.8413899,1,68.930405,1
1,1,3.8250155,0,64.828941,0
1,1,3.9845483,0,58.426067,1
1,0,3.860867,0,74.843948,1
1,0,3.8948126,1,57.264309,1
0,1,3.1714022,1,70.414444,1
2,1,3.3920817,0,59.427299,1
1,0,3.0508091,0,57.622799,0
1,1,2.7974257,0,56.035915,1
1,1,4.0576501,1,66.195778,0
1,0,2.8232007,0,59.258739,1
1,1,3.289367,0,53.859283,0
0,1,3.5309525,0,74.076912,1
1,1,3.8664401,0,57.309177,1
0,1,2.5504994,0,55.257519,1
1,0,2.223243,0,71.727119,1
1,0,3.1242611,0,66.92485,0
2,0,2.7776775,0,54.702568,0
1,1,3.0028384,0,68.90123,1
0,0,3.3875732,0,58.591164,1
2,0,4.3214035,0,68.473991,1
1,1,4.1515565,0,77.551575,1
1,1,3.0436683,0,36.76997,0
2,1,3.0659747,1,69.998901,1
1,1,4.1379671,0,65.171371,1
1,0,3.888777,1,50.930939,0
1,0,3.0657184,0,56.555557,1
1,0,2.2386017,0,45.490192,1
1,0,4.3757553,0,70.073296,1
1,1,3.2041125,0,59.302803,1
1,1,3.3636479,1,71.620018,1
1,0,3.4719579,0,82.514542,1
1,0,3.6549203,0,72.7957,1
1,1,3.2167251,0,54.972939,1
1,1,3.4804411,0,71.486458,1
1,0,3.7398462,0,65.09716,1
1,0,3.0138388,0,52.71125,1
1,1,3.3092716,1,60.816269,1
1,0,3.7148743,0,64.779518,1
1,0,3.762558,0,30.982698,1
1,1,3.3018627,0,71.769859,1
1,0,3.6300318,0,55.02821,0
1,1,3.2640905,1,58.858002,1
1,1,3.5319366,0,65.525749,1
1,1,3.6264455,0,61.619774,1
2,0,4.2681556,0,59.391846,1
1,0,3.4229219,0,70.208282,1
2,1,2.8262479,0,34.175964,0
1,0,3.6521006,0,70.427498,1
1,1,3.4782803,0,73.117775,1
1,0,4.4690647,1,65.588165,1
0,1,2.9449248,0,69.859947,1
1,1,3.6608932,1,68.052673,1
2,1,3.6140468,0,82.750038,1
