cnom,cbin,ccon,xbin,ucon1,ybin
1,0,3.4204581,0,63.085979,1
0,1,2.8130789,0,55.74683,1
0,1,2.8468292,0,62.60931,1
2,0,2.5449777,0,60.435806,0
1,0,3.4709423,0,70.440269,1
1,1,3.3450186,0,56.958057,0
1,0,2.7096276,0,57.508793,1
1,0,3.2894385,0,65.190804,1
1,0,3.4804447,0,64.405907,1
2,0,3.4220853,0,63.270935,1
1,1,3.4212205,0,44.794136,1
1,0,3.5653274,0,67.727966,1
1,0,3.7239075,0,59.321068,1
1,1,3.7566216,1,71.326385,1
0,1,2.1931169,0,56.378914,1
2,1,3.5929193,0,62.179771,1
1,1,3.197552,1,65.107719,1
1,1,3.3934369,1,47.397556,0
1,0,3.2847741,0,61.395786,1
1,1,3.255734,1,71.202133,1
1,1,3.7230964,1,67.452217,0
1,0,3.0084245,0,61.604927,1
1,1,2.3749738,0,58.247433,1
0,1,1.7578663,0,45.759346,0
1,0,3.2888834,0,56.318352,1
1,1,3.8141909,1,75.438446,1
1,1,3.678452,0,52.087887,1
0,1,2.7177224,0,63.273319,0
2,1,3.6373401,0,67.506943,1
1,1,2.7784429,0,56.665077,1
1,1,3.8899925,0,68.507614,1
2,1,3.7261455,0,61.170746,1
2,1,3.4628296,0,77.24054,1
1,1,3.0217452,0,45.196693,0
0,1,2.2513995,0,60.664841,1
2,0,2.5349457,0,43.715172,1
1,1,4.4403524,0,71.725182,1
1,0,4.1190991,1,56.14872,1
1,0,3.7290363,1,72.433022,1
1,1,3.9529209,1,89.591347,1
1,0,3.862783,0,43.303528,1
1,1,3.7407899,0,58.413677,1
1,1,2.5623803,0,51.747078,1
1,0,4.4880939,0,57.839188,1
1,1,3.6232109,1,72.581223,1
1,0,2.9937201,0,74.288628,1
1,0,3.5683928,1,73.864815,1
1,0,3.2300625,0,47.747406,1
1,0,3.8241296,0,56.282547,1
0,1,2.7077572,0,57.290016,1
0,1,2.5849552,0,61.270237,0
1,0,3.1934156,0,56.703674,1
1,0,3.8018379,1,62.629108,1
1,1,3.5701265,0,64.635521,1
1,1,3.3680637,1,62.630482,1
1,0,3.482933,0,70.29982,0
1,0,4.0393538,0,41.570522,0
1,1,3.290091,0,57.235111,1
1,0,3.6379833,0,76.27726,1
1,0,3.4801881,0,58.43861,1
1,1,3.3562,0,65.378151,1
1,0,3.6410451,1,71.218658,1
1,0,3.7923524,0,80.504189,1
1,1,2.5982187,1,78.486176,1
1,0,2.7536459,0,60.263611,1
1,0,3.7533648,0,60.567932,1
1,1,3.6723251,0,56.26189,1
2,0,2.9285147,0,40.972,0
1,1,3.5766921,1,67.781425,1
1,0,3.2380724,0,51.98859,1
1,0,3.011678,1,60.802372,1
1,1,3.082665,0,52.079876,1
1,1,3.2708414,0,52.509792,1
0,1,2.6960158,0,63.397156,1
0,0,2.9338014,0,65.020157,1
2,0,3.5843151,0,62.813816,0
0,1,2.6712933,0,64.400543,0
1,1,3.9967196,1,85.819626,1
1,1,3.0992303,0,52.779747,0
2,1,3.1078198,0,75.247742,0
1,1,3.099175,0,64.230553,1
1,0,4.4685273,0,61.273094,0
1,0,2.928721,1,64.056267,1
1,1,3.7100224,1,81.159149,1
0,1,2.864022,0,64.527802,1
1,0,3.6574311,0,88.593094,1
1,0,3.1242526,0,63.174217,1
0,1,3.2192624,1,60.628696,1
1,0,3.4051197,0,54.096165,1
1,0,4.0060878,0,64.115128,1
1,1,3.7798612,0,69.391945,1
1,0,4.1143136,0,44.772087,1
1,0,3.4708006,1,46.153057,1
1,0,4.2988744,0,76.297905,1
1,0,3.5207853,0,67.932686,1
0,1,3.0990877,1,68.417015,1
2,0,3.4410927,0,60.374149,1
1,1,3.072634,0,68.126892,1
1,1,3.9268444,1,63.359882,0
2,1,3.6632259,1,65.728523,1
1,0,2.8447859,0,49.643616,1
1,1,2.8631456,0,48.846947,1
1,1,3.0394897,0,55.314526,1
0,1,2.5616386,0,60.921261,1
0,1,2.1319175,0,83.282181,1
0,0,3.0696166,0,61.128483,1
2,0,3.8616545,1,60.793377,1
1,0,3.0869541,0,66.614075,1
2,1,3.812901,0,56.338058,1
1,0,3.911979,0,47.187195,0
1,0,3.0248675,1,59.99992,1
1,0,3.0419643,0,60.338818,1
1,0,4.414454,0,74.313927,1
1,0,4.12813,0,57.056843,1
1,0,2.9692791,0,53.143612,1
1,1,2.6222491,1,61.49295,1
1,0,2.765317,0,61.92971,0
1,0,3.5202706,0,34.935879,0
1,1,3.2717927,0,57.728672,1
0,0,3.2349668,0,70.776436,1
1,1,4.4737535,1,79.306618,0
1,1,3.110461,0,36.59407,0
1,0,3.038847,0,56.467804,1
1,1,3.5909934,1,77.110123,1
1,0,4.1294532,0,64.36454,1
1,1,3.928201,1,76.625618,1
1,0,2.8273568,0,65.455368,1
1,1,3.4854946,1,59.789246,1
1,0,2.7176704,0,53.982094,1
1,0,3.3481688,1,61.87492,1
2,0,3.7990639,1,58.870228,1
2,1,3.2405131,1,73.490746,1
1,0,4.4778795,0,60.811787,1
1,1,4.0990677,0,35.767689,1
1,1,3.3909922,1,55.394073,1
1,1,3.1357472,0,41.660763,1
1,0,4.473546,0,58.443386,1
1,1,3.4071646,0,63.759605,1
1,1,3.410625,0,58.41851,1
2,0,3.0956256,1,72.32856,1
1,1,2.5981424,0,63.740822,1
1,0,3.636965,0,37.96014,1
1,0,3.7525878,0,62.483521,1
1,0,3.5495191,1,52.789436,1
1,0,3.928041,0,60.901794,0
1,0,3.1160362,0,61.326664,1
1,0,3.2523606,0,75.609413,1
1,1,2.9197361,0,55.090038,1
1,0,2.6514137,0,64.877769,1
1,1,3.0399833,1,56.986309,1
1,1,2.7357805,0,45.305683,1
1,0,3.2031991,0,60.152416,1
2,1,3.4489827,0,60.758736,1
1,0,3.5731184,0,61.914619,1
1,1,2.6906815,0,59.277802,1
1,0,3.4425378,0,67.815865,1
1,0,3.2027593,0,69.277748,1
1,1,3.058907,0,64.073982,1
2,1,3.6304817,0,57.57695,1
1,0,2.8666153,0,72.359413,1
1,0,3.8199835,0,71.980743,1
0,0,3.168016,0,44.555389,0
1,0,3.3208585,1,63.771656,1
1,0,2.2180417,0,54.919605,1
1,1,4.5317464,1,76.534889,1
1,1,4.2608218,0,63.23386,1
1,1,3.7840326,0,63.907402,0
1,1,3.3705657,0,63.805496,1
1,0,4.1903863,0,62.382748,1
0,0,3.1888907,0,70.642365,1
1,1,2.6832807,0,59.893932,1
1,0,2.7853053,0,44.001442,1
1,1,2.9160185,0,63.491676,1
2,0,3.7885671,0,56.826939,1
1,0,3.4347403,0,64.953331,1
1,0,3.6119347,0,69.11557,1
1,1,4.4311881,1,80.956963,0
1,1,3.6686959,1,62.162708,1
2,1,3.3499658,1,75.859436,1
2,0,3.8749683,0,48.818962,1
1,0,2.4007087,0,66.798164,1
1,1,3.0676794,0,70.981636,0
2,1,2.9225357,0,73.502869,1
1,0,5.4992862,1,73.95594,1
1,1,3.3610587,0,72.056534,1
0,1,2.9129317,0,66.433807,1
1,0,2.6987205,0,60.463543,1
1,1,3.4092402,0,71.858162,1
1,0,3.2243438,0,54.389023,1
1,1,2.7652142,0,65.955276,1
1,0,4.0204992,0,77.841423,0
2,0,3.5960753,0,56.662518,0
1,0,4.3081722,0,48.278004,1
2,1,3.8610129,0,67.49025,1
1,0,2.6107121,0,69.728516,1
2,0,2.9846578,0,74.094543,1
0,1,4.0594721,0,68.832291,1
2,1,3.2794917,0,55.715679,1
1,0,3.3800025,0,58.420811,1
1,0,3.6713936,0,62.530682,1
0,0,2.705389,0,61.414867,1
1,0,4.2231846,1,65.077606,1
1,0,3.5976648,0,49.097424,1
1,0,3.1171227,0,44.703125,0
1,0,3.8283668,1,70.371445,1
1,0,3.5613792,0,70.224762,1
0,1,2.5564845,0,78.594223,1
2,0,4.129333,1,44.192261,0
