cnom,cbin,ccon,xbin,ucon1,ybin
2,1,3.5969107,0,72.259659,0
1,1,3.2759702,0,64.42128,1
1,0,2.8678291,0,57.906628,1
1,0,2.9551189,0,49.379932,0
1,0,4.0158124,0,55.661263,1
1,0,3.4026439,0,48.634106,1
1,1,3.168128,0,56.910172,1
1,0,3.8750548,0,59.957813,1
0,0,3.0112789,0,63.923908,1
1,0,3.9801497,1,74.242371,1
1,1,3.6839406,0,40.723988,1
1,0,3.7630913,0,69.059784,1
1,0,3.1311059,1,87.472832,1
1,0,3.6367564,1,79.069557,1
1,0,3.3880105,0,56.235016,1
1,0,3.2693665,0,55.938213,1
1,0,3.3384171,1,59.929642,0
1,1,3.7876461,0,66.346306,1
1,0,3.8802803,1,73.863403,1
1,0,3.2334151,0,65.02562,1
1,0,3.9652014,0,68.571297,1
1,1,3.700804,1,77.506943,1
1,1,3.3046129,0,65.312462,1
1,1,3.4903436,0,46.929382,1
1,0,3.2281606,0,86.611267,1
1,0,3.2774959,0,48.347336,1
1,0,3.865613,0,57.604546,1
2,0,3.3609371,0,76.022827,0
1,0,3.665164,0,63.631798,1
1,0,4.0569015,0,67.134415,1
1,1,3.4830494,0,58.327145,1
1,0,4.1318989,0,68.549088,1
1,0,4.3836732,1,74.039543,1
1,1,3.6570392,1,70.499687,1
0,1,2.7998879,0,63.622162,1
1,1,3.4486105,1,65.313721,1
1,1,3.7918148,1,67.635651,0
0,1,2.3552759,0,59.094246,0
1,0,4.1558509,0,57.838116,0
1,1,3.5695341,0,56.087711,0
1,0,2.863482,0,57.868504,1
0,1,2.743535,0,45.640965,1
0,1,2.9324479,0,40.025486,1
1,0,3.8346813,0,51.449814,1
1,0,3.9566951,0,41.270737,1
0,1,3.1826234,0,44.547813,0
2,1,3.6182332,0,67.886734,1
1,1,3.2400072,0,62.709118,1
1,0,2.6728432,0,50.719414,0
1,0,4.0366712,0,63.270916,1
1,1,2.3723674,0,59.096191,1
1,1,3.1161735,0,65.636879,1
1,1,2.9673369,1,58.936199,1
1,1,4.4660339,1,85.031967,1
1,0,3.7374384,0,81.356689,1
1,0,2.9087648,0,63.026196,1
2,0,2.2811387,0,64.585991,1
