cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,0,3.5927885,18.8353,78.783173,77.526443,21.641733
1,1,3.1315978,15.954895,82.5606,53.94326,19.770073
1,0,3.5375173,21.998749,96.550194,74.377716,25.706184
2,0,3.8097553,21.195446,103.04777,84.008461,20.528759
1,1,2.9956362,19.850502,83.432945,69.634117,18.965628
1,0,4.1647935,19.763514,90.806404,85.627991,26.192774
0,1,2.6250904,16.25507,91.097191,63.487183,20.042589
1,1,3.4120481,18.531275,84.174049,44.930283,16.794924
2,0,4.1028819,22.680111,91.652138,69.615883,14.676023
1,1,3.0380857,18.174864,58.787086,60.422287,24.110218
1,0,3.5356486,20.037697,79.044212,69.710365,20.905836
1,0,3.9580226,23.152227,91.456245,61.861031,23.401791
1,0,3.2094579,18.488506,69.848663,63.904373,24.793732
0,1,2.4730792,13.403722,74.835213,65.532883,19.330044
1,1,3.512923,18.651428,88.151787,86.43737,21.242264
2,0,3.8428798,20.577032,77.655205,63.21769,13.227003
1,1,2.9225268,17.260975,84.555405,71.803207,23.610655
2,1,2.8846624,16.267508,83.187996,53.149982,22.073524
1,0,3.3870299,19.265989,59.46875,60.212383,10.351016
1,1,2.7672453,17.825027,74.296562,63.514965,18.52153
1,1,3.9032156,16.345974,76.777016,60.564732,20.772167
1,0,3.5048077,19.637398,85.874634,64.441017,22.181364
2,0,3.5926425,16.717339,98.933014,74.607437,34.241886
1,0,3.0516989,16.903376,77.06839,72.369812,17.656464
1,0,3.7963526,21.870295,91.903305,73.681541,23.588299
1,1,3.3107255,20.654179,80.606918,71.426552,22.853848
1,0,4.030098,20.97879,70.034554,75.625603,26.372038
1,0,3.2578106,16.47077,90.32682,56.573635,17.967922
2,1,3.9390614,17.517015,68.492836,53.43766,17.963745
0,1,2.9028292,19.633457,84.024719,49.966103,22.848173
0,1,3.1612067,17.729221,72.901863,76.722214,17.815159
2,1,4.0207229,20.125078,80.03405,65.897728,21.553545
2,1,3.2433751,17.978785,97.268059,81.602058,18.501366
1,1,3.1588833,18.087748,71.791428,62.315838,22.615555
1,0,3.3007278,20.162718,93.547119,73.48053,22.837002
