cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
0,0,2.9089835,15.009198,76.278625,70.918732,21.575129
1,0,3.5413687,19.113121,84.120636,69.732399,33.569241
2,1,2.9295046,17.132582,72.361633,81.245209,20.70027
1,1,3.6998265,20.386732,75.991859,74.685066,18.990021
1,1,3.4005842,19.99682,81.59317,77.355598,25.349688
2,1,2.9588244,18.698538,74.216393,72.814812,24.391991
0,0,3.4015014,22.183369,84.203369,87.057167,27.775028
1,0,3.0922265,17.931377,83.169662,64.067856,25.676926
1,0,3.464087,17.846203,70.601547,61.138596,18.123781
1,1,3.4424334,21.146841,74.255791,65.064659,16.925465
0,0,2.5543363,18.03138,97.438629,68.232849,39.293377
2,0,4.0490308,16.125031,85.333969,70.592049,27.613897
2,0,3.0432582,18.25746,59.585743,67.199089,23.741949
1,1,2.5119545,17.393665,83.413483,59.952976,20.632235
1,1,3.8009715,21.100218,92.707069,63.962353,17.364277
2,0,4.019505,22.19515,96.109344,69.879349,18.154255
1,0,3.4673529,18.199091,78.699219,75.366051,17.092785
1,0,4.0249052,20.025135,97.300232,72.304031,31.268026
1,0,2.9076173,20.209558,105.71243,80.885033,27.837191
0,0,2.379328,15.950994,89.6399,72.431725,18.79948
1,1,3.6196463,21.193701,98.298691,69.253784,13.285789
1,1,3.6959798,23.378649,93.3228,91.946571,36.735237
2,1,2.9231026,16.150948,66.664337,76.92952,26.766352
1,0,3.4920645,19.58102,79.134438,72.333771,20.667477
1,0,3.2665133,19.525883,90.466583,67.618706,25.757002
0,1,2.7121601,20.358557,80.244858,63.747944,9.0182066
1,0,3.5469089,14.018764,71.767799,62.277275,12.730659
1,0,2.5079677,13.648238,75.446144,61.768127,17.715988
1,0,4.0505729,20.883064,74.357986,71.778229,24.779303
1,0,2.9355938,17.625353,80.008606,52.277206,25.900278
1,0,4.1808081,22.127781,77.054558,63.959362,24.938595
1,0,3.966691,17.507915,96.212135,76.514465,26.488644
1,0,3.8463819,17.438633,70.662743,64.519951,20.024605
1,0,3.9614654,16.157524,94.821434,79.772339,22.642654
1,0,3.5814283,16.717718,85.578178,65.58593,25.649475
0,0,2.306406,12.726123,74.811142,63.712837,5.2118797
0,0,2.6318135,16.333721,65.797562,64.065674,14.435709
1,0,3.64359,16.830124,83.643608,89.926826,19.915003
1,0,3.1419826,17.79986,87.310997,48.533512,19.943398
1,0,3.965667,22.225554,106.52939,66.037399,28.481089
1,1,3.1980753,19.694288,59.19693,73.244621,24.565336
1,1,2.6853857,18.461157,78.746765,79.852531,20.764257
1,0,3.7624307,20.024572,85.788635,67.488113,26.297762
1,0,3.2315192,22.372673,71.322655,83.273575,18.483995
1,0,3.4642556,20.828966,98.337479,74.487747,22.323097
1,0,3.3271668,20.716856,72.506981,51.638546,22.013636
1,0,3.8531206,17.460356,101.20077,77.204163,25.459494
0,1,2.8449399,20.718075,87.696793,74.136604,14.673483
1,1,2.9308274,21.730587,103.25751,70.079193,23.394346
1,1,3.8365839,18.343716,82.961472,63.587925,19.402861
1,0,3.5656366,15.451612,93.398163,54.241924,27.919161
2,1,3.2953217,20.259085,74.65332,69.921432,23.136267
1,0,3.3879802,19.291609,79.456543,68.239769,24.907465
1,1,3.5155191,17.395676,83.65519,74.848122,24.742985
2,0,3.8832357,16.37174,66.579254,46.30304,17.780615
1,0,3.3107431,17.632414,79.009544,72.189392,22.007313
1,0,3.5781097,24.0926,84.716675,84.193237,29.501738
1,0,3.8810549,20.54085,99.895157,82.240494,35.623119
2,1,3.9400847,19.759502,87.757195,68.52449,22.192619
1,1,3.7237294,16.838934,72.884308,84.67218,33.620338
1,1,3.6523688,20.200983,74.780403,72.742516,17.418028
1,1,3.2903187,23.221344,93.468307,95.070076,32.8521
1,0,3.3074822,17.137489,82.160355,76.274536,19.150673
1,1,3.2992694,18.212826,89.536339,71.332153,24.265905
1,1,3.6053894,20.754978,84.332718,87.054146,28.812849
0,0,3.2013271,17.211782,83.414085,72.795509,19.307461
1,1,3.5369091,16.880417,94.893936,49.93951,24.738691
1,0,4.1868553,18.924314,90.827316,69.229218,23.076113
1,0,2.9599109,19.724167,77.278519,78.54097,17.423594
0,0,2.5410111,16.351379,84.879364,57.217598,23.514816
1,0,3.0307963,20.840126,78.978821,64.05751,26.011009
1,1,2.8915541,17.472609,82.154381,82.335625,21.170177
1,0,3.5751102,20.530796,70.096153,67.474503,26.363272
0,0,2.8856952,22.643986,96.490204,65.287933,24.089928
2,0,3.2780566,13.023045,73.240433,60.175861,19.354418
1,1,3.0456734,17.061853,78.745934,48.894276,21.660793
2,1,3.4254317,21.800163,82.25853,82.655647,11.649902
1,0,3.718627,17.15044,82.932869,63.86731,24.339466
1,0,3.5926046,20.388308,95.27948,79.548294,30.587336
1,1,2.9132798,17.498878,81.051811,71.445541,31.15597
1,0,3.7598011,17.946388,88.687637,90.667252,23.759554
1,0,2.9867134,17.53812,89.812042,74.309235,25.199406
1,1,2.9209046,19.062342,83.029694,67.022408,21.293802
1,1,2.9704738,17.182697,88.720581,70.327011,24.52586
1,1,3.5518882,25.12813,82.248055,77.340706,29.966066
0,0,1.6452674,14.953085,83.041603,51.455635,18.612059
1,0,3.6482365,20.225254,77.865547,80.294548,19.274908
1,1,3.2537026,17.102564,82.186874,58.540524,18.660933
1,1,3.5176177,20.088333,85.183014,72.144073,20.940296
1,0,2.8401272,18.241922,75.969849,79.27713,31.449409
2,1,2.9376569,15.343349,78.240746,51.57114,19.393784
1,1,2.9256315,22.903261,90.910156,80.71637,27.098431
1,1,3.6697347,21.969872,71.080338,78.998611,24.199055
1,1,2.740762,19.130243,82.271767,66.757851,22.802071
1,0,3.6262269,20.356892,96.258102,61.243618,20.306425
1,1,3.7837152,19.525164,82.775757,67.182487,20.694376
1,1,3.590245,21.744246,98.723663,87.971283,31.570263
1,0,4.1818471,24.764828,84.449585,80.686478,21.337721
1,1,4.197494,20.037676,81.494331,74.650696,26.042946
2,0,2.8140163,20.278671,87.686172,62.484211,26.908648
1,1,2.9892759,17.572231,102.59093,68.286514,20.709827
1,1,3.5195944,21.01811,63.40609,86.695297,28.766201
1,1,3.6662376,18.4739,80.626015,68.715302,26.511242
0,0,1.797799,17.080843,83.112144,73.342567,17.858368
1,0,2.9073732,20.741478,67.675797,62.269283,17.245176
1,0,3.4419179,19.184053,72.399452,66.387314,21.728781
1,1,2.6691992,18.216675,96.394508,61.839478,16.813908
1,0,4.0209985,19.289772,87.443123,56.144211,19.643648
1,0,3.2574279,19.100357,101.25717,75.595078,30.557142
2,0,3.3641829,18.847778,93.613342,78.045387,24.177229
1,1,3.4178834,22.495062,85.220795,80.246948,24.968493
1,1,3.1819274,16.491665,87.661987,63.644192,26.866486
1,0,3.3603673,16.415764,92.26899,71.867218,30.899397
2,0,3.9731386,17.520075,77.041809,71.562393,25.119963
0,1,3.3307123,20.499414,102.1465,75.77552,32.498501
1,1,3.4482665,14.884815,68.523224,78.107048,25.402794
2,1,3.7235818,20.278389,104.31708,79.506271,28.304274
1,1,3.7251074,17.574638,88.404434,80.094856,23.185312
2,0,3.6014876,16.461287,66.859528,68.581146,24.327925
0,1,3.2471178,22.788866,90.292587,85.736069,17.451763
1,0,3.2237186,21.40498,81.731209,65.457901,25.381561
1,0,3.5356755,23.987804,91.827507,68.017204,21.622101
1,1,3.7633348,21.141714,74.11956,92.148148,28.561102
1,1,2.699223,17.602461,105.39678,84.858406,29.385769
1,1,4.0605783,21.627752,101.78776,72.951736,19.854694
0,1,3.6523786,22.201773,98.680244,83.920273,26.92341
0,0,2.8252702,15.751037,86.924515,71.644646,22.289583
1,0,3.562485,16.223372,86.043297,57.570961,24.197611
1,0,2.8461773,20.140039,98.900124,72.991051,20.444366
2,1,3.4285967,16.306381,97.305145,36.764656,16.194389
1,1,3.466635,19.036009,61.199188,59.037502,19.622391
1,1,3.1419778,18.833292,74.059433,77.146088,15.766152
2,0,3.5897932,18.290634,90.276947,64.096352,27.754202
1,0,3.0480795,22.382915,88.544121,80.366806,23.914391
1,1,2.3441501,16.79397,73.461594,78.394768,18.893747
1,0,3.7617042,21.544178,68.790474,51.30772,22.095566
0,1,3.1553054,22.72583,90.583626,81.317566,23.10964
1,0,3.7358971,20.609116,91.803909,89.521378,26.151779
0,0,3.1472654,18.303785,95.11618,60.56953,22.439978
1,1,3.3617649,22.704487,85.631477,65.816048,25.893887
1,0,3.6337414,16.433712,101.59911,43.093925,31.024105
1,1,3.4651465,16.577997,83.08741,66.101913,19.978695
1,0,3.5392177,17.483356,65.124023,63.290344,20.159552
1,0,3.9098718,24.542877,94.351891,93.807037,24.323
1,0,2.9085815,18.453745,87.541222,73.87693,26.604889
