cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,1,3.8349757,18.965408,89.661133,68.073036,16.983166
1,0,3.2675588,22.386148,85.979668,88.487686,18.684677
2,1,4.7024789,22.578638,71.119858,74.942764,22.278976
0,1,3.1045868,23.521334,106.34622,69.668434,27.107456
1,1,3.4245033,19.283051,82.138931,73.326775,16.701046
0,1,3.8519337,19.105356,72.597015,85.313126,16.001213
1,0,4.2393842,23.25071,96.634781,80.433121,26.202311
1,1,3.1460536,19.754435,87.765999,69.016289,22.300188
1,1,3.4631779,21.351572,104.23807,84.7015,19.176105
1,1,3.0130055,20.858728,86.051979,69.786293,23.908627
1,0,3.5849178,20.183121,84.15374,55.368683,22.708467
0,1,3.1835742,20.203983,69.745872,77.69165,23.984091
1,0,3.2851801,18.196535,78.068825,61.809242,12.764054
1,1,3.1742728,17.209337,77.798698,71.218727,28.360912
1,0,2.2505231,16.565805,77.217484,51.298798,20.687447
1,0,3.4286084,20.568605,103.77837,78.471741,23.057274
1,1,3.067167,16.564884,73.141273,65.210808,24.077723
1,1,3.1617615,18.156471,91.478691,85.547112,26.78746
1,0,3.1260879,17.480185,77.620422,58.137959,14.152184
2,0,4.9245477,19.924103,66.473175,84.545303,23.110371
2,1,4.1002493,22.237701,88.880692,73.843399,38.72319
2,0,3.6969619,19.489656,80.977753,65.665909,19.146688
0,0,2.9970851,19.565184,94.90728,79.463745,27.478024
1,1,3.3288958,14.181965,70.713806,55.856514,22.131462
1,0,3.7951777,18.694225,82.768318,72.527382,17.157293
1,1,2.9484651,16.354046,76.252182,73.163689,26.492878
1,0,2.8251374,19.88361,85.322372,57.579491,23.452135
1,0,3.4992645,19.607246,93.498085,66.841675,27.79925
1,1,3.0910311,21.790861,87.548767,83.882751,26.057917
0,1,2.636893,18.555006,89.94091,59.627502,20.375551
1,1,3.3188584,20.229469,69.296738,90.408112,24.652939
1,1,3.3484712,18.520884,72.168823,71.010513,24.548298
1,0,3.6940699,15.447511,72.439522,58.028564,23.305828
0,1,3.8427196,15.978003,66.51516,56.25832,13.104544
1,0,4.1268349,18.382549,67.384315,74.003578,18.318441
1,1,3.488025,18.079702,76.680557,69.998253,19.790169
1,1,3.8657203,20.79372,62.068939,54.368748,17.989058
1,1,3.2583847,16.757843,59.047806,83.915787,29.984503
1,0,4.3759584,20.807375,76.574318,65.565384,15.089516
1,1,3.0560422,20.209188,78.218689,82.145638,20.493658
1,0,3.1346126,24.234812,90.407173,65.866333,31.626951
2,1,4.2353754,16.237329,91.635368,66.872604,20.697126
0,0,2.7688415,21.076008,88.084602,75.948944,16.461329
2,1,3.301806,25.423866,95.497368,89.583679,24.056391
0,0,2.8762712,19.103769,93.585892,62.634514,19.875359
0,1,2.6457002,17.865866,90.13147,62.04908,27.384167
1,0,3.2661877,17.907103,90.265282,66.761978,27.132328
1,0,3.4233801,19.959314,81.457855,69.620064,27.405319
1,0,3.4481931,16.714134,85.490479,61.079681,18.85533
0,1,3.0908499,18.162359,74.656532,68.159042,21.478907
