cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,1,3.531183,16.740442,83.090782,69.326492,15.75314
1,0,4.0100937,17.458313,81.65007,85.698509,22.699167
2,1,4.0189996,20.466347,108.01768,84.11702,26.843517
0,0,2.5783646,17.670774,86.163628,75.618767,23.144026
1,1,3.3869119,19.213947,93.721352,59.534985,21.027472
1,1,3.6477771,19.322346,97.733414,91.057487,27.099457
2,0,4.0509477,20.545601,93.993126,73.663315,20.629333
1,1,3.4369607,16.524153,94.221619,73.906441,30.870432
1,0,3.7315428,20.294636,87.421471,90.741478,22.5916
1,1,3.3234804,19.32865,85.799019,69.614845,30.599356
1,0,3.8159771,21.205118,87.069313,71.957405,20.367043
1,0,3.1429951,20.095978,89.071075,90.455254,30.997252
1,0,3.5297704,19.983549,90.983528,72.985382,26.119917
1,0,3.6276681,17.039537,89.150681,43.49509,20.512377
1,1,3.7034523,22.710997,92.834007,70.719818,28.929689
1,0,3.1413333,18.852352,93.660316,72.859169,16.328827
0,0,2.9188268,21.578739,100.69848,86.948013,21.200533
1,0,3.6318655,21.648401,84.791954,74.559319,32.461552
1,1,4.4360642,20.290945,89.630943,80.404106,19.655523
1,1,3.48915,18.365301,84.202408,70.510513,26.015661
1,1,3.2954009,18.880524,85.706245,71.374573,28.067574
2,0,3.5171499,21.49263,64.722954,62.754021,17.744764
2,0,3.1043818,19.131556,84.903389,50.121189,15.880311
1,1,3.2705553,18.747955,98.619957,73.108078,19.61537
1,1,3.1285861,20.111229,92.119278,75.025749,19.246464
1,1,3.2788899,20.066137,78.590828,77.042793,18.070471
1,0,3.2416177,20.7983,84.926712,80.617416,22.551432
2,1,4.3404207,21.028276,77.940201,69.874313,26.481983
1,1,3.6411595,17.344749,79.257195,66.679298,19.870932
1,0,3.075295,20.399214,68.525871,63.577984,15.842002
1,0,3.9593558,19.022318,85.47438,61.412884,27.463556
1,1,4.4257431,25.838213,75.352875,79.315536,25.350979
1,1,2.9534187,15.847844,92.784172,68.034737,26.21385
1,1,3.7878757,21.39603,68.616325,75.407387,15.233156
1,1,3.5578325,22.419714,83.941399,61.605396,22.146912
1,0,3.4644608,18.659101,79.303284,72.102509,21.690859
1,0,3.6283162,20.665035,96.738548,77.132492,26.942369
1,0,3.3637319,15.72277,91.205093,74.124649,25.592052
1,0,3.127465,18.988943,74.203369,72.6157,25.589958
1,0,3.7124898,23.073456,82.366936,61.354435,15.897516
1,1,3.301008,15.726044,93.000809,63.730343,29.429958
1,1,3.9075286,18.882452,73.699135,63.824078,25.540911
1,0,3.422183,20.177458,74.994629,62.490646,21.940998
2,0,3.675637,22.75613,113.41108,75.512207,17.707573
1,1,3.3464384,18.950275,86.350471,64.805099,22.437965
1,0,3.2848697,19.117313,83.278404,64.390213,19.231846
1,1,3.36236,20.774584,79.176086,79.71077,25.679676
1,0,3.1108253,22.966158,94.54097,55.424175,17.558838
1,0,4.2296195,17.007193,92.17971,45.629971,18.633831
1,1,3.7728405,20.87137,87.228706,89.930099,34.622726
1,0,2.5926905,17.614893,58.356457,62.985882,19.853844
1,0,3.5932846,14.430568,88.220108,52.749985,20.932354
1,1,3.752594,16.720507,81.736496,74.233315,28.574167
0,1,2.7224574,18.510931,90.72892,64.912895,17.578297
1,0,3.3912513,19.761589,70.628151,67.908272,18.282318
1,1,3.7163401,17.764601,87.822617,78.55265,25.586761
2,1,3.5383668,17.877068,62.043198,71.571617,20.282068
1,0,4.246212,17.97851,87.206978,82.531929,23.792553
1,1,3.5133655,16.004505,74.363998,64.621429,28.413578
1,1,2.807801,18.533901,87.396698,67.564568,34.504597
1,1,3.1837687,20.33305,103.94653,76.415428,26.879393
1,0,3.2721353,21.662624,99.547806,74.073547,16.005892
1,0,4.1702771,18.106991,86.352364,83.940338,30.969666
1,1,2.8608894,16.109652,81.33094,52.660107,19.728186
1,1,4.1142521,17.419508,80.127625,68.939972,15.920942
1,1,2.8730502,13.942122,72.357056,61.451622,22.562052
1,1,4.1846819,24.606133,98.458511,80.442841,20.724918
0,1,2.2392485,17.882307,58.64954,71.615295,16.752235
1,1,3.5386658,22.198551,75.606201,61.017628,20.614925
0,1,2.561542,16.929054,88.329124,64.524483,14.054941
1,1,3.3132079,14.135571,64.209312,65.231499,23.084969
2,0,3.0355616,20.309734,90.656097,77.300537,18.741531
1,1,3.8863602,18.200455,88.774483,63.320297,28.625494
0,1,3.4366212,16.642622,79.503372,78.214294,14.450804
1,0,3.742552,19.498608,74.907135,58.622131,20.008791
2,0,3.4970396,16.174122,67.013802,64.851768,18.459312
2,1,3.9593072,19.971956,83.428246,74.732864,25.633854
1,1,4.1158924,20.052406,72.990456,67.471687,22.111101
2,0,3.0544834,15.596502,97.523994,67.958511,18.789629
1,1,3.8619077,21.205814,82.051872,66.948692,20.844816
1,1,2.2809808,19.251518,77.754219,63.868,25.193733
1,0,3.1819081,19.273056,79.018372,56.83865,18.419527
1,0,3.5321414,19.729063,81.646774,73.091743,23.887178
1,0,3.2728131,20.132326,91.152931,77.386475,28.269924
0,0,2.8357654,15.52032,101.81698,58.805466,24.309999
1,0,3.5748856,21.848913,76.218292,62.471977,18.79488
1,0,3.3038411,17.00021,74.218582,67.542236,14.169246
1,1,3.5609348,17.535202,85.854034,56.626213,27.063324
1,0,3.5913382,18.455553,66.540184,70.266106,25.628769
0,0,2.4746327,12.989827,73.171593,64.830727,24.260017
1,0,3.7294989,19.051764,61.106232,72.381958,25.862818
1,0,3.2148268,17.984943,83.822113,57.912804,26.020237
1,0,3.8084159,20.877283,81.402283,67.543953,22.279465
1,1,3.3385918,17.696709,77.463806,52.151237,21.69766
1,0,3.2450063,20.288231,83.868843,49.160213,19.284103
1,0,3.1263537,18.721716,104.9907,71.073074,30.394236
1,0,4.5631232,24.386936,91.841637,76.318306,15.299649
2,0,4.0757918,18.460054,64.38652,55.63105,18.288506
1,1,2.7646525,21.266256,72.433327,61.600922,23.924919
1,0,3.2560987,23.536655,89.798134,79.480156,40.714649
0,0,3.4316137,16.949289,78.225197,78.197601,21.713339
1,0,3.0370712,15.683611,70.42675,59.943493,27.163872
1,0,3.2768304,18.649908,79.019928,75.736267,29.032564
0,0,2.8183191,18.647894,90.406441,56.344074,22.35778
1,0,4.2123837,21.239298,79.008896,65.755264,23.670277
2,1,2.5590968,15.716466,75.946281,65.803902,12.525311
1,0,3.5048101,16.753338,88.434143,71.760811,18.705584
0,1,2.353493,18.195534,90.80954,85.951836,23.164688
1,0,4.3700356,20.6516,87.313782,56.351837,22.66177
1,0,2.9362974,18.674894,70.802559,73.897118,28.809595
1,0,3.0489285,14.732973,60.960552,74.59655,22.779444
1,1,4.0333314,23.042131,84.971596,65.635948,16.485849
2,1,3.0827904,19.228128,74.131912,71.668106,17.638651
1,1,3.359859,17.977764,82.62709,67.309822,21.143793
2,0,3.9705508,21.081944,50.180195,60.833466,21.929502
2,1,3.2777479,17.415157,85.564194,67.322243,24.861355
1,1,3.4234197,18.808458,106.9488,63.984909,23.582815
1,1,3.3955176,21.078081,101.28165,66.4067,12.924586
1,0,3.4955235,21.107359,95.926277,81.054306,27.370928
1,1,3.8914678,21.821815,72.142456,71.756119,23.167578
1,0,4.0622663,19.743996,64.873711,72.196823,22.645338
1,0,3.2331789,22.306747,78.497055,67.043289,17.573694
1,0,3.6040287,15.977626,83.618141,56.3251,22.19544
1,0,3.9072123,17.501251,63.912933,59.303177,17.114729
1,1,2.7394772,14.006909,54.283554,65.156952,24.920782
2,0,3.6127155,19.349915,100.78883,81.106773,24.06596
1,0,3.9363816,19.148308,74.958809,73.773582,21.305805
1,1,3.7669806,16.451267,67.875397,72.279724,24.5429
1,0,4.4122763,20.420176,81.952568,76.707993,24.767857
2,1,3.9551554,17.223352,80.679794,59.319675,19.33374
1,0,3.4165492,16.617781,85.032616,45.717556,16.724966
1,1,4.0072808,20.692593,95.685532,82.883591,27.544012
1,0,3.9348371,21.583014,100.13034,79.856102,20.877321
1,0,3.9462552,17.399748,92.485329,72.184082,30.951313
1,1,3.2534473,17.801159,77.251442,68.316162,20.136452
1,1,3.3079112,15.810182,78.601448,63.52277,23.371111
1,1,3.9359534,22.064062,72.462189,75.880287,29.533419
1,1,2.7473905,19.198608,69.791687,76.541298,14.545818
1,1,3.137114,20.919054,75.835236,67.22789,20.601456
1,1,3.2627318,17.335455,84.923531,57.753323,17.345882
1,1,2.8137317,16.345028,89.125038,67.708084,15.138927
1,1,3.7078645,20.558887,94.619682,79.122574,27.972589
1,1,2.9414985,17.063505,86.875824,54.867344,27.488884
2,0,2.898387,18.14716,88.340469,52.030552,24.9956
1,1,4.0121231,21.11315,89.145355,58.307312,15.65203
2,0,3.1654623,16.34753,72.774254,60.387814,22.323484
1,0,3.7306638,18.108078,77.447105,66.812881,14.616108
0,1,2.5408916,15.772916,92.822189,59.905937,14.836752
1,1,3.7369683,18.11961,76.235527,92.707375,26.391504
1,0,3.868659,20.567347,93.362335,69.637329,30.709499
1,0,3.4150915,18.829199,73.208038,75.652191,21.286346
1,1,4.2957144,18.206936,86.339104,64.650322,26.104502
1,0,2.7766767,18.47287,71.551041,59.725849,13.694812
1,0,3.0732539,20.397627,101.17815,74.07962,23.771591
1,0,4.8577299,20.983931,80.710396,59.02887,21.465065
0,0,3.4564803,18.050417,78.439758,59.123234,29.553785
1,1,3.1408494,19.071411,89.392921,53.277138,10.806269
1,0,2.8853753,19.587391,73.812309,62.754772,20.250542
1,0,3.1309061,19.291435,80.984657,69.620377,18.99852
1,0,3.8789837,20.684483,91.580681,67.502289,19.380066
1,0,3.8498995,20.142658,80.480446,65.373131,21.410875
2,0,3.2494147,18.903162,96.83168,61.271164,27.191601
2,0,3.8666136,19.300037,71.965141,75.264488,25.635582
1,1,3.2759228,22.754732,95.541573,88.983948,26.418377
1,0,2.8092752,20.926895,78.502365,80.176689,19.074665
1,1,2.7112865,16.83898,86.710854,57.693573,27.114004
1,1,3.5622642,20.006643,89.298248,76.205574,20.439878
1,0,3.1681705,19.904615,92.713127,84.732903,24.604527
1,1,3.5219164,20.663818,73.371346,56.305267,26.675097
1,0,4.0094347,16.741068,82.476608,80.570839,25.038946
1,1,2.3136425,15.388408,73.784111,55.338139,17.756664
1,0,3.9052279,23.490381,89.53373,74.518517,27.83585
1,1,3.2823074,19.530832,58.322666,84.398476,22.173038
0,0,2.9893084,16.837784,59.66938,70.490898,29.769651
2,0,2.8127513,19.135668,105.51099,62.035286,27.003693
1,1,3.2218852,23.288813,97.425598,76.577881,15.676915
1,1,3.606374,20.438231,88.605461,60.889076,21.760357
1,0,3.6344109,18.820007,71.087296,69.574188,14.128886
2,0,3.397644,19.608236,69.64106,76.241249,17.03476
1,0,3.4342828,23.088367,76.344307,82.317108,25.192741
1,1,3.2470589,19.466002,73.709206,62.801151,23.438837
2,0,3.4046476,19.495409,75.165771,65.865967,18.009109
1,0,3.2709863,17.941675,87.961884,58.320847,19.336206
1,0,3.3047318,17.755274,88.203758,86.328415,25.562496
2,1,3.5964713,18.63542,76.449486,68.306236,22.503569
1,0,3.4838123,18.292376,96.246849,57.566978,23.508652
1,1,3.4695263,18.301086,90.8983,70.806328,35.503296
2,0,3.2442749,18.748064,67.94693,70.762993,13.561146
1,0,3.908982,22.127649,90.148544,65.609093,9.4891491
1,0,3.6371844,17.464325,60.264782,84.526825,22.44334
1,0,3.5474529,21.825857,94.038239,78.673264,27.559826
0,0,3.1262772,21.303801,81.417984,60.740543,28.535757
0,1,2.30071,20.43602,59.991959,72.787338,22.11479
1,0,2.9357026,16.097422,80.156509,56.92004,35.364853
1,1,3.7768004,21.934444,62.003597,62.871563,17.934246
1,1,3.3457263,18.296043,87.245415,81.773193,17.562845
1,0,3.8432922,22.187016,83.087059,71.316536,28.989828
0,1,2.496624,19.259659,81.521233,60.028988,19.781044
1,1,3.2292264,17.751446,74.64888,66.976036,24.948784
2,0,2.7870457,17.105049,66.951958,63.00053,18.852669
0,1,2.0680869,16.991928,84.000404,57.877743,18.55673
1,0,4.0040569,22.712818,81.153969,58.788639,20.605379
1,0,4.2518725,19.366507,83.895256,55.38163,19.687223
0,1,3.1234951,23.827612,83.396744,70.490204,30.283037
1,1,3.5982268,22.488533,87.319267,66.436943,21.529289
1,1,3.6741688,13.428126,83.09668,72.446815,17.684216
0,1,2.7626872,18.439985,91.586838,81.502144,22.445917
1,1,3.5301216,16.433178,85.884827,78.13533,28.505873
1,1,3.0069733,16.413475,77.557335,54.798843,20.810743
1,0,3.010745,20.761629,99.687546,78.811348,22.542419
1,1,3.1175628,21.784182,86.565285,74.322601,27.811211
0,0,2.2842193,20.7187,91.790535,77.998306,26.196283
2,1,3.6450348,22.009899,87.102051,74.186836,20.610826
1,0,3.0554698,19.507637,70.895218,75.140694,22.705486
1,0,4.0532684,16.781002,73.040642,75.337906,16.320801
1,0,3.8403263,19.953161,85.026321,70.311554,30.601917
1,1,3.3307471,17.850344,77.216011,66.114388,25.687023
1,0,3.6059253,18.256336,89.225136,47.650257,18.745928
1,0,3.7503059,18.183325,77.297707,69.270195,24.054918
0,0,3.1552103,15.600314,94.943665,42.519909,12.842946
1,1,3.4707451,18.612963,66.437935,71.514191,21.4736
0,0,2.5215161,17.493088,78.440086,71.742836,15.690269
1,0,3.5751648,19.679749,85.301826,74.290817,36.070839
0,0,2.4986253,17.623585,78.73835,69.873627,23.057899
1,1,3.1512945,18.28619,78.262962,68.357605,19.03618
1,1,3.6554689,18.865314,99.804733,57.413609,21.982006
0,0,2.7530181,18.571011,94.81427,73.77359,15.360281
2,1,3.9428375,18.761396,79.217735,72.738678,22.984262
1,1,3.2491941,16.370443,62.222546,65.058334,21.258356
1,0,3.6196253,19.687038,88.425804,57.237995,21.520309
1,1,3.4810987,20.546846,80.15345,79.847137,24.275303
0,1,2.9650903,17.363379,73.88501,53.423546,15.888149
1,1,3.8258147,14.882975,75.573479,56.904762,15.107155
2,1,3.318496,20.408743,78.142242,62.001328,18.335033
0,0,3.0769293,18.439764,78.095276,83.868233,22.090078
0,1,2.7862227,21.350933,79.642258,55.651642,15.154124
1,1,3.698915,15.168243,86.319832,82.914589,24.800028
0,0,3.7053921,17.914461,90.881447,77.098862,23.792566
1,0,3.1361928,16.095577,76.546623,67.37384,24.289886
1,1,3.3015041,17.800976,94.745689,62.470676,29.591103
1,1,3.4923396,19.368448,99.571739,59.229244,20.726173
1,1,3.5405738,18.66449,71.073692,79.549789,20.150442
0,1,2.170423,16.533365,72.781609,78.546555,24.351288
1,0,3.8100276,16.230707,93.371811,62.230343,32.040657
2,1,2.4908485,17.068445,64.838661,78.24884,24.89274
1,1,3.3522193,19.132017,91.059891,54.253395,26.610756
1,0,3.4516518,17.691515,73.615356,71.597244,28.51671
1,1,3.3733652,19.494276,76.074387,73.598358,31.314264
1,0,4.1749954,21.400579,91.244217,81.766228,20.636309
1,0,3.4536943,18.871841,68.649307,68.559349,17.016216
1,1,3.642071,17.905462,94.134697,73.995857,22.509695
1,1,4.0822668,20.497635,74.264114,74.516266,29.928469
1,1,3.3803098,20.176176,77.099884,91.566536,19.173826
1,1,2.7609112,18.921288,68.575607,72.956863,26.522131
1,0,4.214467,20.84977,86.830757,75.237312,24.718258
1,1,3.1505373,15.840927,90.131355,68.721252,17.013945
1,1,3.6067319,16.822338,73.431587,71.013657,18.926279
1,0,3.939003,18.166826,73.689034,68.042877,17.258526
1,1,3.655767,19.149424,75.106201,63.338673,26.565577
1,1,3.2326519,20.22957,90.281128,55.304577,26.250122
1,1,3.4500995,17.177383,85.206856,78.307869,25.352432
1,1,2.578474,19.744734,99.543976,62.450733,23.301662
1,0,3.4632151,27.471659,100.62392,71.996117,30.535931
1,0,2.5940106,19.402699,65.054115,60.679489,16.576311
