cnom,cbin,ccon,xbin,ucon1,ybin
1,1,4.4073348,1,68.291145,1
1,0,3.6089587,1,61.205082,1
1,0,3.2833891,0,72.528412,1
1,1,3.9916635,0,61.974464,1
1,1,2.8014181,0,28.187143,0
1,1,3.6919823,0,72.20005,1
1,0,4.0064573,0,51.665031,1
1,0,4.3519931,0,64.731186,1
1,0,3.2298477,0,59.433922,1
1,1,3.7096119,0,79.969536,1
0,1,3.2968819,0,62.177094,1
1,0,3.7984905,1,49.750294,1
2,0,3.5697238,0,60.059097,1
1,0,3.8735709,1,60.088654,1
1,1,2.8338196,0,41.279377,1
0,1,1.9495519,1,69.873787,1
1,1,3.6567914,0,62.372719,1
1,1,3.2529364,0,65.92115,1
1,0,4.0638824,1,74.4021,0
0,1,2.6656294,0,55.931499,1
1,1,3.0194259,1,79.261604,1
1,1,3.6185212,0,77.187927,1
2,0,3.1160858,0,65.656189,1
1,0,3.5194616,0,57.019592,1
1,0,3.417861,0,38.70982,0
1,1,3.8380537,1,68.55706,0
1,1,2.4190211,0,51.499744,0
0,1,3.3091898,1,64.509949,1
1,0,3.1374855,0,74.483795,1
1,0,3.7174573,0,56.6017,1
0,1,2.3280101,0,52.068916,1
1,1,3.2793159,1,79.501694,1
0,0,2.9996517,0,57.999886,0
1,0,3.9990151,0,70.267845,1
1,0,3.5348928,0,60.204662,1
1,1,3.9236295,0,44.949764,0
1,1,3.0293329,0,47.702316,1
2,0,2.6313837,0,63.885574,1
1,0,3.8913221,0,56.232986,1
1,0,3.5873036,0,55.138153,0
0,1,3.0298164,0,65.5952,1
1,0,2.6384287,0,49.398529,1
1,0,2.9576447,0,67.620369,1
1,1,3.9283335,0,77.762161,1
1,1,3.8016226,1,72.709213,1
1,1,3.0347745,1,58.334892,1
2,1,4.0463929,0,57.488579,1
1,0,3.3077898,0,50.831722,1
1,1,2.5256152,0,58.948345,1
2,0,3.4839785,0,61.094337,0
1,1,3.5806499,0,52.653442,0
1,1,3.105999,0,63.061646,1
0,0,3.4589083,1,65.154556,1
1,0,3.7443688,0,58.60791,1
0,1,2.6627119,0,44.327129,0
1,1,2.8031447,0,58.504787,1
1,1,3.5055537,0,49.982487,1
0,1,3.3230777,1,78.319008,1
1,0,3.2010517,0,45.381729,0
0,0,2.8033898,0,42.571751,1
2,0,3.9442146,0,58.061718,1
1,1,3.3829541,0,61.336178,1
1,1,3.3544772,0,53.145676,1
2,1,2.2298267,0,50.656429,1
1,1,3.5680263,1,77.371819,1
2,0,4.1784453,0,68.285866,1
1,1,2.8233287,0,73.991013,1
1,0,3.7952378,0,65.592018,1
1,0,4.2301917,0,70.624596,1
2,0,3.3455765,0,43.16993,1
1,0,3.4945016,0,63.334518,1
1,1,3.5018878,0,62.915977,1
1,1,3.5026939,0,61.45916,1
1,0,2.9013982,1,55.031616,1
0,0,3.0268855,0,63.233849,1
1,1,3.9159632,0,74.387108,0
2,1,3.9416296,0,73.001877,1
1,1,3.6821311,1,69.864258,1
0,1,3.1253679,1,62.328857,0
1,1,3.4098096,0,75.185455,1
