cnom,cbin,ccon,xbin,ucon1,ybin
0,1,3.1979268,0,55.839939,1
2,0,3.9772139,0,64.11187,1
1,1,3.1506376,0,71.947769,1
1,0,3.2578976,0,53.750954,1
1,1,3.997093,0,55.08139,1
2,0,3.5366037,0,50.168903,1
2,0,4.4552865,0,84.308899,1
1,1,3.2184095,0,46.562557,0
1,0,2.9593253,0,71.871735,1
1,1,2.9631858,1,61.140411,1
1,0,3.1382017,0,50.827847,1
2,1,3.3574014,1,61.957146,1
1,1,3.8020267,0,70.873497,1
1,1,3.4153252,0,69.310226,1
0,1,2.6235173,0,71.451706,1
1,1,3.7589102,0,55.489334,0
1,0,2.7767453,0,59.10788,1
0,0,3.7446783,0,64.334785,1
0,1,2.6508482,1,57.27581,1
2,0,3.5061882,0,61.799492,1
1,1,2.922986,0,62.235859,1
1,1,2.3372755,0,55.707668,1
1,0,3.6914012,0,66.724419,1
2,0,2.8543584,0,69.131859,1
1,1,2.9568243,0,65.978127,1
1,0,3.1291332,1,53.976883,1
0,1,2.5488563,0,50.171921,0
1,1,3.4545822,0,47.543434,1
1,0,3.4150922,0,46.003071,0
1,1,2.5266209,0,54.877937,1
1,1,3.5531721,0,47.399139,1
0,1,2.97299,0,49.831615,1
1,0,2.8078198,0,49.890938,1
2,0,3.5441072,0,51.615078,0
1,0,3.6670272,0,57.385963,1
0,0,2.7233121,0,54.120045,1
1,1,2.9022262,0,62.826569,1
1,1,3.3433933,1,51.806965,1
2,0,3.8253934,0,67.708817,1
1,1,3.3358243,0,73.127968,1
1,0,4.1183066,0,61.288078,1
2,1,3.5819414,0,51.394791,1
2,1,3.8890667,0,49.849209,1
1,0,4.5066376,1,84.358536,1
1,1,3.23331,1,64.376259,1
0,1,2.9496505,1,57.590824,1
1,1,3.8257358,0,67.246941,1
1,1,3.5949597,0,69.77047,1
1,0,3.5315673,1,63.03553,1
1,0,2.9698274,0,40.493935,1
1,1,3.1849263,0,54.207035,0
1,1,3.9518142,0,75.953247,1
