cnom,cbin,ccon,xbin,ucon1,ybin
0,0,2.7397282,0,51.131229,1
1,1,3.8916085,0,57.632084,1
1,0,3.7835817,0,39.932953,1
1,0,3.8464465,0,71.973869,1
1,0,3.4896073,1,65.900017,1
1,0,3.8869336,0,60.833771,1
1,1,2.99895,0,45.688198,1
1,0,2.6718442,0,60.183437,1
0,1,2.4000669,0,47.824467,0
0,0,3.0188084,0,44.435276,1
1,0,2.8007412,0,44.471085,1
0,1,3.3275924,0,70.801788,1
1,0,3.4479291,0,40.985641,0
2,0,2.7142975,0,61.014927,1
2,1,3.5695152,0,74.136246,1
1,0,3.9785509,0,59.551678,0
2,1,3.0307388,0,63.287842,0
1,0,3.0222197,0,53.713818,1
0,0,2.2017784,0,48.38847,1
1,0,4.2727308,1,82.036652,1
1,0,4.0178704,0,67.794029,1
1,0,3.9828649,1,79.994011,1
1,1,3.9104211,0,46.050339,1
1,1,4.0484209,0,59.322372,1
1,0,2.8036122,0,61.476734,1
1,1,3.3647244,0,44.575195,1
1,1,3.4658391,0,52.648914,1
1,1,3.2957823,0,75.888443,1
1,0,3.3002443,0,64.68428,0
1,0,3.233392,0,54.250187,1
2,0,3.7418535,0,55.116207,1
1,1,4.1930232,0,70.263016,1
1,1,2.3684425,0,48.578461,1
1,1,3.6217563,1,60.443336,1
1,1,3.5823231,0,64.801125,0
1,0,3.5440993,0,58.96452,1
1,1,3.4969003,1,66.58091,0
1,0,4.1661339,0,64.605919,0
1,1,3.4487236,0,59.190414,1
1,0,3.9116962,1,75.086578,1
1,1,3.5107141,0,58.794067,1
2,1,2.9332371,0,77.522774,1
1,1,3.3534429,0,54.068584,1
1,1,3.8362842,0,59.220905,0
1,0,3.2893672,0,56.783714,1
1,1,3.9777396,0,58.230541,1
1,1,3.2075186,0,68.022766,1
2,0,4.4162951,0,56.834873,1
1,0,3.4781811,0,45.304966,1
1,1,3.1608713,0,60.43507,1
1,0,3.4605162,0,85.202934,1
0,0,2.7286699,0,58.509525,1
2,1,3.3940773,0,56.103043,1
1,0,3.3367271,0,77.796127,1
2,0,2.8825855,0,52.248409,0
1,0,3.8312171,0,45.730953,1
1,0,3.2262545,1,54.845921,1
0,1,2.9518907,0,59.03178,1
1,1,3.726629,0,59.57489,0
1,1,3.095638,0,64.941612,1
1,1,3.2638016,0,67.703186,1
0,1,2.4371834,0,59.982662,1
1,0,3.8598418,0,52.747967,0
1,1,3.5974984,0,70.652061,1
0,1,2.7637682,0,70.509491,1
1,0,3.8044202,0,48.936848,1
1,1,3.2599103,0,72.496704,0
0,0,3.1557033,0,50.568153,1
1,0,3.9562616,1,54.182209,0
0,1,2.7418892,0,51.339649,1
1,0,3.0997994,0,61.245625,1
1,0,3.4018137,0,61.33353,1
1,1,3.0066853,0,55.251289,0
1,1,4.0430179,0,58.946671,1
1,0,3.2625492,0,54.262527,1
1,1,2.5390823,0,52.423134,1
1,1,3.7235544,0,70.655174,0
1,1,3.2544255,1,76.920692,1
2,1,3.3282785,1,57.604359,1
1,0,3.5014825,0,49.44735,0
0,0,2.7914329,0,51.526897,1
1,0,3.1240849,1,63.648228,1
2,0,3.7777228,0,53.931141,1
1,1,4.35532,1,70.675072,1
1,1,3.4430907,0,68.441704,1
2,1,3.4137266,0,59.015476,1
1,1,3.0097132,0,64.237953,1
1,0,4.0827117,0,68.910133,1
1,1,3.7963216,0,65.813484,1
1,1,3.236378,0,66.37413,1
1,1,3.6277678,0,81.322868,1
1,0,2.688267,0,53.235985,1
1,0,4.1483917,0,69.210922,1
1,1,1.8401531,0,68.023376,1
2,1,2.9313884,0,63.343967,1
2,0,3.1391525,0,64.23468,1
2,1,2.8566189,0,65.319641,1
1,1,3.2020018,0,69.73027,1
1,0,2.6668944,0,48.974854,1
1,1,2.8978894,0,73.449547,1
2,1,3.9372878,0,60.923168,1
1,1,3.3500335,0,29.577526,0
1,0,3.2887108,1,66.14444,1
2,1,2.8233635,0,61.309258,1
1,0,3.0976779,0,45.557461,1
1,0,2.7683678,0,58.767113,1
1,0,3.7187483,0,54.113659,1
1,1,2.6701884,0,54.162575,0
2,0,3.9244289,0,55.917171,0
1,1,2.7886012,0,41.765766,1
1,1,2.7105184,0,49.585785,0
1,1,3.072916,0,63.554222,0
0,0,4.1481814,1,62.336834,1
2,0,4.2070332,0,54.256443,1
1,1,3.4041245,0,50.950806,1
1,1,4.0934782,1,74.04126,1
1,0,3.7096686,1,86.49408,1
1,0,4.3320642,0,78.508286,1
2,1,3.037607,0,58.079357,0
1,1,3.0430958,1,43.273022,1
1,0,2.8244722,0,56.635353,1
1,0,3.4030399,1,64.654793,1
1,1,4.0474181,1,70.953682,1
1,0,3.6152785,0,61.414291,0
1,1,3.2514222,0,52.726608,0
2,0,3.3181167,0,59.851246,1
2,1,3.2960203,0,72.951691,1
1,1,2.8442683,0,49.315662,1
0,1,2.9418447,0,51.575119,0
2,1,3.2843084,0,64.043365,1
1,1,3.9455528,1,56.828739,0
1,1,3.3474381,0,69.752388,1
1,1,2.9692438,0,56.565849,0
1,0,3.5180905,0,48.167019,1
1,0,3.3344464,0,71.967224,1
1,1,3.7464917,0,58.13018,1
0,1,2.7363665,1,61.968136,1
1,0,3.8436806,0,43.868282,1
1,1,4.1053133,0,77.679306,0
1,1,3.6107454,0,83.204964,1
1,1,2.5393016,0,52.955452,1
1,0,4.863708,0,87.050926,1
0,1,2.6224427,1,75.353844,1
1,0,3.5043526,0,53.891792,1
2,1,3.6104109,0,70.969391,1
1,0,3.3610325,1,93.38427,1
1,1,3.2513433,1,82.438042,1
1,1,4.308866,1,71.583359,1
2,1,3.1571007,0,57.250832,0
1,0,2.4200418,0,61.481567,1
2,0,4.2933865,0,60.72673,1
1,0,3.7502482,0,65.09436,1
1,0,3.5482628,0,44.846268,1
1,0,2.5334201,0,49.486038,0
1,1,3.5626385,0,53.139923,1
1,1,2.9818492,0,68.175285,1
1,1,2.5194998,0,67.601669,1
0,0,3.3253393,0,40.322109,1
1,0,4.3853974,1,81.241005,1
1,1,2.1009011,0,55.22813,0
2,0,2.5893111,0,43.079254,0
2,0,3.7197883,0,58.085941,1
1,1,3.9618719,0,47.488152,1
2,1,3.3248913,0,58.173065,1
2,1,3.8052504,0,53.279469,1
0,1,3.6441588,0,68.051682,1
2,1,3.4161639,1,69.068771,1
1,0,3.6986644,0,56.844391,1
2,0,3.7959988,0,66.394524,1
1,0,3.1838398,0,64.749374,1
1,1,3.369283,0,59.506287,0
1,1,2.6725395,0,49.752312,1
0,0,3.1105525,0,65.394562,1
1,1,4.1841111,1,72.071846,1
1,0,2.9881916,0,59.139858,1
2,0,3.4074185,0,59.929924,1
1,1,3.2383313,0,74.688225,1
0,1,2.854527,1,62.471798,1
2,1,2.6401167,0,46.255463,0
1,0,3.1164625,0,56.311737,1
0,0,2.4046199,0,61.566681,1
0,1,2.4638114,0,40.723148,0
1,1,3.4924173,0,67.017517,1
1,0,3.6814518,0,75.17041,1
0,1,2.2438667,0,51.609318,1
1,0,3.4759927,0,53.06398,1
0,0,3.6833234,0,54.981403,0
1,0,3.1946225,0,68.50708,1
0,1,2.8869419,0,58.798973,1
2,0,3.5022857,1,86.495148,1
