cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,1,2.6939008,20.21912,80.277435,78.839478,37.730476
1,0,3.4167371,19.159969,93.504532,79.989616,25.816048
1,1,4.0256553,19.836977,111.44193,71.21508,26.150068
1,0,3.008806,19.103352,64.653267,61.873585,20.982214
1,0,3.7556725,15.815902,83.086639,55.295479,17.998587
2,1,2.9160678,22.873745,78.667358,87.548576,31.234768
1,1,3.6673107,19.8409,69.679314,61.30838,16.533251
1,1,2.9028606,16.317818,75.667809,71.433884,17.410021
2,0,4.2225313,21.969532,75.932755,68.61245,19.516722
1,1,3.5111561,21.814188,97.70031,84.097763,28.622726
1,0,3.6756542,17.670918,90.320877,85.093185,24.389748
1,0,3.9687188,19.762367,82.419571,59.968887,28.939735
1,0,3.8129048,19.463058,88.328941,77.467255,27.564121
1,0,3.7657645,21.303003,94.578224,78.976036,29.67993
1,1,2.4529297,17.970037,76.786964,67.821388,19.321861
1,0,3.7782755,18.430889,79.005791,59.026249,19.806389
1,0,4.156827,20.957491,78.887604,63.543694,24.263044
1,0,3.2429826,23.908985,84.031113,57.227753,22.589888
1,0,3.5414023,19.524809,90.660378,78.384232,22.9482
2,1,4.10781,19.944033,92.51368,76.113754,34.838455
1,1,3.1604922,20.879969,87.949699,56.030434,18.902397
0,0,3.6254151,23.230524,95.325745,72.994186,18.118826
2,0,3.6675043,19.504719,92.913353,58.122272,18.598003
2,0,3.5660388,18.586422,82.885017,63.820274,25.985012
1,1,3.4195039,16.210928,81.29361,69.791115,27.185411
1,1,3.4358087,19.093224,71.18808,62.702648,18.192625
1,0,3.0389144,18.770214,85.49086,64.448334,28.803024
1,0,3.8586226,17.705986,94.769104,62.74469,26.577168
1,1,3.9154854,17.779158,81.974342,67.660461,22.650364
2,1,3.4813738,19.631357,76.032684,80.569008,31.61167
1,0,3.66502,20.674534,87.854187,89.431282,26.130995
1,0,4.0384984,20.381638,92.866119,63.427383,21.324183
1,1,2.9339809,18.05468,90.304756,71.544601,18.480474
1,1,3.7001202,19.680889,90.944748,64.457352,21.545633
1,0,3.0210409,15.608409,80.956055,65.495491,23.355953
1,0,3.9610286,19.360357,85.327591,69.118645,22.179773
1,1,3.9082086,20.01585,87.415405,79.543304,27.391296
1,0,3.5890839,22.295797,94.686607,81.92897,24.935368
2,0,3.4392715,16.572701,78.042236,50.539833,17.009937
1,0,4.2983394,22.056866,78.632896,62.763161,28.863884
1,0,2.963655,17.6633,84.631088,56.710705,24.450974
2,0,4.1603475,19.018774,89.237617,57.38884,26.619364
0,1,2.7233152,13.905667,69.048111,67.534744,23.62134
1,0,3.548542,22.420698,103.34714,75.193405,19.862476
0,1,3.4830747,17.486755,93.518288,63.037689,26.99324
2,1,2.8354378,17.293804,78.708031,82.850594,18.451029
1,0,2.8678939,19.362185,71.238792,78.127991,20.278244
0,0,3.3818953,20.033125,79.354202,64.451523,22.270496
1,0,3.4064164,19.211184,81.41243,69.844063,26.116547
1,0,3.34834,19.02919,88.846321,76.753548,20.069664
1,0,3.2543097,20.097307,78.215759,61.07653,24.334251
1,0,3.1715705,18.703735,89.09539,63.520912,21.128908
1,0,3.966733,20.105797,80.921593,57.254501,10.603867
1,1,3.2713745,21.441528,90.335403,70.253403,30.956158
1,1,3.3120203,18.323702,82.129974,72.206177,18.176289
1,0,3.5456555,14.06874,76.28376,65.920151,20.924778
2,0,3.5763967,13.788136,64.935722,57.923409,15.898695
1,1,3.3840756,21.492672,103.04973,74.836876,22.914934
1,0,2.9060802,17.768679,79.004318,71.837212,22.94384
1,1,3.4328246,16.206192,71.793953,66.192268,22.61466
2,0,3.4804597,18.992495,80.437965,87.734772,22.201416
1,0,3.1834784,20.963863,78.391457,77.868156,25.814182
1,0,3.5012417,16.264677,84.334946,73.044525,26.567741
1,1,4.1901364,21.372902,80.387817,85.731148,27.348354
0,1,3.5840905,19.394566,87.829559,79.0112,20.653074
1,0,3.352273,19.98386,104.07189,74.955276,19.807053
0,0,2.6711979,17.407297,98.332718,53.79282,19.117659
1,0,3.0758994,22.053616,81.825401,64.060318,20.748339
1,1,3.0036654,19.309044,86.728661,86.183075,23.750399
1,0,3.9740865,25.225227,98.06411,77.015289,27.876314
1,0,3.8481607,20.582775,84.132607,68.338074,20.878078
1,1,4.2829828,20.701414,93.190331,80.589783,28.036568
1,1,3.4930956,18.509096,96.543228,67.025169,25.057999
1,1,3.5520413,20.240995,85.764099,65.348175,24.755447
1,1,3.2230079,18.157785,92.93261,61.301224,26.90073
1,1,2.8320365,13.48438,79.966881,54.661884,16.930347
1,1,3.2923033,20.169203,83.938683,57.470531,17.782654
0,1,2.6820285,18.659048,77.604187,57.98695,26.400166
0,0,2.9474804,17.011595,77.781181,51.639481,16.095417
1,0,3.2210317,19.208885,75.010101,71.555679,26.168812
1,1,3.6561842,18.965044,82.021812,69.812035,26.489996
2,1,3.8248091,22.290829,89.066055,70.497215,25.734547
1,1,2.9645638,19.179848,76.121902,72.013687,22.861406
2,0,3.9464123,20.918339,67.734558,70.147301,21.259241
1,0,4.0277934,18.706821,78.931,65.923996,21.982246
2,1,3.973454,20.78352,81.794724,76.76165,21.675156
1,1,3.7769012,14.877241,84.284279,59.389862,23.442247
1,0,3.8344383,20.048107,56.625057,73.258789,21.227665
0,0,2.8030305,17.073942,85.379204,66.409409,27.623539
2,1,3.6281524,22.302752,78.562218,75.342102,28.962898
1,1,3.7759016,19.993834,79.38382,74.393639,19.288025
1,0,2.9108231,19.596489,61.640289,70.655006,15.655071
1,1,3.3187401,22.373173,94.283134,74.266617,24.842243
1,0,3.6946564,20.603037,88.194405,78.611588,30.693893
1,1,3.2066348,18.100304,72.854103,74.981606,32.262753
1,1,3.8901172,21.298529,76.164879,71.394463,27.905172
1,0,3.8370023,20.240721,98.931808,73.915482,23.053061
1,1,3.4622579,22.138479,84.141365,69.910866,21.474127
1,0,3.1655936,18.371313,66.840637,65.433289,20.981705
1,1,3.8996248,17.237209,75.023155,62.504177,26.330311
1,1,3.7402792,20.785538,86.299805,90.928337,34.492271
1,0,3.364831,19.037533,85.738609,42.898941,16.193077
1,0,3.2902956,15.945567,89.618217,81.808586,25.531773
1,0,3.0110886,20.016813,98.426025,61.729965,27.844158
1,0,3.9552834,18.140295,84.463821,77.593857,20.505699
1,0,3.4191558,18.903446,60.16029,63.761223,17.486647
1,0,3.5255363,21.915499,79.290817,48.183689,20.80917
2,0,3.7645764,22.006931,94.652702,79.551895,22.238485
1,0,3.2300174,15.79926,78.008148,64.31057,14.521136
0,0,3.0873239,17.76475,86.977737,75.835243,24.550058
1,1,3.5561662,18.375612,63.077065,62.116543,26.911808
1,0,3.3760417,19.945454,83.910507,58.206425,24.939672
1,0,3.0511625,16.849867,72.5681,71.005836,25.269453
0,1,2.6388364,19.816185,82.312119,56.82795,20.453844
1,0,3.4937394,17.771421,82.217804,78.068069,24.892973
1,0,4.4521523,24.205215,98.729317,84.241096,26.668955
1,0,3.6613457,21.308922,83.98597,81.739357,24.401632
0,1,2.3190057,13.770329,61.947849,78.28125,26.33284
1,0,3.5188525,18.908405,75.875633,79.746895,18.623344
1,1,3.0104444,13.959426,59.516396,41.414112,23.578535
1,0,3.260638,18.751574,83.273727,78.419769,29.216839
1,0,2.9151311,23.907883,92.555244,58.856617,17.597237
1,0,3.4564731,18.597347,83.263725,70.777245,18.197317
0,0,2.4678264,18.397699,58.898071,58.913525,20.95113
2,1,2.7636921,16.548908,94.591522,73.324753,25.861336
1,1,2.9828629,19.106113,71.443321,55.612621,18.218723
1,0,3.9271276,20.093428,95.104637,73.586105,21.825781
1,1,3.4882877,19.906715,88.806763,66.383499,20.636971
1,1,3.4690349,21.335773,106.95932,76.89328,26.109913
1,0,2.4522481,16.863005,86.300262,68.471947,27.127907
2,0,3.869875,22.161905,67.697571,74.774994,22.329996
0,1,2.9201787,19.027002,81.166611,65.270515,24.077564
1,0,2.9615102,18.525696,77.816025,62.410595,26.674648
1,1,3.062659,20.493229,71.882652,76.241653,22.90122
1,1,3.4096479,16.912849,67.220093,63.067554,19.447199
2,1,3.141804,18.182413,90.915817,69.193115,25.11908
2,0,3.5374703,19.144449,72.596191,70.347443,21.513828
1,0,3.6097586,19.752825,104.15775,79.430038,30.670582
1,1,2.95155,16.139509,88.85408,75.328064,26.042572
1,0,3.526469,20.001289,80.488571,78.605011,19.973049
0,0,2.0796397,12.723584,82.079231,51.897144,22.215769
2,1,3.1857386,19.279488,78.012077,63.623997,24.403742
2,0,2.8977079,17.249632,79.474991,67.213089,24.050594
1,0,3.7978959,18.998178,69.154839,70.600014,26.781113
2,1,3.4463172,18.728788,66.533379,61.180058,13.629717
1,0,4.1579752,25.882568,100.25378,82.298103,23.521002
1,1,3.3593514,16.043783,63.242344,71.215607,23.796074
1,0,4.0737925,19.08083,83.050812,78.627197,31.845205
1,1,3.3305962,18.937223,76.822128,80.749336,21.67214
2,0,4.0145988,19.213713,86.66507,56.759396,20.799566
1,1,3.2392855,18.899723,75.226433,60.958199,24.712526
1,1,3.0074632,18.396568,97.294174,58.730194,24.429506
1,0,3.7368317,17.226782,78.423943,73.093925,26.774094
1,1,4.2156391,20.875809,77.383392,85.059334,20.931181
1,0,2.7859194,19.924162,84.450844,65.862206,21.748127
1,0,3.9501233,21.823109,100.24421,61.577782,27.813786
2,0,4.2964425,20.37644,66.732628,65.40255,24.448423
1,1,3.4857013,20.750797,95.433578,77.77816,19.957144
0,1,2.7234669,18.198753,83.526711,61.763313,16.082336
0,1,2.7384605,16.717522,70.366768,80.897026,20.519567
1,0,3.5966237,23.658512,89.807076,72.210129,20.82098
1,0,4.1541333,16.646967,77.198128,66.563255,26.787481
2,1,3.2026868,13.433542,72.878609,80.349007,21.805105
1,0,3.4446671,17.94413,67.908386,55.520836,16.08824
2,0,4.0602536,21.153654,78.501907,87.471733,17.773125
2,0,4.2810922,20.750448,81.626839,50.60865,19.880785
2,1,3.3804321,18.360857,83.300613,77.44886,22.119448
