cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
0,0,2.7171805,15.466853,77.743301,74.073936,21.044989
0,1,3.1376116,20.267666,92.761917,76.028618,33.539124
1,0,3.1534445,14.727908,75.236961,62.478207,16.341381
1,0,2.5376916,18.499662,61.76675,82.005455,27.202021
1,0,3.5416119,20.239441,71.368301,79.843811,30.827717
1,1,3.3727376,16.339109,93.369637,65.967453,23.842936
1,0,3.6812186,14.826115,80.296341,80.1754,25.449249
1,0,4.35116,21.229357,94.298241,80.994614,19.938065
1,1,3.7663238,22.341467,93.119461,66.410744,29.008635
2,0,3.3081291,16.6724,81.957184,75.357407,25.81307
1,0,3.3858881,15.581105,74.393845,78.949448,21.680519
1,1,3.077914,18.630121,89.519562,68.550041,24.602169
1,0,3.8945317,23.834177,86.391693,71.571236,19.124643
0,1,3.1509566,14.598989,94.195084,52.79282,26.99645
0,1,2.0810823,16.818979,82.881348,59.53117,21.830309
2,0,4.0180011,20.991905,87.435112,91.175766,28.156635
1,1,3.9371116,22.140461,90.118103,68.346352,25.40696
1,1,3.1767826,16.858522,69.405205,65.888084,20.33835
0,1,2.1074822,16.170694,81.842308,57.684399,21.89731
1,1,3.6093295,17.652012,90.060326,75.575157,20.686214
1,0,3.1584682,21.078745,92.949783,83.545731,30.277512
1,1,3.9224689,19.323515,100.9982,79.830299,25.712627
1,0,3.6422653,17.551813,78.252739,69.519844,31.124931
1,1,2.6958034,20.01165,101.07201,59.783485,25.837244
1,0,2.7763839,18.92914,87.035271,55.215038,18.071798
1,1,2.8552163,16.881645,82.708138,63.143524,19.313459
1,0,3.7242155,17.829584,86.904121,53.120174,21.872204
1,1,3.0099504,14.740329,55.518581,66.214302,25.891966
1,0,3.592253,22.808834,86.631973,76.182434,24.392235
1,1,3.2570045,17.409016,81.403854,54.580231,21.520063
1,0,3.7442217,20.807285,91.08638,67.428871,18.991682
1,0,2.7307272,19.063143,88.733826,54.797688,19.999071
1,0,3.1501551,20.931435,89.351463,79.256538,21.973419
1,1,3.8794737,17.344477,63.33144,71.992027,24.588995
2,1,3.467608,15.330233,69.023598,82.339577,21.246355
0,1,3.4764116,20.131617,86.462563,77.738098,34.587051
1,1,3.5962133,17.323467,81.84713,64.827751,27.101341
1,0,4.0083742,21.358278,88.762779,61.854553,21.483797
2,1,3.216099,17.133484,71.699883,73.870262,25.053814
2,0,3.1609035,23.167841,77.919617,74.45063,28.114952
1,1,3.5072577,18.5898,81.639366,76.018669,25.855713
1,0,3.7085621,19.11401,63.551273,69.62558,27.082741
2,1,3.6053698,16.75001,53.262081,80.021721,23.752159
1,1,3.0456641,17.86344,95.414558,62.290993,19.289413
1,1,4.2038074,22.24507,67.752602,89.65271,33.656418
1,0,3.8001964,18.153992,72.617294,75.928268,27.115732
2,0,3.7405376,20.12216,68.766602,45.782875,14.79073
0,1,3.509999,19.062508,65.477234,75.594635,24.270451
1,1,4.167572,20.777563,92.684235,87.379402,31.62537
1,0,2.5146677,19.637753,71.518509,66.264549,19.774467
1,1,3.7731493,17.566292,77.553505,92.686562,26.642378
1,1,3.3791435,20.901003,97.396774,61.148731,30.919535
2,0,3.4529853,17.707148,89.299622,86.964767,26.01086
1,0,3.3686452,19.311312,75.579239,62.696079,21.345129
