cnom,cbin,ccon,xcon,ucon,y_t,y_d
2,0,-1.1488554,-.2785826,46.003124,1.8404541,0
2,0,9.5454664,-.13568653,41.248081,4.6943359,0
4,0,8.1312819,-.45834675,67.064926,1.5041504,0
1,0,-.63985831,-.34465992,53.664101,5.1473389,0
1,0,13.26561,-.15398003,42.970177,7.3652344,0
4,0,-1.8196986,.19197221,44.376537,.59915197,1
3,0,-3.3239906,.16859195,57.9361,6.8811936,1
4,0,-.86315,.061613709,75.799706,.73339844,0
4,0,-4.0234089,.04487079,56.903702,3.5448403,1
3,0,-2.7676704,.042313915,48.72142,2.3888443,1
1,0,-6.4568944,.42420393,65.437614,3.2553127,1
4,0,-.40118542,-.79693645,40.396923,2.3106833,1
3,0,-9.9403906,-.47469127,50.58279,4.611084,0
3,0,6.8893738,-1.1961077,40.886227,4.4660339,1
1,0,3.1416614,-.3641119,46.980011,7.3460693,0
2,0,1.4150093,-.49372911,42.294357,.26496229,1
3,1,6.8031483,.67644018,50.723164,4.7119775,1
2,1,11.431659,.53263706,39.99538,6.4924278,1
1,0,4.5016675,.023663005,46.070415,2.2185915,1
1,0,2.3670721,.46460781,47.641865,3.9436035,0
2,0,-7.4802094,-.30538398,63.196136,2.3514404,0
4,0,3.1636066,-.48688331,79.995239,2.9894028,1
3,0,-7.3579946,-1.0633789,53.305824,3.1988525,0
1,0,-7.6033125,-.15435879,51.110935,6.1166782,1
4,0,3.2403023,.069827594,53.677387,1.605835,0
2,0,11.101177,.18745257,33.720581,9.2016602,0
4,1,.22863877,.70720971,58.670792,.47015664,1
1,0,-7.8749595,-.47267184,79.111313,.036254883,0
2,0,2.7355967,-.14342235,63.337814,6.6202517,1
3,0,10.56027,-.45812461,47.895863,5.5386963,0
1,0,-4.6555715,-.27552027,62.284084,3.951416,0
3,0,-1.9459862,.24059758,44.129662,3.5737305,0
2,0,2.2585156,-.31629255,65.900536,2.6665864,1
1,0,1.5591972,-.0097519569,57.085346,1.5987549,0
4,0,.58214432,.175234,41.728466,4.0890484,1
4,0,-5.3224268,.49591938,41.731236,2.7233887,0
3,0,-1.3947543,-.86003202,43.558243,4.92764,1
4,0,.964266,-.82509077,47.915104,6.6221924,0
1,0,-4.086123,.51955652,34.281731,3.2315674,0
2,0,4.175909,-.28892717,45.693012,.62207031,0
1,1,1.9590358,.031523511,41.741318,4.5096436,0
2,0,2.893868,-.52387959,63.760349,5.880249,0
4,0,-5.303854,-.11112541,60.641682,1.510291,1
1,0,8.8661737,-.71977735,61.163567,2.310394,1
2,0,-1.0999998,-.055945527,54.660759,6.4085693,0
