cnom,cbin,ccon,xcon,ucon,y_t,y_d
1,0,10.77186,-.39725873,60.695244,.036005642,1
3,0,-1.8853537,.2427931,38.714054,.75354004,0
4,0,5.7693725,.4585377,38.825123,10.966309,0
2,0,1.9072859,-.099509262,59.911907,4.7600737,1
1,0,-4.0000186,-.180191,67.659004,2.3060303,0
4,1,1.3352692,.93372762,33.296631,5.019043,0
3,0,6.4251199,-.48103431,48.837841,6.6534524,1
4,0,-10.57029,-.032640502,67.404869,2.5654125,1
2,0,7.0944433,-.34419885,48.40263,1.46521,0
3,0,-3.4697437,.17808031,38.854706,10.196045,0
4,0,-.14852127,-.11733372,67.93042,1.4196777,0
2,0,-6.2276506,.042348523,45.653873,5.9114518,1
4,0,-2.4469786,.10004554,60.636478,8.9775391,0
4,0,2.8450267,.49765989,51.683159,.41552734,0
4,0,.047929745,-.53499711,50.232594,6.2740479,0
2,0,-5.7877684,.40196514,50.219864,4.4960938,0
3,0,1.9654198,.081728831,47.291176,2.4648438,0
3,0,-5.3414164,.14932537,45.71669,.46705803,1
4,0,6.9977713,-.1645323,49.430599,1.2739258,0
1,0,8.5153446,-.30478567,63.710075,1.0073242,0
1,0,2.1942458,.36242485,40.373089,6.1473937,1
3,0,-1.3978738,-.071925223,60.368225,3.2538805,1
3,0,1.5545466,-.042561751,76.17543,1.9600465,1
4,0,-2.5962758,.95953417,34.289333,1.7998047,0
3,0,-4.869041,.28770882,45.210472,4.6348877,0
3,0,-1.9374261,-.57072484,43.408539,2.1384757,1
4,1,1.4359983,.50583237,71.602341,5.1897449,1
4,0,7.682147,-.65962267,45.622009,3.980835,0
4,0,-1.9306107,.28098869,53.275307,1.1679688,0
1,1,-5.3440728,.50876206,49.644234,4.28125,0
3,0,3.3625081,-.18011141,64.943626,4.1664343,1
3,1,-7.017107,1.0745661,55.593952,1.729882,1
4,0,-11.523059,-.30055833,63.173538,7.0345473,1
1,1,.17301056,.63838798,57.714085,1.2611084,0
3,0,-1.8745309,.25692925,61.636402,3.4178467,0
3,1,12.676051,1.0322464,37.031727,8.6272268,1
3,0,.90006268,-.47500065,65.052002,8.7606201,0
3,0,-.33497337,-.31974882,60.975689,.15014648,0
1,0,-5.8814316,-.11496534,63.916718,1.9567719,1
3,0,5.3217788,.2398909,42.861435,11.800781,0
4,0,-14.042426,.041662283,64.881615,2.9146729,0
3,0,-6.2914762,.20612942,62.310795,6.0874596,1
2,1,-2.181108,.96951175,46.561485,.27062988,0
1,0,2.5984864,-.39605719,56.609451,1.826416,0
2,0,-3.7633481,-.65519404,78.606361,2.1154439,1
2,0,-1.2298008,-.14949411,44.144123,1.8277588,0
3,0,2.4681225,-.045727834,48.206688,3.0804443,0
2,0,-3.0784383,.51349187,50.114494,6.4393306,1
4,0,-2.9846504,-.1189449,66.140831,8.9319324,1
4,1,-11.470472,.70738626,58.589756,.99194336,0
1,1,10.61882,.15477511,51.511143,5.1156006,0
4,0,3.1568122,1.1742837,35.607182,8.309269,1
3,0,5.6178894,-.06005444,35.944103,.71240234,0
4,0,3.161586,-.36265042,61.928947,5.4711962,1
1,1,-13.92087,.31776768,60.215641,1.5904533,1
2,0,.049075995,.53621507,67.651764,6.252079,1
1,0,-.54259259,.16950554,58.843601,7.0289307,0
3,0,16.860939,.13152578,55.630291,1.8804932,0
4,0,2.13539,.50957549,55.740917,6.7374268,0
4,0,3.0027666,.3203364,48.811512,8.0611572,0
1,0,-2.5914803,.028372915,57.389229,3.279362,1
3,0,-.69335783,-.16236608,56.139889,1.4760345,1
1,1,-7.1917224,.15821664,50.251717,8.6568604,0
4,0,-4.1666546,.83404815,57.463261,5.0961232,1
3,0,4.8286028,-.80847633,53.409824,5.4367828,1
4,0,1.0346258,-.21933451,54.973854,2.9885254,0
2,1,-2.2259836,.3458747,69.863106,3.1975098,0
1,0,-.99721867,-.29468134,71.40152,1.0568647,1
1,0,-17.498764,.079794548,68.828926,8.3168945,0
