cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,0,3.0969222,20.678694,90.684998,66.888283,24.294649
1,0,2.9807019,17.614111,80.094109,69.661087,21.354036
1,1,4.0855618,19.038986,102.16685,74.301743,20.073435
1,1,2.6621244,19.06772,93.704567,47.379971,20.300465
1,1,3.2628314,17.071356,78.892738,58.982712,20.926292
1,1,3.4888809,16.919077,88.263077,67.073586,26.565519
1,1,3.056133,20.599113,87.219727,67.50367,28.448315
1,0,3.0121765,17.777164,69.904137,69.625809,22.498396
1,1,3.5943875,24.78182,108.54647,80.064034,22.237253
1,1,2.49791,18.960976,61.780098,64.047333,19.708443
1,0,3.7526081,20.042259,81.797256,68.802032,25.566708
2,1,2.4210694,15.306169,80.383476,67.405296,25.347551
0,1,3.1670916,19.465521,64.28643,83.919739,14.299179
1,0,4.1595364,23.272394,80.655594,71.619537,26.165428
1,1,4.211617,20.100515,86.138451,69.541061,22.281157
1,1,3.5416069,23.411095,89.50692,87.071724,29.40398
1,0,3.6705036,20.3286,70.691452,64.014793,16.585026
1,0,2.8470659,21.389944,82.434227,82.61557,18.537905
1,0,4.3053465,26.955627,102.44504,77.032227,24.681503
1,0,3.7658134,21.465448,82.306755,76.541336,20.157545
0,1,2.6972229,19.712526,88.124031,82.877693,21.709667
1,0,4.2075195,18.994467,86.142319,66.263634,22.119925
1,0,3.7655268,20.65016,80.279282,72.069672,20.511326
1,0,2.5008442,22.605059,78.106575,54.694962,22.236395
0,1,2.8062818,17.076405,81.561729,69.374512,31.64814
1,0,3.6983273,21.223083,81.663963,47.928452,24.541971
1,0,3.1715899,15.389632,81.598312,60.560322,24.940041
1,0,3.3430004,16.970705,81.690544,57.756687,13.66031
2,1,3.6796913,19.224003,96.470787,68.526733,15.935362
1,1,3.5492887,17.772949,73.682457,62.901455,21.326914
1,1,2.9793055,20.039978,97.574638,81.764122,23.258787
1,1,2.7754133,18.406631,79.738762,66.222412,17.84387
1,0,4.1445761,15.009367,55.945679,51.256218,12.723021
1,1,2.8441837,18.613802,64.196495,39.637581,20.831539
1,0,2.9598672,16.090326,80.381447,66.775093,17.306854
2,0,3.5804687,19.606403,77.490402,68.295578,24.46839
1,1,3.1403689,14.563343,86.249733,77.512726,26.079735
1,1,3.6307859,16.861992,91.886749,58.8428,23.926035
1,1,3.363745,20.884457,93.579048,62.222073,18.858812
1,1,3.0319622,15.038273,65.993248,49.999359,15.428839
0,0,2.6578126,18.144075,81.05117,72.516968,36.95208
2,1,3.3100843,16.528261,100.56583,72.44545,20.039389
1,1,3.5068755,18.215727,80.955124,60.617828,24.720306
0,1,3.0311863,20.588511,107.00915,69.788933,25.651272
1,0,3.580864,20.607349,80.51593,80.497383,24.035336
