cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
2,1,2.9647288,21.431232,97.187859,62.680439,23.930639
0,0,2.9888268,20.801712,84.280365,55.693134,27.943886
1,1,3.7682354,20.915316,96.880348,75.594063,23.008085
1,0,3.3087766,19.348949,81.765457,62.597206,25.871614
1,1,3.4410877,17.319082,94.826538,70.736389,22.113136
1,0,3.7344599,21.263426,96.170952,63.346771,24.954994
0,1,3.0851376,20.744783,70.418976,76.128342,24.904995
1,1,3.8667977,21.023142,99.575363,69.257492,19.311253
2,0,3.9998858,21.915539,85.474518,88.840149,20.479349
1,0,3.5722525,18.062965,81.270119,51.241398,27.289755
1,1,3.3582344,17.078314,86.401169,72.071075,25.13656
1,0,3.9975276,22.000048,85.044365,63.522709,20.851818
1,1,2.9623883,16.077785,77.44809,61.495869,22.201595
1,0,2.9567895,15.484547,81.952507,59.749897,21.729836
1,0,3.6222208,17.676651,86.034874,65.41909,24.508991
2,1,3.5128782,19.352308,74.667427,74.46431,23.669899
1,0,3.2105777,17.738731,77.233849,75.445511,31.10235
1,1,2.508559,16.86096,72.228722,60.580799,25.273659
1,0,3.6798482,20.887314,71.669914,87.786125,25.36698
1,0,2.9484065,18.542973,86.250229,65.774185,32.805733
1,0,4.0497837,19.435892,90.293602,84.24968,29.615732
2,1,4.1780291,24.843941,81.156212,97.970337,18.153387
1,1,3.1226969,19.16995,99.970329,69.637505,18.387573
1,0,3.7284195,19.98427,92.734795,69.750015,18.993353
2,0,3.110425,18.734528,64.711411,59.874538,22.277306
2,1,3.6978123,20.116581,123.53468,62.192162,21.223475
2,0,3.5080276,18.618769,84.617966,71.740967,21.509073
1,0,3.4797168,16.881239,77.918503,49.930153,19.025665
1,0,4.501832,20.568937,100.20461,73.872757,21.201475
0,1,2.0766025,17.432871,73.605812,64.531013,19.279495
0,1,2.4157169,9.4444447,59.969372,63.691528,12.110999
1,1,3.471339,21.256773,86.218445,57.393501,14.924232
