cnom,cbin,ccon,xcon,ucon2,ucon1,ycon
1,0,3.9173729,18.12558,85.015816,68.428833,24.69623
1,0,3.4262481,22.243126,91.227486,67.606979,27.462023
1,0,3.6637354,16.746023,75.369095,67.147156,18.992632
2,1,3.4378383,19.685133,66.13765,58.144276,16.205009
1,1,3.5739732,21.410965,87.12542,62.728664,28.786352
1,1,3.6625493,19.873442,88.174896,73.197083,29.425716
1,1,3.4142509,19.829216,61.292992,55.532547,15.862293
1,0,2.9326763,18.782555,95.071632,64.950607,17.352188
1,1,3.7594125,22.436184,83.111725,82.809654,25.286129
1,1,3.4170876,17.007607,95.077171,68.736809,20.048285
2,0,3.3520184,19.570948,102.37999,65.429573,25.54431
1,1,3.2669721,18.325663,84.455307,57.499275,17.528637
1,0,3.5306261,20.416069,77.865105,68.472748,28.603048
1,1,4.0609822,23.540354,108.7821,62.046013,21.084763
1,0,3.0719476,17.380852,87.40921,74.71788,22.215628
1,1,2.7500031,22.153379,92.240562,60.981171,28.706911
2,0,3.2619512,16.737047,99.571968,55.778732,18.128027
1,0,2.7326944,14.849728,84.76786,57.838554,22.652529
0,1,3.0310714,18.725986,63.504459,74.104065,28.717295
1,0,3.7206423,22.477844,100.98838,73.652809,21.900249
1,1,3.9455371,18.645128,57.94249,68.76017,19.610733
0,1,2.594471,16.969374,82.642677,53.598934,18.103874
1,1,3.0205145,16.246937,69.996468,81.485664,22.198195
1,0,3.7811208,18.152405,106.87897,74.850739,24.012764
1,0,3.8007078,17.676386,77.276405,71.999237,14.344236
1,1,2.8023906,19.772707,96.110954,63.510849,19.286997
1,0,3.8446469,21.19882,95.208603,80.902145,23.53878
1,1,3.5298054,20.000282,84.60582,82.943993,26.168268
0,1,2.5259657,17.27239,87.599579,77.310165,21.039764
1,1,3.0883071,17.852196,85.045784,56.853821,24.854433
1,0,3.6778598,22.543442,83.27993,90.534653,27.584078
0,1,2.8121536,19.190565,93.879265,60.990929,17.64883
1,1,3.0744107,16.42429,91.261276,67.245766,24.335194
0,0,3.0018888,20.085619,96.241486,59.485043,20.716486
0,1,3.0075712,17.712,76.921417,41.545116,19.364498
1,0,3.9532707,16.209745,75.90448,71.407669,22.69734
1,1,3.2687447,17.559019,79.587784,81.989471,27.300543
0,0,3.5964098,16.3423,63.520523,58.591316,13.88259
1,0,3.4750113,20.028885,85.121315,72.271042,29.910198
1,0,4.0400629,18.985983,82.024178,81.572899,17.92594
1,1,4.4874063,19.792824,77.688889,75.315125,31.089733
2,1,2.6451073,18.312456,75.45089,70.618996,20.241943
1,1,3.7100894,19.258783,80.260315,72.325668,23.436565
1,0,3.3083873,22.37644,97.706062,77.454887,16.350874
1,0,3.4505525,18.390623,73.50843,73.809769,23.999914
1,1,3.1477039,16.32407,75.565193,62.790939,22.391384
1,1,3.4636419,20.964573,82.462929,63.956196,19.4972
0,0,2.4838164,14.419546,59.986679,71.330383,21.012785
1,0,3.8066394,15.656214,85.930527,69.686508,21.532715
0,1,2.1325681,16.756699,68.553696,62.405804,21.493729
1,0,2.9951088,17.023251,82.498604,68.297287,19.968813
