cnom,cbin,ccon,xcon,ucon,y_t,y_d
2,1,-.542117,.57337308,49.105164,3.0823388,1
2,0,4.3784394,.28603995,38.316429,.5723877,0
1,0,-8.7675734,.4485805,47.945175,5.0589275,1
2,0,1.2672031,.012604467,50.178722,5.2195487,1
4,0,3.8875232,.17434745,56.697903,1.8881495,1
4,0,2.5504305,-.65816712,60.122208,1.9122314,0
2,0,-.59407508,-.15283982,58.747456,10.092529,0
1,0,1.4711959,.42341596,40.43478,7.7538567,1
2,1,-8.6030512,-.17672107,67.608704,.41491699,0
4,0,-4.8119154,-.51486772,68.26284,4.5136752,1
4,1,8.7319794,.061657108,63.917038,.50560224,1
2,0,-1.9754437,.0054980139,49.07201,7.0114746,0
1,0,-4.8288145,-.77794111,63.837208,1.1019287,0
3,1,1.9441713,.4910146,40.355106,7.0512695,0
3,1,-2.9950857,.3665795,55.860424,2.166749,1
2,1,2.0556495,-.14523931,67.551132,.14482628,1
1,0,-10.93634,-.26290241,47.513748,1.7167258,1
3,0,-3.9003441,-.17536725,61.22522,.73461419,1
1,0,-5.4361734,-.39972264,46.600983,6.2150879,0
1,0,-6.7093768,-.21465775,65.600899,4.7337294,1
1,0,-5.4500098,.041906867,61.047043,6.1721191,0
2,0,9.9608011,-.51059276,61.109325,4.7230225,0
3,0,4.3923416,-.1891259,46.365868,10.790527,0
4,1,-6.7254438,.33375093,68.083595,1.7413031,1
1,0,-1.1296512,.011826514,56.913895,1.760376,0
4,1,2.7518468,.42387816,56.469265,1.4437256,0
2,0,-2.2504103,-.34816045,79.717621,1.1602988,1
2,0,7.3921156,-.30674875,66.581741,8.166626,0
2,0,-1.1494017,.29195926,58.791306,1.2098607,1
3,0,4.1562033,-.017579328,56.31205,6.6170263,1
2,1,5.3622413,.0045674657,38.690929,11.781738,0
3,0,4.2381673,-.58193868,49.712559,1.2910156,0
1,0,5.6657519,.010381315,63.660252,.71831363,1
1,0,-4.7590775,-.32593322,60.786766,2.6248214,1
1,0,.96081239,-.46765313,47.609608,7.427619,1
4,0,-10.794903,.15515953,57.322746,3.6517372,1
2,0,-6.3428907,.53752375,48.28373,4.5652103,1
3,0,1.4439991,.31270552,60.016094,4.2723784,1
3,0,6.9042306,.17876337,44.319401,4.6567383,0
3,0,2.4571655,-.092874125,43.945793,4.6049805,0
3,0,-12.462155,.29344362,68.084793,3.5231934,0
2,0,-8.0422735,-.53945714,66.635742,3.4337583,1
1,0,-1.6864026,-.26818514,67.76902,6.3289561,1
2,0,-3.4314289,.25229633,43.2099,.21191406,0
4,0,1.4749558,-.082820714,52.712887,8.8273926,0
3,0,3.9850769,-.27917019,56.409744,2.6750453,1
4,0,1.1543107,.88186324,55.957397,2.7471693,1
2,1,-1.147877,.73207599,59.000214,6.292058,1
