cnom,cbin,ccon,xcon,ucon,y_t,y_d
2,0,-7.6375976,-.060925029,76.039619,1.558215,1
2,1,-10.918346,.75543058,61.751759,.91040039,0
1,0,-1.8299094,-.13433127,65.68779,5.1731014,1
2,0,6.9489427,-.20244458,60.821365,11.527954,0
2,0,.74885011,.34660608,57.84008,.94198239,1
3,0,-.17496464,-.14923963,60.812222,6.4428606,1
3,1,1.5187583,.77278006,55.660736,3.7999268,0
4,1,-.35073,.15432407,58.441204,4.0519791,1
4,0,8.03269,-.075154677,37.122845,10.428345,0
1,0,12.217561,.042061351,57.459766,9.2345543,1
1,0,2.9589801,-.096274361,55.650555,3.6081543,0
2,0,-7.7520237,.27685288,57.131447,4.2911363,1
3,1,3.5161417,.2681776,54.841587,1.6022949,0
3,0,4.0344181,-.00052871683,65.260666,5.1563368,1
4,0,-6.5057425,.62062377,74.841774,.15527344,0
1,0,.59627378,-.47962052,56.286968,2.2064292,1
1,0,-1.9767057,-.51983905,60.919823,1.6276916,1
1,0,1.1036556,-.45745692,47.388386,7.8918457,0
4,0,-2.3960793,-.3144398,60.476944,2.1981201,0
3,0,3.4982522,-.041655011,54.696617,2.0221612,1
3,1,-.37200856,.7370314,42.340771,7.612915,0
3,0,-4.480895,.7348758,46.915146,1.2782243,1
2,0,-5.2935286,.034266878,56.232983,6.9709029,1
1,1,-7.451817,1.1098614,35.872204,1.3575439,0
4,0,-7.167697,-.070684046,60.958714,2.109375,0
3,1,-1.8700745,.037159208,49.025932,4.2645454,1
3,0,3.0797138,.58396971,47.665165,9.6252441,0
4,1,.27692726,.11168855,56.402126,2.5601697,1
2,0,-11.239158,-.21102323,59.172829,2.689713,1
1,0,4.1818166,.16059229,66.110283,3.4140651,1
4,0,.53489602,-.58180684,66.237068,3.6044409,1
2,1,-4.4342337,.000030027522,58.448772,5.1795373,1
4,0,-.29019421,.087337933,53.935776,6.2123561,1
4,0,3.421783,-.91799009,50.886845,.68579817,1
4,0,6.8205276,-.4184489,49.672146,.14539693,1
4,0,-.57038963,-.50833607,58.165985,8.9770508,0
2,0,.92902285,-.42731893,58.178375,3.2304075,1
1,1,-3.6278985,.87601638,48.948784,.39518651,1
3,0,-12.356228,.096282206,53.658424,.32023844,1
1,1,7.2924466,-.018540086,44.063339,1.9224854,0
3,0,3.2110817,.0021573491,58.311718,4.354248,0
2,0,6.5423965,-.07279554,49.220261,6.7399902,0
1,0,5.9852209,-.38917518,57.348328,5.364502,0
4,0,.16594441,-.28595957,64.493843,2.0169678,0
2,0,.88803333,.20150357,36.003757,6.5935059,0
3,0,-3.0010264,.26415622,48.775803,6.9667969,0
1,0,10.187355,-.68627095,57.406715,8.9907999,1
2,0,1.9355429,.062554248,56.660828,2.3751221,0
3,1,-2.6028478,.48696139,54.871387,1.6110977,1
4,0,3.9575791,-.071964912,61.314701,4.2621751,1
3,0,4.0930643,.81775647,42.442986,.93518066,0
4,0,1.3016737,-.30688375,48.266045,8.9248047,0
1,0,3.7879853,.4780404,58.840115,1.5605466,1
4,1,-8.2479515,.22654667,52.965729,.23729062,1
2,0,-5.0460711,.52078003,40.508293,1.027602,1
3,0,-3.8700793,-.51844174,56.582886,8.299757,1
