cnom,cbin,ccon,xcon,ucon,y_t,y_d
1,0,8.5305929,-.28543854,56.856659,.49731445,0
1,0,5.1034069,-.27465037,67.77005,8.1712646,0
2,1,-3.4165568,.87256366,46.58617,1.6678082,1
1,1,1.2011143,.052865628,52.812191,3.0409858,1
1,0,-5.5164828,-.41013539,60.018753,3.606492,1
1,0,-3.331152,-.58700722,47.322952,2.6177979,0
2,0,-1.566574,.05641412,56.592403,4.9111328,0
2,0,-.90684879,.49040991,61.758144,11.116885,1
2,0,-.5808605,.14909351,54.859173,2.2207031,0
3,0,1.8884076,.072318308,48.406879,4.3908691,0
1,0,3.2208714,.51232779,62.874912,5.1474609,0
3,0,4.8651352,-.1546524,44.969734,.29077148,0
4,0,8.8441038,.17479195,43.992699,10.875854,0
1,1,.86953366,1.3542784,27.900978,1.1176555,1
4,0,6.4826713,.05626687,41.795738,11.133911,0
3,0,-1.2272171,.024733517,61.693295,6.1464195,1
4,0,-4.3048353,.93517548,45.931988,5.7723823,1
2,0,-3.1606061,.060094438,64.44429,.70510393,1
2,0,-7.5683184,.51109934,65.453995,7.7658873,1
4,1,7.1883645,.64805675,46.347988,2.6000891,1
1,0,-2.8018796,.091717057,51.618633,3.7405703,1
3,0,5.7112212,.010473541,48.216942,6.6762695,0
2,0,2.0548675,.072868347,57.666695,2.4841309,0
2,0,4.9150224,-.17476331,42.418446,3.0864789,1
1,1,-2.8972387,.70708209,51.287369,7.457345,1
4,0,3.8870616,-.95299309,67.112099,4.1190577,1
2,0,4.7564712,-.070909046,46.86311,7.2692871,0
1,0,-4.8753557,-.020299492,68.018562,5.3270264,0
3,0,-3.5826149,.067883842,57.479229,1.7608643,0
2,0,-6.5716968,1.0068606,42.910061,5.1092572,1
3,0,-2.1299586,.68407387,62.81427,2.2301025,0
3,0,.4769915,.21835363,38.593151,4.8782611,1
3,0,3.0950446,-.63181877,66.465912,2.519645,1
4,0,-3.3804021,.31293175,66.9804,5.168457,0
2,0,-1.9193599,.046688776,46.746151,7.2973747,1
2,0,.16568559,-.74253941,53.855762,3.2806396,0
2,0,-9.9583302,-.3384217,61.02,1.8873291,0
1,0,-11.025458,-.1044286,49.151989,6.9741211,0
2,0,15.204707,-.58103973,49.430374,6.5817871,0
4,0,-2.46769,-.21927218,62.143536,5.5300632,1
3,0,-1.5434664,-.041601166,57.860806,4.5631776,1
2,0,6.082685,-.062753163,49.302803,5.5053711,0
3,0,-4.0478711,-.081907563,65.546661,5.6751523,1
4,0,2.3565097,.45019424,28.125765,11.935425,0
1,0,6.9359627,-.48622903,38.547352,2.2600884,1
2,0,-1.2918409,-.60135072,49.992275,2.6950245,1
2,0,-6.4181666,-.35722864,50.519218,6.9604492,0
4,0,-.54397058,-.63219017,56.167038,7.7600098,0
2,1,-.45993796,1.0263667,53.032887,5.5151367,0
1,0,4.9725604,-.58682716,46.568775,3.5692139,0
3,0,6.1886821,-.17457294,56.787891,7.166626,0
2,1,-4.2619319,.22622143,59.075089,8.1474609,0
1,0,-2.098315,-.20750457,56.834454,3.8719888,1
2,0,6.6613655,.14157754,54.301292,1.8424072,0
2,0,5.000268,-.29142717,57.44735,3.1804917,1
3,0,3.0515654,.39567405,42.214699,1.5875244,0
1,0,-4.0573306,-.27252999,59.401733,2.6154754,1
3,0,.14926375,-.54440224,70.771088,6.1894531,0
