cnom,cbin,ccon,xcon,ucon,y_t,y_d
4,0,-9.4966831,.61983287,66.459549,4.1666799,1
4,0,.076945707,-.05528491,37.998714,10.262234,1
4,0,-8.4450922,-.51454532,63.745907,4.6906176,1
2,0,3.6274436,.20297855,61.426193,1.1631296,1
4,0,-2.5154941,.058971185,66.319328,.42697948,1
2,0,-.87554258,-.078700617,70.976936,9.5218506,0
3,1,1.7886149,.14765142,57.332211,1.475558,1
3,0,-1.7123237,-.11752587,60.814663,3.7798924,1
1,0,-1.1908611,-.48632291,61.476299,2.5556509,1
2,0,-2.4921107,.55182695,57.437061,8.7885742,0
2,0,-9.77174,.81466556,40.454788,.9891988,1
2,0,6.123569,.44926012,32.980167,5.7878418,0
1,1,3.7631075,1.0291352,42.999893,.23632813,0
3,1,-.69096994,-.77938271,68.699387,3.4909139,1
1,0,-2.4219332,-.58579975,61.102558,6.5737848,1
4,0,7.8069396,.41601014,54.657043,6.3813477,0
3,0,-1.6883384,-.38765818,76.540428,.34448242,0
1,0,-10.689247,-.32188657,59.332394,2.8123839,1
4,0,-2.9661758,-.3334783,52.473728,1.6447171,1
3,0,-5.9113111,.63501489,49.393654,11.885132,0
3,0,-.30255336,-.73859239,52.759804,4.7911377,0
4,0,2.593468,-.15448371,40.707794,9.9242725,1
3,1,-.39098087,.042130012,68.803635,.414015,1
3,0,7.7752032,.4571465,60.277164,.66784668,0
2,0,-14.300513,1.2655152,36.721886,3.1394339,1
3,0,1.7509383,-.042510558,65.62661,2.6958008,0
2,0,.94518787,-.06747023,45.848061,6.9163508,1
3,0,-2.6920576,.61988378,64.784149,1.6448629,1
4,0,-1.4405768,-.20265236,49.743866,5.7165527,0
4,1,.15135165,1.1358638,49.119469,6.9306445,1
2,0,-3.9951963,-.67607564,76.792175,6.3249512,0
1,0,-.91592383,-.31767216,76.4422,5.4261522,1
3,0,-7.3100681,.17332326,64.671326,2.4770508,0
4,0,3.7396584,-.1442154,57.176727,3.7407002,1
2,1,-.80790055,.85683054,43.30962,.33874512,0
2,0,-.069478534,-.49164611,59.879684,1.6668701,0
1,0,1.4055343,-.64324963,56.43721,11.787842,0
3,0,-4.2020321,-.85159832,61.266026,4.8533926,1
2,0,.57915163,.3423039,52.577839,5.9422207,1
2,0,-9.7383089,.27141374,51.443962,2.1646729,0
4,0,-1.3986243,.68813229,53.960934,3.2577288,1
2,0,2.8820174,-1.1958975,64.16967,8.9407959,0
1,0,3.1014793,.25307545,56.287674,5.8223877,0
4,0,12.905291,.16329202,43.309067,4.4920654,0
3,0,4.4789772,.28969356,59.671417,4.7186971,1
4,0,-6.005548,.025926609,49.721664,.56091309,0
3,0,-.93611383,-.057599477,68.55954,2.5431459,1
3,0,.89191312,-.12418739,57.114426,3.725708,0
4,0,-2.3258631,.43970099,52.455715,9.0861816,0
3,1,-1.024531,.29880276,58.509335,1.378826,1
4,0,-8.9913416,.12195769,68.858627,2.0184326,0
1,0,-1.6083659,.12324847,62.408016,.60657585,1
3,0,.908476,-.22553216,62.7048,7.9675293,0
4,0,9.4329052,.04455398,61.585358,.72558594,0
3,0,-6.8092875,-.10864522,61.038311,2.5463867,0
4,0,1.4076269,-.2228121,46.018185,6.0083714,1
4,0,-9.5703669,.52448374,47.345577,1.9163818,0
2,1,6.6897726,.30971137,55.616486,1.322876,0
1,1,3.0700803,.84277177,58.622334,6.2504883,0
4,0,3.5241818,-.60642958,66.341103,1.9532011,1
1,0,9.1227083,-.39780292,53.840237,1.6744329,1
1,0,-12.969809,-.2340121,50.599854,2.2796631,0
1,0,-.60311627,.53576702,48.446686,2.9313965,0
3,0,5.6915379,-.26002905,56.08989,5.5379639,0
1,0,.92904264,-.090353109,59.665001,3.7802734,0
3,1,3.329047,.23962227,60.701546,1.5709229,0
1,0,-3.7898533,-.21263768,57.851788,1.6062679,1
2,1,3.6777799,.4742578,40.492779,2.8615367,1
2,0,-.37098348,.21931677,66.727982,.95788574,0
2,0,-8.4686499,.49640366,58.69725,.55432129,0
3,0,5.6258407,-.17595908,38.735603,10.84668,0
4,1,1.007136,.28517756,47.663136,.81359863,0
4,0,6.7197771,-.28696787,51.835373,3.3597779,1
1,0,-.41230327,-.25965056,32.491833,1.7295842,1
1,0,-3.3495896,.16406327,47.027973,11.152954,0
3,0,3.8883481,-.12939592,50.33411,1.3022461,0
2,0,-5.8614907,.56892926,56.502831,.91639477,1
2,1,-7.2772646,.68854737,52.548077,5.0101099,1
4,0,-2.7190797,-.2392606,63.546074,4.8900089,1
2,1,3.336519,.48636767,53.331047,5.7116055,1
4,0,2.0378206,.12795044,43.286274,10.621094,0
4,0,13.707788,-.78433937,27.849747,6.1483154,0
4,0,5.0206056,.087804131,34.814842,3.124872,1
1,0,-11.651711,-.48993275,61.819862,2.8059828,1
2,0,1.3842248,-.20393527,62.05299,5.8073635,1
1,0,8.3236341,-.51913393,53.56036,4.5913539,1
2,0,3.0243022,-.22051084,51.748753,8.0087891,0
4,0,5.9030638,-.83841252,66.464493,9.1739502,0
3,0,2.9299452,.22132201,48.059837,6.7348633,0
4,0,-2.233892,.12417047,48.852654,7.5775146,0
4,1,.45620367,.77758425,53.997643,.64047319,1
2,0,5.6166058,-.77870911,47.081963,8.0450439,0
4,0,-1.3191274,.12571523,56.112247,1.4979155,1
2,0,1.9048096,-.55352628,52.808338,1.5201416,0
2,0,7.4149828,.055745889,49.93774,8.770752,0
2,0,-3.4872439,-.51286733,51.997425,3.6425176,1
4,0,-6.390729,-.49264017,64.477409,6.1456299,0
3,0,7.0574555,.0027597176,59.887577,7.3611808,1
4,1,6.8520722,1.0602233,32.245163,2.5143268,1
4,0,.6228013,-.92348176,57.959808,1.3130727,1
3,0,-3.1205757,-.41803601,70.451637,.48864746,0
4,1,.5769493,-.098321281,63.289711,4.4836287,1
3,0,5.6666541,-.29908818,70.379265,1.5170898,0
4,0,10.633595,-.038035404,71.644753,.10058594,0
2,0,8.2357492,-1.0995255,63.786003,4.1219482,0
2,0,7.5941477,.37781593,37.421612,.34265137,0
2,0,3.0571983,-.58173341,50.384167,1.4194336,0
3,0,.16799925,-.80446625,57.806095,1.8439138,1
4,0,5.5577025,-.036828306,57.211048,1.349962,1
4,0,-15.828946,.26603764,78.513672,4.9090357,1
1,0,3.1267738,.73833477,42.095371,1.3673096,0
1,0,1.8473976,-.16241564,56.973488,4.7258301,0
1,0,2.4788804,.14561343,36.242001,7.8781738,0
3,0,7.335855,-.11199011,52.557716,2.9084473,0
3,1,6.2005095,-.74192214,56.896675,1.5859375,0
3,0,-5.1045556,.12539066,49.425785,2.1317139,0
3,0,-3.3233752,-.67823702,66.838768,7.6278729,1
4,1,.43004203,.4319016,57.320477,2.6039584,1
2,1,3.4188728,.35551202,51.244705,3.5089111,0
3,0,-1.5034747,.1346646,57.672569,6.7711573,1
1,0,-1.0504739,.12019626,53.221039,4.5936937,1
4,0,.45067695,-.073269457,53.70644,1.9054097,1
1,1,2.563503,.4755159,66.204346,.44274902,0
1,0,-10.302472,-.13809513,70.436249,1.7073975,0
1,0,10.814513,-.33858258,41.021606,8.9221191,0
1,0,2.9481432,-.51316297,44.198784,4.3308663,1
