cnom,cbin,ccon,xcon,ucon,y_t,y_d
4,0,-2.7705727,.16631824,65.443596,3.2296188,1
2,1,-5.248785,.45482516,45.154995,1.6623625,1
2,1,-3.5436025,.45368469,52.79295,.64587402,0
4,0,-3.5216968,-.38355091,53.20023,.44142938,1
1,1,9.6477051,.1377852,47.449848,2.1229262,1
1,1,-4.9724426,.33792832,61.814312,1.3803711,0
2,0,7.8468719,-.002290227,61.245651,.034667969,0
2,0,-8.3092299,.47718835,59.324493,3.6004639,0
2,0,4.8940911,-.00074895046,33.801517,9.0012207,0
1,0,-.38466769,-.24912925,68.010918,.68644106,1
1,1,9.060565,.27783349,48.783215,7.5152588,0
1,0,-4.3992558,.32592916,58.354687,7.3114691,1
3,0,-1.9442438,.021400712,41.656509,8.8520508,0
4,1,1.0382292,1.0508004,58.333954,4.5906529,1
2,0,-.91130102,-.41603109,50.852188,2.5170753,1
3,1,.92149806,.80159229,53.601624,1.3048413,1
2,0,-1.0721281,-.11742432,60.826878,.79345703,0
3,0,.1693211,.53211397,50.260197,.421875,0
3,0,-4.4763932,-.4060854,72.116478,.73394364,1
4,0,6.7372961,-.49711415,51.078575,11.136841,0
1,0,-4.0379257,-.1515919,59.486099,2.205435,1
4,0,5.5929794,-.094497614,44.291946,6.1290483,1
2,0,11.76721,-.20075409,51.254223,4.7502441,0
4,0,8.7076998,-.0050449669,51.450314,9.5085449,0
2,1,-6.1521726,1.05088,51.766037,9.3875732,0
4,0,10.313892,.23725158,40.790218,.46411133,0
4,0,3.7472179,.46472287,57.369698,6.4736872,1
1,0,-5.8250842,.39602199,35.940804,7.4724855,1
3,0,-7.6947985,.11603241,48.646431,3.2672119,0
4,0,-1.7485889,.0070529645,73.823509,3.2389486,1
3,0,12.642443,-.3884055,35.036106,6.2764893,0
4,0,2.1562889,-.095340393,51.621513,.5925293,0
1,1,1.4317465,.26240098,51.350895,3.5936384,1
1,1,-4.5921884,.23764543,46.229057,2.3729403,1
4,1,-11.154677,.66804039,60.947384,5.8770752,0
3,1,-2.2787025,1.2907892,51.965012,1.3445197,1
1,0,5.1767287,-.16279075,33.767799,2.5429418,1
3,0,3.8008845,.30853546,46.547409,6.8204346,0
4,1,3.3929639,.28575212,65.388779,2.5818448,1
2,0,7.1172647,-.068823911,32.604576,4.409668,0
2,0,-5.6248779,.15839298,52.222782,3.8487549,0
3,0,-9.7390757,.62000459,53.156631,6.2676783,1
4,0,1.346076,-.23237632,66.309517,3.2211914,0
4,1,-4.1037488,.55177045,59.194771,.79891312,1
3,0,-3.0848284,-.31556827,50.358971,10.57605,0
2,0,4.9784937,-1.0378851,69.275177,4.2247262,1
3,0,3.8221278,-.9004035,74.282928,11.651855,0
4,0,3.3113809,-.15058237,50.171127,10.996582,0
2,1,5.5692935,.23692675,36.452866,.7644043,0
4,0,3.9420519,-.34168869,62.501358,3.4390109,1
1,1,5.1910734,.35621735,39.287033,6.388916,0
3,0,9.7556658,.45707992,55.664391,11.075562,0
3,0,3.6701338,-.54372197,56.950413,3.9655762,0
1,0,-9.8948936,.0062470343,63.345425,3.8888078,1
4,1,4.8421631,-.021607665,51.487747,3.0926528,1
3,1,-.79088634,.83302099,49.62738,5.9500732,0
1,0,-10.279831,-.72965699,74.6269,.74694824,0
1,0,7.9378681,-.0016922303,54.193798,2.1838379,0
1,0,-.50573248,.64088804,49.364143,3.8666625,1
4,0,-1.8594095,-.42140806,64.93177,.74829102,0
2,0,1.1628097,.042241171,48.476883,4.1614885,1
2,1,8.8778877,-.09591417,46.520779,4.8953848,1
4,0,.99537003,.29983848,49.300186,4.2266641,1
1,0,5.5432873,-.39256847,56.616623,4.2855225,0
1,0,-.56531382,.11169349,49.147148,.33972168,0
1,1,-11.388428,.62947863,65.340111,1.1224481,1
4,0,-4.785037,.082853712,49.872849,8.6888924,1
4,0,-2.9540718,-.0060231099,52.154949,3.1405029,0
1,0,3.5946062,-.71887386,45.519417,2.2025661,1
1,0,1.8918563,.4688791,45.684284,2.2387695,0
1,0,-13.080874,.48966441,54.510303,.67348164,1
4,0,1.0259227,.39444309,44.497147,9.8363533,1
2,0,.69766051,-.25813702,65.805779,3.0142822,0
1,0,4.7208242,-.40594462,46.027225,3.46521,0
1,0,11.385238,.014497777,36.823345,5.6040072,1
4,0,-.34183231,-.34187391,51.298435,5.9942799,1
4,0,-.023105949,-.27316263,53.454174,5.3242521,1
2,0,.62079835,-.15612122,58.732445,3.8620605,0
3,0,-3.0602546,-.28507516,48.063107,2.9086759,1
3,0,5.2246861,.11408241,55.477119,2.0925217,1
4,1,-3.4593637,1.2575507,61.999794,5.5510159,1
3,0,.85978287,.44176301,55.313259,4.797811,1
2,0,3.2017105,.11362144,44.473835,6.5583272,1
3,0,.9566915,.34416366,63.750134,.1601359,1
1,1,-2.7049925,.25687584,45.685623,2.8948054,1
4,0,-6.6938291,-.168797,69.210213,.66890216,1
4,0,-.01903113,.20257674,57.32,5.8914795,0
1,0,9.3273258,-1.2050437,79.667229,.020751953,0
2,0,-14.497446,.30759475,52.590977,1.0201416,0
4,0,6.5122848,-.58852363,51.109131,11.442505,0
3,1,4.8516669,.24195595,46.334652,2.0881348,0
3,1,6.0979724,.58786553,51.454498,1.230835,0
3,1,6.4256864,1.0269141,42.894402,4.427124,0
3,0,4.376771,-.14384344,49.532227,9.7365723,0
2,1,-5.9207511,.86967963,33.779423,.99511719,0
3,0,-8.7925673,-.17036882,61.820133,1.6030273,0
4,0,-.75194103,.53107804,45.629013,9.5369873,0
2,0,5.7343369,.65842736,63.110786,1.4233398,0
1,0,-1.1708754,-.29025564,62.388824,4.8332639,1
4,0,1.1418067,.034024037,64.61544,2.3941743,1
3,1,3.5197706,.30804136,57.064468,1.506958,0
4,0,5.9536347,-.7654283,36.510944,2.4660645,0
2,0,7.5524883,-.12445524,56.757923,1.4768066,0
4,0,-5.7155538,-.009189059,54.30048,2.0882568,0
4,1,-6.6302023,.15398537,54.510174,3.5233479,1
4,0,-6.3051209,-.77793545,57.923,2.9136963,0
3,0,-7.6310053,-.84777522,50.94075,5.6826057,1
4,0,.89387751,-.20216753,54.828785,2.8493652,0
1,1,.31332672,.66011512,56.121487,4.9735322,1
1,0,-1.6354498,-.18656436,48.013905,6.899086,1
1,0,2.1775787,-.57516122,58.652489,3.7248201,1
2,1,5.2037663,-.35687223,52.780987,6.5523682,0
1,0,10.497732,.21071075,50.254185,6.4197998,0
3,0,-6.7841234,.32659686,47.536716,2.1581318,1
4,0,4.6361847,-.68860441,63.168034,4.5617504,1
4,0,-7.055572,.14642209,54.124569,1.0067829,1
2,0,5.1253328,-.62093097,61.327015,11.013794,0
1,1,-2.5487421,.26999143,73.171669,1.3204106,1
4,1,17.361284,1.2182422,59.895424,7.697876,0
2,0,10.085221,.18119925,20.133438,2.9978027,0
2,0,-.091429196,-.11355037,43.382675,2.108222,1
4,0,-.14184013,.10228017,48.543335,5.6268797,1
3,0,7.0276313,.11946002,66.415848,6.6466064,0
3,1,4.0710001,.091701992,66.143173,8.0610142,1
2,0,5.7077765,-.56397176,39.02948,2.7406006,0
2,0,3.0661581,.1749163,47.577297,2.5333278,1
4,1,-.37463593,.44752842,48.355175,2.883667,0
2,0,-7.2313132,-.72237724,64.432968,1.934793,1
3,0,.021709556,.17148507,61.642742,5.7903295,1
2,0,-8.5655565,.14306828,50.363342,2.6461182,0
