cnom,cbin,ccon,xcon,ucon,y_t,y_d
3,0,1.0516956,-.10659907,61.938339,.55969238,0
4,0,3.9603581,.21049419,48.903881,7.0615234,0
2,1,-.51857531,.72605878,66.870155,.49076429,1
4,1,7.3692279,-.18551537,58.157253,3.8775635,0
2,0,-.42482579,-1.1556469,51.076248,11.834106,0
1,0,1.0848958,-.36284208,60.309853,8.6724014,1
3,0,4.8059788,-.14998582,44.471268,6.0407715,0
2,0,3.4684069,-.13159424,61.568874,1.8942871,0
1,0,1.0913067,-.26544842,57.149746,.88781524,1
3,0,-5.3225765,-.19886202,46.625542,5.5641823,1
2,0,.23601232,.33364829,53.311699,5.9779992,1
3,0,4.5325117,.11201487,37.151817,5.3708496,0
3,0,.53867215,-.45646775,59.794273,9.1275635,0
2,0,-4.648097,.22848353,50.396759,1.8564453,0
2,1,-7.3030176,.011461045,49.467918,1.4962158,0
4,0,2.7345357,.0023657237,33.678852,.42724609,0
4,0,2.4951637,-.33588773,45.096184,7.4318848,0
4,0,-8.0209227,.41417098,69.107201,3.319458,0
4,0,-1.3590828,.35606205,44.421963,3.4839602,1
2,0,6.7315841,-.49998239,74.736885,.89465332,0
3,0,-11.788341,.13487484,72.642662,4.8655,1
4,0,2.0295227,-.92487198,45.987724,8.7960205,0
4,0,-10.833055,-.25140882,71.078644,.15983523,1
3,0,4.6114473,.46696168,36.245678,5.4127831,1
1,1,.27854112,.57311064,61.825665,2.8055332,1
4,0,3.0072117,-.72098023,44.94339,.96414423,1
3,0,2.7893858,.56797791,54.033718,3.0612402,1
2,0,-6.2207279,.1423943,49.952538,.22375831,1
3,0,1.8051639,-.022912111,41.904987,11.346069,0
2,1,-9.9350615,1.2223624,39.358326,8.3692141,1
2,0,13.653648,-.70307291,48.470566,1.1207275,0
3,0,-2.0799303,-.017351104,51.175472,2.5568612,1
3,0,6.2979436,.041012086,34.976151,6.6070557,0
2,1,-3.0092194,.71977305,31.507906,1.7827148,0
4,0,-3.609185,.36021578,54.841927,2.1455617,1
2,0,-.13641301,.080587946,66.854988,3.1902001,1
